HF,UHF,MP2,UMP2,MP3,UMP3,MP4,UMP4,CISD,UCISD,CCD,UCCD,CCSD,UCCSD,CCSD(T),UCCSD(T),QCISD,UQCISD,QCISD(T),UQCISD(T),CASSCF(4/8)_ORCA,CASPT2,SC-NEVPT2,FIC-NEVPT2,MRCI_ORCA,CASSCF(4/10),MRCI,MRCI+Q Davidson,MRCI+Q Davidson relaxed,MRCI+Q Pople,MRCI+Q Pople relaxed,ACPF,AQCC,CASSCF(8/10)
-29.14376394820604,-29.14593097443929,-29.214395171339056,-29.20390594175399,-29.232670113789062,-29.219518112993736,-29.24098939913428,-29.228043175253088,-29.239428923387106,-29.234712463131956,-29.2464168198724,-29.23358099880353,-29.247309616,-29.246850428,-29.248680004098578,-29.248519989942466,-29.247300875,-29.246313188,-29.248663521631848,-29.24818982596561,-29.231003648788917,-29.246675049966,-29.245612763667,-29.245653618157,-29.248233417425,-29.231004105359,-29.237885870954,-29.23794828,-29.23793881,-29.23791707,-29.23791234,-29.23791236993,-29.237894652578,-29.231042089461
-29.14392650663016,-29.14591237377727,-29.21434199698689,-29.204081911940357,-29.232600141526586,-29.219766487604048,-29.2409164391671,-29.228313886328724,-29.23942110874199,-29.23486580045409,-29.246434071735656,-29.23393700721118,-29.247335262,-29.246930984,-29.24864233896108,-29.248503504215797,-29.247325813,-29.246453883,-29.2486256572142,-29.248215644494305,-29.23118571830881,-29.246673350679,-29.245620572618,-29.24565799226,-29.248177769651,-29.231186491587,-29.237859141241,-29.23791718,-29.2379086,-29.23788816,-29.23788387,-29.23788389797,-29.237867347222,-29.231223293210
-29.1440774399978,-29.145904180383088,-29.214292237447193,-29.20425727501024,-29.232534719484885,-29.22000918302512,-29.240849052061716,-29.22857569338928,-29.23941559680814,-29.235011524693356,-29.24645182614774,-29.23427915696827,-29.24736129,-29.247005029,-29.24860929150335,-29.248488431928525,-29.247351873,-29.246581786,-29.24859306193828,-29.248237823455437,-29.231353648435334,-29.246673149302,-29.24562918476,-29.245663448572,-29.248145398074,-29.231354732155,-29.237834590665,-29.23788875,-29.23788094,-29.23786167,-29.23785776,-29.23785779094,-29.237842282233,-29.231390472214
-29.144217412181536,-29.1459042940398,-29.214245482964103,-29.204429293426983,-29.232473325141974,-29.220243561997552,-29.240786547424666,-29.228826389517565,-29.23941177873447,-29.235148951813844,-29.24646960083468,-29.234605515650475,-29.247387721,-29.247072821,-29.248580621292252,-29.24847444077364,-29.247377264,-29.246694886,-29.24856374878972,-29.248253342532102,-29.231508241746976,-29.246673961332,-29.245638049399,-29.245669414186,-29.248112729896,-29.23165153367,-29.237790104901,-29.23783772,-29.23783119,-29.23781391,-29.23781065,-29.237810668964,-29.237796924842,-29.231544295703
-29.144347059398797,-29.145910929986847,-29.21420137909904,-29.204595873660228,-29.232415505459244,-29.22046768737488,-29.240728326791192,-29.229064425348117,-29.239409143313143,-29.235277688666336,-29.24648699725721,-29.234914784448804,-29.247412802,-29.247132736,-29.24855436847964,-29.248458952462762,-29.247402106,-29.246799583,-29.248537561186037,-29.24826895075828,-29.231650260324543,-29.246675241355,-29.245646730001,-29.245675419498,-29.24807289187,-29.231781529775,-29.237769489596,-29.23781436,-29.23780835,-29.23779192,-29.23778892,-29.237788939629,-29.237775941059,-29.231685461792
-29.144466993103627,-29.145922583475198,-29.214159619747587,-29.204755808663297,-29.232360868326765,-29.22068060689295,-29.240673872638908,-29.2292891991095,-29.23940724805496,-29.23539771051655,-29.246503691714445,-29.235206569873224,-29.247436846,-29.247188961,-29.248530580532037,-29.24844639090069,-29.247426009,-29.246893763,-29.248513888340277,-29.24828147762008,-29.231779718199544,-29.246676971567,-29.245655916769,-29.24568215943,-29.248052763251,-29.231900227209,-29.237749587927,-29.237792,-29.23778645,-29.23777079,-29.23776802,-29.237768039751,-29.237755709146,-29.231814685468
-29.14457780165934,-29.145937995631034,-29.21411994069552,-29.204908027467507,-29.232309073996028,-29.220881473826047,-29.24062273752287,-29.229500164600363,-29.2394057837524,-29.235509035190933,-29.24651942691873,-29.235480534631183,-29.247459567,-29.247239862,-29.24850875849813,-29.248434222996305,-29.247447488,-29.246978215,-29.24849125267537,-29.248291146346652,-29.231899337547315,-29.246678207987,-29.245662222866,-29.245686133736,-29.248037435094,-29.232008350939,-29.237730210259,-29.23777043,-29.23776529,-29.23775032,-29.23774775,-29.237747766792,-29.237736035223,-29.231932686936
-29.144680051167743,-29.1459561220537,-29.214082113386407,-29.205051485685537,-29.232259827677964,-29.221069406041252,-29.240574534567155,-29.229696691867133,-29.239404447018913,-29.23561166381592,-29.246534003361774,-29.23573624897051,-29.247480753,-29.24728573,-29.248488487583067,-29.248422273688718,-29.247468668,-29.247053683,-29.248471154916828,-29.248298169890607,-29.2320041727556,-29.246678977839,-29.245672769968,-29.245694732689,-29.248031637553,-29.232106614406,-29.237711217717,-29.23774948,-29.23774469,-29.23773035,-29.23772795,-29.237727970454,-29.237716776652,-29.232040183116
-29.14477428577286,-29.14597610398372,-29.214045939363128,-29.205185570619182,-29.232212872556488,-29.221243989875315,-29.240528928525006,-29.22987858933625,-29.239403012026767,-29.23570573850108,-29.2465472711472,-29.2359737051427,-29.247500252,-29.247326857,-29.248469424459376,-29.248410401347893,-29.247488216,-29.247120892,-29.248452286675963,-29.24830276467944,-29.232103861418764,-29.246679031569,-29.245677971099,-29.24569795103,-29.248024410809,-29.232276319725,-29.237674031268,-29.23770896,-29.23770476,-29.23769149,-29.2376894,-29.237689411666,-29.237679135891,-29.232137880346
-29.14486102764692,-29.145997242185263,-29.214011245273348,-29.205310288018254,-29.2321679835906,-29.2214055173031,-29.240485627847793,-29.230046348028363,-29.23940130054294,-29.235791694257948,-29.246559122629304,-29.23619356281157,-29.247516747,-29.247363535,-29.248450259334412,-29.248398493703434,-29.247506022,-29.247180543,-29.248434360598857,-29.248305147650544,-29.23219504155278,-29.246678104629,-29.245680630989,-29.245698741321,-29.247988336577,-29.232349081498,-29.237655515663,-29.23768902,-29.23768507,-29.23767227,-29.23767029,-29.237670308551,-29.237660425747,-29.232226467703
-29.14494077681461,-29.14601897355256,-29.21397787871891,-29.20542558843066,-29.232124962845617,-29.22155417477002,-29.240444378434173,-29.23020032056475,-29.239399174562756,-29.235869853957336,-29.246569485897425,-29.236396345505597,-29.247532605,-29.247396043,-29.248432802270024,-29.248386458311828,-29.247522017,-29.247233281,-29.248417140776283,-29.248305512911013,-29.232275495018804,-29.246676714816,-29.24568423402,-29.245701563692,-29.247976441911,-29.232414616481,-29.237637395536,-29.23766962,-29.2376659,-29.23765351,-29.23765165,-29.237651660713,-29.237642130857,-29.232306612715
-29.14501401093879,-29.14604085037196,-29.21394570476248,-29.205531562288087,-29.23208363495977,-29.221690283776457,-29.240404957661095,-29.230340969664766,-29.23939652944976,-29.235940591873568,-29.24657831865217,-29.23658268214673,-29.247546589,-29.247424646,-29.248415848781892,-29.248374222445136,-29.247536168,-29.2472797,-29.248400434070927,-29.248304040139868,-29.23234848753592,-29.246674285865,-29.245686847879,-29.24570256026,-29.247970321143,-29.232473512156,-29.23761944357,-29.23765053,-29.237647,-29.23763499,-29.23763322,-29.237633232411,-29.237624021123,-29.232378957285
-29.14508118516382,-29.14606252209811,-29.213914603236468,-29.205628409531585,-29.232043843563968,-29.22181426921548,-29.240367169615247,-29.230468840177117,-29.23939327851558,-29.23600430215782,-29.246585603136158,-29.236753280452888,-29.247558697,-29.2474496,-29.24839924410145,-29.24836172966654,-29.24754847,-29.247320348,-29.248384082822785,-29.248300893884743,-29.232413984312423,-29.246653776386,-29.245687908814,-29.24570306679,-29.247953179269,-29.232526324478,-29.237601670035,-29.23763172,-29.23762836,-29.2376167,-29.23761502,-29.23761502843,-29.237606105003,-29.232444115221
