HF,UHF,MP2,UMP2,MP3,UMP3,MP4,UMP4,CISD,UCISD,CCD,UCCD,CCSD,UCCSD,CCSD(T),UCCSD(T),QCISD,UQCISD,QCISD(T),UQCISD(T),CASSCF(4/8)_ORCA,CASPT2,SC-NEVPT2,FIC-NEVPT2,MRCI_ORCA,CASSCF(4/10),MRCI,MRCI+Q Davidson,MRCI+Q Davidson relaxed,MRCI+Q Pople,MRCI+Q Pople relaxed,ACPF,AQCC,CASSCF(8/10)
-28.501899718727344,-28.734981804943256,-28.61992835811327,-28.81313569138547,-28.65041671450368,-28.82898662986328,-28.669137802260597,-28.835126302034425,-28.69899926214062,-28.834682500393924,-28.66191684416308,-28.836885296058643,-28.666172077,-28.839152412,-28.683096573148593,-28.84456539362921,-28.667964523,-28.838978981,-28.68435920236873,-28.84391550073048,-28.75096534639568,-28.813030456238,-28.806255175349,-28.806623610009,-28.817075666133,-28.750966733516,-28.790011046285,-28.79137118,-28.79128451,-28.79069091,-28.79064761,-28.790652088003,-28.79021921075,-28.764128646416
-28.585808988083446,-28.791131152177226,-28.702621767457572,-28.86858141999504,-28.73221838940111,-28.884271919948738,-28.749727646953183,-28.890293265130648,-28.76053592459333,-28.88950851500256,-28.74151251826816,-28.891509736605197,-28.745784217,-28.893608986,-28.76474682709146,-28.898681124172445,-28.747594818,-28.893492697,-28.765625762952208,-28.898156476510568,-28.80678941526465,-28.867899089738,-28.861069414306,-28.861478224622,-28.871930332888,-28.806791542245,,,,,,,,-28.818620076423
-28.660578577461475,-28.840285004060288,-28.77609010126857,-28.91724135808512,-28.804929550636967,-28.932784525515956,-28.8215311459456,-28.938696283660057,-28.820050432417656,-28.93758608054832,-28.811824001393347,-28.939438835045532,-28.81599631,-28.941393972,-28.83969856533955,-28.946189214784887,-28.818000013,-28.941324271,-28.839675133771888,-28.945766953129976,-28.856121016647265,-28.916367791367,-28.909411264608,-28.909857307771,-28.920210435644,-28.856122934025,,,,,,,,-28.866536434812
,,,,,,,,,,,,,,,,,,,,,,,,,-28.899570680696,,,,,,,,-28.908517461514
-28.784719506475206,-28.919585038852368,-28.897607726458627,-28.995973562894275,-28.925191788636138,-29.011271014767708,-28.940502733506577,-29.01700716935804,-28.93137519908629,-29.0153377656664,-28.95490468706967,-29.017023722010837,-28.956317117,-29.01877042,-29.000522263155176,-29.02320302576828,-28.957321561,-29.018765799,-29.004077087447815,-29.022922435784096,-28.93770697550299,-28.996200595106,-28.98889643304,-28.989418184998,-28.99960408794,-28.937707998823,,,,,,,,-28.945141655881
-28.835369892095503,-28.9506837111956,-28.94698453248053,-29.026905724930103,-28.974023450248083,-29.042104295976134,-28.98883738517013,-29.04777844402335,-28.978814728907043,-29.04587645683445,-28.9967164917893,-29.04752339861921,-28.998733674,-29.049201343,-29.021326535586567,-29.05353056120265,-28.999734635,-29.049220101,-29.023564054593212,-29.05329845868893,-28.971058335601047,-29.02915587524,-29.020529362884,-29.021141872151,-29.034354425638,-28.971179844697,-29.010649683627,-29.04157458,-29.01238644,-29.02427067,-29.01151764,,,-28.976346330931
-28.879360006470502,-28.97673878327543,-28.989725304187836,-29.052827502823543,-29.016255280805154,-29.067941992620636,-29.03062973034343,-29.073572530400117,-29.020243250531408,-29.07146365864295,-29.03473527742908,-29.073088274170708,-29.037383886,-29.074717474,-29.05246894182018,-29.078981988914155,-29.038244448,-29.074756722,-29.05366753141044,-29.0787895245858,-29.00294882392264,-29.058125667076,-29.049442662498,-29.050041879267,-29.061038010756,-29.002950566226,-29.038482256188,-29.04093253,-29.0397331,-29.03970594,-29.03910748,-29.039154704528,,-29.003500655532
-28.917414457828514,-28.99825121201403,-29.026544372670347,-29.074221849489927,-29.052593096962603,-29.089266124851477,-29.066569537178324,-29.09487173679564,-29.05608490281901,-29.09257620103627,-29.06852373351921,-29.09418784193348,-29.071604412,-29.095786316,-29.08376549977481,-29.100017017954976,-29.072357495,-29.095844992,-29.08447983618523,-29.099858703715423,-29.03352045788471,-29.084569265974,-29.07796287369,-29.078616707338,-29.088027523935,-29.033520536544,-29.066329529962,-29.06825897,-29.06741377,-29.06729342,-29.0668715,-29.066877861052,-29.066507008831,-29.036154692481
-28.950227255969207,-29.015342989733288,-29.058128670177016,-29.080740226766583,-29.08371792347769,-29.09478899583569,-29.09732804652613,-29.101286873281445,-29.08689626560018,-29.105490809376033,-29.097995794270936,-29.102589518678492,-29.101318725,-29.1158311,-29.112078461236145,-29.1235957725244,-29.102005673,-29.114433512,-29.112575329647537,-29.121693831117703,-29.0619696936843,-29.109308778516,-29.104897225102,-29.105645204499,-29.113779668094,-29.066903355089,-29.092586341219,-29.10193833,-29.09524338,-29.09711683,-29.09391132,-29.093989310481,-29.093007487519,-29.068483959190
-28.978443551122407,-29.038232599354348,-29.085122815153696,-29.100888242184404,-29.11027033504382,-29.114423227662765,-29.123539682185207,-29.120458970582636,-29.113254185254053,-29.125044140435463,-29.123386338536548,-29.12193929656244,-29.126849914,-29.135010544,-29.136791245471663,-29.14266353485215,-29.127492921,-29.134065214,-29.137178770785845,-29.143484553097544,-29.090168970360303,-29.128559813499,-29.126575253604,-29.126916529624,-29.134555468265,-29.092891824857,-29.116774644319,-29.12152742,-29.11842993,-29.11912796,-29.11760129,-29.117644186899,-29.117042420947,-29.094462220855
-29.002650631397675,-29.060190654293528,-29.108118127289305,-29.12313235993972,-29.132839095378568,-29.13669545055856,-29.14578920150989,-29.14236787420685,-29.135710743962928,-29.145129626074326,-29.145092723312693,-29.143677306335324,-29.148624475,-29.150210137,-29.15800524300782,-29.15444887466595,-29.149247553,-29.150166304,-29.15834322128336,-29.15413591594069,-29.11245915471301,-29.150486686326,-29.148577105467,-29.148916028036,-29.156282693429,-29.11489261973,-29.137941908463,-29.14095932,-29.13915122,-29.1394442,-29.13854615,-29.138571324995,-29.138139218321,-29.115145294441
-29.023375309856025,-29.079459046968505,-29.127645466368634,-29.144259087809015,-29.15195374075488,-29.15805079937932,-29.164603441290005,-29.163449567557915,-29.154772828392147,-29.1642410224304,-29.163543261446016,-29.164637622072537,-29.16709881,-29.168452314,-29.176048039098063,-29.17244617124521,-29.167707087,-29.168449479,-29.17635756253271,-29.1723273301328,-29.131345394387207,-29.168961593915,-29.167091925081,-29.167422729736,-29.174607836696,-29.133432807487,-29.156133671666,-29.1583436,-29.15712,-29.15723603,-29.1566266,-29.156642661997,-29.156295097082,-29.133668215805
-29.041085291764777,-29.09580914209505,-29.14417299972668,-29.160182699822975,-29.168082124584448,-29.17380561981574,-29.18044835676251,-29.179060614691245,-29.17089393713676,-29.17956645254043,-29.179151540316063,-29.180176951721812,-29.182698041,-29.183733601,-29.19128718886041,-29.187703990549537,-29.183297452,-29.18370878,-29.191582406949127,-29.18757389367801,-29.147276192497635,-29.184612525153,-29.182809486895,-29.183142327098,-29.190100519756,-29.148980021917,-29.171603976078,-29.17337258,-29.1724661,-29.17248693,-29.17203488,-29.172046425012,-29.171745409897,-29.149200272225
-29.056192771594144,-29.109419929311052,-29.15810902039744,-29.173009523243703,-29.18163293911669,-29.186423127554004,-29.193731209514105,-29.19159440697652,-29.184473493070136,-29.192171838374815,-29.192291933630692,-29.192659487434366,-29.195804996,-29.196476406,-29.20407653247028,-29.200484385912688,-29.196398946,-29.196421141,-29.204365610807496,-29.200323310006045,-29.160671291707082,-29.197732943805,-29.195978046192,-29.196310605688,-29.203205318414,-29.1606741596,-29.184606240792,-29.18608747,-29.18541225,-29.18534615,-29.18500913,-29.185017578878,-29.184738576281,-29.161094156015
-29.069059103006936,-29.12066615903799,-29.169808058871897,-29.183558849636206,-29.192961503869544,-29.196794650449416,-29.204806133985407,-29.20190422901021,-29.195860593207236,-29.20256985452576,-29.203300565738694,-29.202936566678527,-29.206760662,-29.207053713,-29.214741373311977,-29.211131684184537,-29.207350968,-29.206963453,-29.215029269716812,-29.21093636146305,-29.17269428331321,-29.20894432396,-29.206901949979,-29.207192113854,-29.213830004783,-29.172694887501,-29.195611478284,-29.19693987,-29.19635745,-29.19627512,-29.19598437,-29.19599083464,-29.195733875625,-29.172889288120
-29.079999830502096,-29.129877434714828,-29.179577991657112,-29.19214609190137,-29.202376559355766,-29.205232811229777,-29.213980799135182,-29.210300815629694,-29.205359386750793,-29.211071590890064,-29.212472592784117,-29.211316646386273,-29.215862181,-29.215767665,-29.223569108742502,-29.219940460319943,-29.216449053,-29.215635869,-29.223858338022072,-29.2197050551538,-29.181542881248273,-29.21793680654,-29.215890597269,-29.216188624791,-29.222861833447,-29.181543193719,-29.204734945834,-29.20593793,-29.20545395,-29.20533603,-29.20509436,-29.20509944847,-29.20485290288,-29.181726241897
-29.089289672633235,-29.137339993406837,-29.187686553090447,-29.199044032098872,-29.210146532525957,-29.212008094596968,-29.221522611725597,-29.217053290151856,-29.213234608165955,-29.21794691939795,-29.2200665218736,-29.218066242642283,-29.223370164,-29.222885171,-29.230813563475955,-29.227169959047146,-29.22395306,-29.222705116,-29.231105698616247,-29.226889156068506,-29.18900467702214,-29.225304885177,-29.223685619156,-29.224023767022,-29.230377351055,-29.189005108732,-29.212265616495,-29.21322601,-29.21290354,-29.21274561,-29.21258452,-29.212587998647,-29.212370417311,-29.189351349843
-29.09716723550396,-29.14330249906504,-29.194366717910768,-29.20448895665112,-29.21650477959808,-29.21735480618845,-29.22766394373656,-29.222395000305585,-29.219716229055564,-29.22343023237745,-29.226307754779235,-29.223417489837693,-29.229510022,-29.228637113,-29.23669651313088,-29.233045554833616,-29.230087347,-29.228401269,-29.23699166431644,-29.232713448573943,-29.19543789646388,-29.231513196344,-29.229936277662,-29.230281825707,-29.236407020404,-29.195438058675,-29.218477326026,-29.21931522,-29.21907479,-29.21889613,-29.21877601,-29.218778607006,-29.218575494894,-29.195761579098
-29.103839348228448,-29.147981213032804,-29.19982116075116,-29.208685768821145,-29.221653971623216,-29.221476066904252,-29.232606529848766,-29.226528430281785,-29.225003844156955,-29.227725283739986,-29.231392200213772,-29.22757217586376,-29.234480245,-29.233224377,-29.24141359852829,-29.23776341311491,-29.235048962,-29.232924407,-29.241710683921664,-29.237373469697737,-29.2007552391522,-29.236557687671,-29.235015404518,-29.235368541975,-29.241291011014,-29.200756679615,-29.223537095123,-29.22426408,-29.22409686,-29.2239005,-29.22381694,-29.223818948355,-29.22362911029,-29.201058124581
-29.10948497748757,-29.15156457019623,-29.204226159335143,-29.211812473872538,-29.22577001213711,-29.22454825715398,-29.236525411668904,-29.22962958634391,-29.22927049113331,-29.23100953797995,-29.235489616980335,-29.23070602544791,-29.238452089,-29.236821994,-29.24513479985228,-29.24149429821252,-29.239009192,-29.236449772,-29.245432225948363,-29.241040205800008,-29.20515331994371,-29.240571692604,-29.239032550414,-29.239388063802,-29.245077700632,-29.205153667237,-29.227618445699,-29.22825221,-29.22814414,-29.22793526,-29.22788126,-29.227882757609,-29.227704881621,-29.205433836775
-29.114258716340412,-29.15421719826769,-29.207735310800757,-29.214024403124306,-29.229005823464707,-29.226725239062983,-29.239572758633848,-29.231852168646117,-29.23266628546197,-29.233438262442007,-29.238747157727925,-29.232972795258586,-29.24157481,-29.239582356,-29.248007689991,-29.24438544134817,-29.242116806,-29.23912768,-29.248303183062777,-29.24386044854828,-29.20878725376029,-29.243682742538,-29.242111256202,-29.242462530613,-29.248072132617,-29.20879021707,-29.230870069442,-29.23143604,-29.23136655,-29.23115301,-29.23111828,-29.231119443083,-29.230951719255,-29.209050522522
-29.118293864413392,-29.156083417640957,-29.210483128935316,-29.215458319722934,-29.231495098409372,-29.228142530980232,-29.24188165213048,-29.233331700207746,-29.23532222815905,-29.235148504821318,-29.24129345693124,-29.234508364219,-29.243977828,-29.241642302,-29.25016076788207,-29.246572349399,-29.244500799,-29.241093744,-29.25045146289013,-29.24596548836804,-29.211793412858025,-29.245987981863,-29.244402725598,-29.244741870646,-29.250258483732,-29.211795437628,-29.233424034614,-29.23394607,-29.23389575,-29.23368502,-29.23365986,-29.233660822745,-29.233501629138,-29.212037689978
-29.121705129708754,-29.157290254494292,-29.21258850444005,-29.21623627973868,-29.23335595127373,-29.228921249768664,-29.24356977123647,-29.234189408444127,-29.237353647284834,-29.236262726058094,-29.243240395080296,-29.23543501086821,-29.245776252,-29.243121528,-29.251709386063894,-29.248168955976645,-29.246276278,-29.242468427,-29.251992215708693,-29.247471756229046,-29.214274422685808,-29.247646718618,-29.246058087691,-29.246381189595,-29.25184667428,-29.214275105406,-29.235398022037,-29.23589117,-29.23584773,-29.23564456,-29.23562285,-29.235623671291,-29.235472010955,-29.214500927272
-29.124590989000026,-29.1579499929764,-29.214157561142606,-29.21646891044592,-29.234693975268705,-29.22917146239917,-29.244742465354847,-29.234535492311718,-29.238863251296408,-29.236891857906308,-29.244689085641337,-29.235862891192888,-29.247072922,-29.244129161,-29.252756694831465,-29.24928003288512,-29.247546248,-29.243361244,-29.25302850111064,-29.24848464118587,-29.216316139774754,-29.248777888692,-29.24718167874,-29.247486515492,-29.252899160994,-29.216319837031,-29.236892566936,-29.23736432,-29.23732148,-29.23712841,-29.237107,-29.237107724972,-29.2369631489,-29.216530487582
-29.12703574689103,-29.158162284606647,-29.215285658855127,-29.216257738193015,-29.235604358574985,-29.22899448040797,-29.245494872371612,-29.234471295027877,-29.23994327250104,-29.237137069101966,-29.24573001304749,-29.23589462477072,-29.247960678,-29.244764576,-29.253396163512075,-29.25000045923336,-29.24840393,-29.243874427,-29.253653895965936,-29.24910303082713,-29.218007379420385,-29.249503553623,-29.247918437447,-29.248205634055,-29.253532708496,-29.218008243527,-29.23799231335,-29.23844559,-29.23840064,-29.23821892,-29.23819646,-29.238197102626,-29.238059520997,-29.218204702569
-29.12911133379346,-29.158015827011447,-29.2160582739493,-29.215696332209344,-29.236172768854285,-29.228483855400857,-29.24591277893152,-29.234090136193974,-29.240676497018693,-29.23709037692933,-29.24644449634851,-29.235624449398465,-29.248523212,-29.245121312,-29.25371231168489,-29.25042137682909,-29.248933601,-29.244099486,-29.253953268321666,-29.24941233775512,-29.21940733830412,-29.249900981213,-29.248328586987,-29.248598368991,-29.25384272793,-29.219408049317,-29.238773066323,-29.23920863,-29.23916071,-29.23899082,-29.23896687,-29.238967451946,-29.238836883576,-29.219591124251
-29.130878881125366,-29.157589623560515,-29.216551011386567,-29.21487045469561,-29.236475220087137,-29.22772525206493,-29.24607244072411,-29.23347699277653,-29.24113643953767,-29.23683437033503,-29.246904602369654,-29.23513812430007,-29.248834943,-29.245275004,-29.253780662380937,-29.25060931641497,-29.249210244,-29.244116191,-29.25400236842992,-29.24948983294905,-29.220574153615143,-29.250048526227,-29.248490750054,-29.248744152574,-29.253899811386,-29.220576894314,-29.239298857674,-29.23971634,-29.23966557,-29.23950757,-29.2394822,-29.239482758658,-29.239359266889,-29.220747297221
-29.1323901085663,-29.15695384500292,-29.21682921053257,-29.213857630172782,-29.236577474456976,-29.226795705215604,-29.246039924127423,-29.232707567082144,-29.241386961393065,-29.236440859618362,-29.247173395517663,-29.234511799503824,-29.248960278,-29.245296156,-29.25366668889684,-29.250634966144233,-29.249299396,-29.244000054,-29.25386759252696,-29.249407459776258,-29.221561843562416,-29.250018707568,-29.24848490552,-29.248723210949,-29.253772599681,-29.221563164385,-29.239624234085,-29.24002288,-29.23996987,-29.23982353,-29.23979704,-29.239797544378,-29.239681185063,-29.221721561780
-29.133688553233583,-29.15617033761681,-29.21694774502925,-29.212726630354958,-29.23653463420549,-29.22576285952824,-29.24587063845573,-29.23184738222122,-29.241482046422966,-29.235970235923336,-29.247301180092627,-29.233810935869997,-29.248952995,-29.245243012,-29.25342491188075,-29.25055347837736,-29.249255766,-29.243812626,-29.25360456217108,-29.249224312192517,-29.222406153893292,-29.249854636326,-29.248355295561,-29.248578804183,-29.253501307182,-29.222406861213,-29.239795152769,-29.24017404,-29.24011964,-29.23998458,-29.23995738,-29.239957842502,-29.239848634341,-29.222553904294
-29.134810664652463,-29.155292857034773,-29.216951281873833,-29.211537264338403,-29.236391288252072,-29.22468472798284,-29.24560942973052,-29.23095154884647,-29.24146594619408,-29.235471188738735,-29.247330867665703,-29.23309060275396,-29.248857154,-29.245158272,-29.253101220494933,-29.250408186708626,-29.249123812,-29.243603193,-29.253258621751904,-29.248988215985584,-29.223139816662552,-29.249621065075,-29.248144353161,-29.248354363365,-29.253123109284,-29.223140495902,-29.239849972436,-29.24020831,-29.24015341,-29.24002912,-29.24000168,-29.240002090326,-29.239899998575,-29.223276837033
-29.135786783442207,-29.154367147338608,-29.216875127311543,-29.2103402720758,-29.236182315761607,-29.2236096760239,-29.245291348102334,-29.23006486087929,-29.24137393941856,-29.23498090279319,-29.247295189280266,-29.232392415726473,-29.248706474,-29.245075798,-29.252729872690008,-29.25023010223292,-29.248938303,-29.243408729,-29.252865356734887,-29.24873580033292,-29.223789358891935,-29.249339436317,-29.24788796889,-29.24808517853,-29.252702370239,-29.223789990223,-29.239820276929,-29.24015746,-29.24010293,-29.23998885,-29.23996159,-29.239961962474,-29.239866891641,-29.223916289675
-29.136642016287116,-29.153431007595906,-29.216746434345275,-29.209177482029,-29.2359341471813,-29.222576855891575,-29.244942887641816,-29.229222518719467,-29.241233364034777,-29.23452632623861,-29.24721886771052,-29.231749926663767,-29.248526537,-29.245013859,-29.252337242388343,-29.25004069604635,-29.24872548,-29.243254653,-29.25245171846433,-29.248493277716236,-29.22437489660792,-29.249036877604,-29.247613435925,-29.247798399114,-29.252317764182,-29.224375568677,-29.239730816893,-29.24004643,-29.23999308,-29.2398886,-29.23986194,-29.239862267688,-29.239774082234,-29.224492494697
-29.13739701599724,-29.15251448363797,-29.216585584241766,-29.208082005250983,-29.23566622234997,-29.221616700670857,-29.244583437021717,-29.22845098961057,-29.241064911125378,-29.23412538985343,-29.24712005008728,-29.231186474323216,-29.24833595,-29.244982956,-29.25194255976629,-29.24985378814236,-29.248504671,-29.243156148,-29.2520372637651,-29.248277695511845,-29.22491207844312,-29.248732240924,-29.247335225976,-29.247508465882,-29.251851055005,-29.224912624986,-29.23960457565,-29.23989874,-29.2398472,-29.23975164,-29.23972588,-29.239726176196,-29.239644617007,-29.225020849546
-29.1380686733212,-29.151640278382366,-29.21640750450259,-29.207078484144503,-29.235392416795804,-29.22075146019549,-29.2442267076809,-29.22776891322416,-29.24088385871878,-29.233788602533522,-29.247011689929504,-29.23071715948677,-29.248147756,-29.244986813,-29.25155931179148,-29.249677642755287,-29.248288862,-29.243119894,-29.2516361350448,-29.248098503400342,-29.22541202283719,-29.248439306558,-29.247068726417,-29.247230694354,-29.251487316089,-29.225412543595,-29.239454880726,-29.23972776,-29.2396786,-29.23959131,-29.23956673,-29.239566992355,-29.239491814024,-29.225512735664
-29.138670726158168,-29.150824406290088,-29.216222871922252,-29.206183641164603,-29.235122309796395,-29.219995876242994,-29.243882011690555,-29.227188056714528,-29.24070118407861,-29.23352059155613,-29.246902756916263,-29.23035009823545,-29.247970679,-29.245024518,-29.25119649658748,-29.249516665001913,-29.248087132,-29.243145997,-29.251257321983772,-29.247959318227927,-29.2258830885814,-29.248166911536,-29.246820915557,-29.24697195387,-29.251043736041,-29.225883458904,-29.239294692639,-29.23954678,-29.2395004,-29.23942073,-29.23939754,-29.239397773957,-29.239328653652,-29.225976276600
-29.139214291662405,-29.150077053178517,-29.216039098360223,-29.205406919677667,-29.234862235819968,-29.21935790379532,-29.243555327258807,-29.226714159548425,-29.240524510549392,-29.233321472224617,-29.246799232235844,-29.2300876524576,-29.247810178,-29.245092259,-29.25085968750892,-29.24937260960734,-29.247904758,-29.243229794,-29.25090629562092,-29.247859477875135,-29.226330538682124,-29.247919670523,-29.246597752664,-29.246738346216,-29.250708658752,-29.226330940986,-29.239132927171,-29.23936497,-29.23932165,-29.23924894,-29.23922728,-29.239227473309,-29.239164094276,-29.226417023634
-29.139708326856308,-29.149403553567865,-29.21586113167423,-29.204751462275965,-29.234616123581823,-29.218839610369084,-29.24325015459323,-29.22634789254228,-29.240358873392996,-29.233188178750463,-29.2467048808199,-29.229927612472,-29.247669274,-29.245184715,-29.25055188603075,-29.249245494598064,-29.247745106,-29.24336369,-29.25058639047443,-29.247795592690547,-29.22675858934797,-29.247700126899,-29.246398238929,-29.246528757229,-29.25041921227,-29.226758597136,-29.238975888324,-29.23918881,-29.23914869,-29.23908234,-29.23906229,-29.239062455549,-29.239004437923,-29.226838557963
-29.140160023585626,-29.14880539627723,-29.215692087922257,-29.20421545037389,-29.23438614689889,-29.2184384600257,-29.24296818483902,-29.226086029207487,-29.24020734308709,-29.233115499020485,-29.24662185182226,-29.229864516078692,-29.24754922,-29.245296069,-29.250274207365337,-29.249134329694815,-29.247609042,-29.243538494,-29.25029844487329,-29.247762715566576,-29.227166881603488,-29.24751220426,-29.246231694157,-29.246352035766,-29.250084681308,-29.227168585686,-29.238827780202,-29.23902265,-29.23898579,-29.23892521,-29.23890678,-29.238906931101,-29.238853895462,-29.227243005690
-29.140575143875388,-29.148281173306888,-29.21553374049607,-29.20379269379461,-29.234173226160316,-29.218147684553507,-29.24270981926116,-29.22592162393292,-29.240071512931976,-29.233096631352044,-29.246551124978968,-29.229889886132305,-29.247449997,-29.245420668,-29.250026408955783,-29.24903759516394,-29.247496313,-29.243744405,-29.250042064475647,-29.247755095080368,-29.227561513478086,-29.247329675666,-29.246085455305,-29.246197903607,-29.249796384249,-29.227562043046,-29.238691158054,-29.23886915,-29.23883551,-29.23878015,-29.23876333,-29.238763461886,-29.238715024544,-29.227631466369
-29.140958301757728,-29.147827418272936,-29.21538690142275,-29.20347470305667,-29.233977406578415,-29.217958440924512,-29.242474564042052,-29.2258461436024,-29.239951893038292,-29.23312437435025,-29.246492852822175,-29.229994293289188,-29.247370718,-29.245553596,-29.24980730950716,-29.248953707213914,-29.247405764,-29.243972122,-29.24981588641077,-29.247767127878703,-29.22793936431407,-29.247191055553,-29.245964866849,-29.246068824865,-29.249557779568,-29.227939424637,-29.238567314502,-29.23872966,-29.23869913,-29.23864848,-29.23863322,-29.238633335371,-29.238589116318,-29.228004355562
-29.1413131976716,-29.147439309659088,-29.21525170524829,-29.203251257117767,-29.2337981435772,-29.217860182865685,-29.24226133084635,-29.225849603757894,-29.23984821676284,-29.23319127186117,-29.24644661413521,-29.230167348007527,-29.247309922,-29.245690712,-29.249615106553318,-29.248881129932407,-29.247335654,-29.244213165,-29.24961791556494,-29.24779364906936,-29.228300696599565,-29.247077145485,-29.245868073223,-29.245963789631,-29.249366574143,-29.228300771172,-29.238456607959,-29.23860457,-29.23857699,-29.23853058,-29.23851679,-29.238516894922,-29.238476524477,-29.228361672708
-29.141642811383917,-29.147111231848086,-29.215127830693092,-29.203110927671897,-29.233634516498533,-29.217841202520237,-29.242068662954484,-29.225921058050368,-29.23975968507776,-29.23329006420658,-29.246411608061216,-29.230398217241245,-29.247265804,-29.245826891,-29.249447624668655,-29.248816262224803,-29.247283905,-29.244460222,-29.24944578638381,-29.247830042945402,-29.228645887130185,-29.246983452211,-29.245789738072,-29.245877888588,-29.249124803793,-29.228645905409,-29.238358731511,-29.23849355,-29.23846872,-29.23842614,-29.23841372,-29.238413810709,-29.238376934787,-29.228703199283
-29.14194955905571,-29.14683720587564,-29.215014663737023,-29.203042277463343,-29.233485385555788,-29.217889782440448,-29.241894902422708,-29.226049620924183,-29.239685153691173,-29.233413917491244,-29.246386796369023,-29.230676337891595,-29.247236388,-29.24596333,-29.249302498751785,-29.24876231661172,-29.247248283,-29.244707236,-29.24929695568951,-29.24787253960632,-29.228974500432244,-29.246910316866,-29.245730518893,-29.245811339474,-29.248994353295,-29.228974573551,-29.238272930698,-29.23839582,-29.23837352,-29.23833437,-29.23832322,-29.238323299492,-29.238289583531,-29.229028641335
-29.14223541977219,-29.146611204633345,-29.21491142009287,-29.203034242055374,-29.23334950604974,-29.217994595538,-29.24173831211238,-29.226224853577197,-29.2396232813449,-29.23355667261068,-29.24637101534018,-29.23099175094412,-29.247219651,-29.246096158,-29.249177314985754,-29.248715730151837,-29.247226535,-29.244946646,-29.249168849256034,-29.24791485665248,-29.22928627642382,-29.246849871388,-29.245682680286,-29.245757062789,-29.248837047657,-29.229286539723,-29.238198174005,-29.23831028,-29.23829029,-29.23825423,-29.23824423,-29.238244297046,-29.238213428618,-29.229337724798
-29.142502036352887,-29.146427375673603,-29.21481723240277,-29.203076302510244,-29.23322560904373,-29.21814489920488,-29.24159716178012,-29.226436900753647,-29.23957263678515,-29.23371286531641,-29.246363052266425,-29.23133622895227,-29.247214819,-29.246223119,-29.249070439961045,-29.248674513411704,-29.247217539,-29.245180091,-29.24905956633392,-29.24796102683744,-29.229581169541152,-29.246804427935,-29.245649142397,-29.245717368751,-29.248698523627,-29.229581646078,-29.238133277554,-29.23823569,-29.23821777,-29.23818448,-29.23817552,-29.23817558464,-29.238147274999,-29.229630256147
-29.14275079480918,-29.146280188243736,-29.214731210728175,-29.20315870442405,-29.23311245624129,-29.21833071322844,-29.241469786452484,-29.226676635758984,-29.2395317786548,-29.233877679767527,-29.246361703172408,-29.231699199511954,-29.247217584,-29.246344562,-29.24897817848121,-29.248639242506087,-29.247217105,-29.245402638,-29.248965557860885,-29.248006336131336,-29.22985927870197,-29.246770208346,-29.245626369952,-29.24568889556,-29.248600815944,-29.229859845234,-29.238077028125,-29.23817074,-29.23815469,-29.23812388,-29.23811586,-29.238115912982,-29.23808989734,-29.229906155152
-29.14298288623876,-29.14616452323405,-29.214652487429845,-29.2032727420726,-29.23300887639587,-29.218543162757303,-29.24135462462076,-29.22693600477964,-29.239499314263547,-29.23404712071812,-29.24636581599453,-29.2320742427318,-29.247227455,-29.246459555,-29.24889914178597,-29.2486086731685,-29.247224438,-29.24561257,-29.248885196479616,-29.24804958127812,-29.230120803035742,-29.246745426552,-29.245612841037,-29.245670088691,-29.248494266604,-29.230121213861,-29.238028172946,-29.23811411,-29.23809972,-29.23807114,-29.23806395,-29.238063993673,-29.238040031653,-29.230165468572
-29.143199354474163,-29.146075720616984,-29.21458024248472,-29.203410714746173,-29.23291378606933,-29.21877441494413,-29.241250239283477,-29.2272079437964,-29.239473935714145,-29.234217798262087,-29.246374315010755,-29.232454860984927,-29.247242878,-29.246567734,-29.248831421904654,-29.248582075057026,-29.24723786,-29.245808865,-29.248816490447783,-29.24808995067333,-29.230365714223012,-29.246696716119,-29.245606779048,-29.245659136608,-29.248426997142,-29.23036595418,-29.237985646439,-29.23806464,-29.23805172,-29.23802514,-29.23801869,-29.238018728259,-29.23799660151,-29.230408371626
-29.1434011323008,-29.14600959583809,-29.214513718980648,-29.20356591149606,-29.23282620062174,-29.219017678272753,-29.24115532827992,-29.22748637713456,-29.23945444306432,-29.234386962031564,-29.24638621779364,-29.232837452524745,-29.24726248,-29.246668932,-29.248773305623544,-29.248558800003966,-29.247255894,-29.245991049,-29.248757657913945,-29.24812693606508,-29.230594116198414,-29.246685613766,-29.24560474711,-29.245653558406,-29.248346638791,-29.230594385571,-29.237948359839,-29.23802117,-29.23800955,-29.23798477,-29.23797896,-29.237978994791,-29.237958507304,-29.230635159489
-29.143589068572112,-29.145962434832967,-29.214452232297273,-29.203732593332575,-29.232745237453663,-29.21926717812627,-29.241068725997543,-29.227766187697288,-29.239439757271292,-29.23455241660957,-29.246400644496607,-29.23321344788696,-29.247285067,-29.246763133,-29.24872327585305,-29.248538273656145,-29.247277263,-29.246159069,-29.248707126095,-29.248160262067962,-29.2308065964492,-29.246678872349,-29.245607205374,-29.245651842355,-29.248293003834,-29.230806931654,-29.237915375102,-29.23798268,-29.23797221,-29.23794903,-29.23794379,-29.237943825039,-29.237924801119,-29.230846234186
