HF,UHF,CASSCF,VB,cov,ion,CF,BOVB,MP2,UMP2,MP3,UMP3,MP4,UMP4,OMP2,UOMP2,CID,UCID,CISD,UCISD,QCISD,UQCISD,QCISD(T),UQCISD(T),CC2,UCC2,CC3,UCC3,BCCD,UBCCD,BCCD(T),UBCCD(T),CCD,UCCD,CCSD,UCCSD,CCSD(T),UCCSD(T),CCSDT_ORCA,CCSDT,CCSDT(Q),CCSDT[Q],CCSDTQ,CCSDT_nofc,CCSDT(Q)_nofc,CCSDT[Q]_nofc,FIC-CASPT2,FIC-CASPT2-K,SC-NEVPT2,FIC-NEVPT2,FIC-MRCISD,FIC-MRCISD+Q,BW-s2,UBW-s2,BW2,UBW2,xBW2,UxBW2,dRPA,UdRPA,BGE2,IEPA,CASSCF_molpro,(ic-)MR-CISD,MR-CISD+Q Davidson,MR-CISD+Q Davidson relaxed,MR-CISD+Q Pople,MR-CISD+Q Pople relaxed,MR-ACPF,MR-AQCC,MR-CEPA(0),CEPA/0,UCEPA/0,CEPA/1,UCEPA/1,CEPA/2,UCEPA/2,CEPA/3,UCEPA/3,NCEPA/1,UNCEPA/1,NCEPA/2,UNCEPA/2,NCEPA/3,UNCEPA/3,NCPF/1,UNCPF/1,ENCPF/2,UNCPF/2,ACPF,UACPF,NACPF,UNACPF,AQCC,UAQCC,HF_psi4,UHF_psi4,LCCD,ULCCD,OLCCD,UOLCCD,UODC-13,UODC-13(λ3),UODC-12,UODC-12(λ3),UDC-12
-198.15190716966623,-198.81104900177408,-198.80186867722736,-198.801691706058,-198.80169167297,-198.152698434439,-198.801691818456,-198.801691755735,-198.58742040450576,-199.21072033143915,-198.60405028196703,-199.23140638671643,-198.6197861967256,-199.2399743519653,,,-198.5836934985068,-199.21081761162355,-198.5848618803888,-199.21196655015817,-198.628294815,-199.233858326,-198.6451166780872,-199.24087097551435,-200.4546287605532,,-199.2446862970153,,-199.1701575672668,,-199.2856660481088,,-198.62660228625003,-199.2321804056137,-198.62793988,-199.23354083,-198.6449197331176,-199.24072095754275,,,,,,,,,-199.2219118851,-199.216941652618,-199.171422997952,-199.172201208621,-199.21053609,-199.23505377,-199.1977256162,-199.2070932859,-199.0537215525,-199.1889202526,-199.6615287326,-199.207233499,-199.1924626096,-199.3219734276,-199.2527106828,-199.2527076683,-198.800852128223,-199.210468675751,-199.23666481,-199.23666481,-199.23398438,-199.23398438,-199.234524053073,-199.230375861875,,-198.6970770876545,-199.23938061760072,-198.64988690897093,-199.23475071275527,-198.68165212765803,-199.23835150694697,-198.63270790081947,-199.2312951084791,-198.64985483337423,-199.23471341140183,-198.6816525157909,-199.23835150694697,-198.63266291980716,-199.2312304259407,-198.6490185650312,-199.23471381082376,-198.6278029316184,-199.23095691490036,-198.666727370231,-199.2348988508834,-198.66669083799215,-199.2348618250976,-198.6278029316184,-199.23095691490036,-198.38175235640273,,-198.135764754453,,,,,,,,
-198.15157997842672,-198.8110490214452,-198.8018687284312,-198.801691792728,-198.801691792728,-198.152366135079,-198.801691871124,-198.801691804084,-198.58709318638617,-199.21072034678616,-198.6037230441956,-199.231406401957,-198.61945894393105,-199.239974367126,,,-198.5833662346316,-199.21081762741983,-198.5845346163908,-199.21196656520604,-198.62796725,-199.233858341,-198.644788827819,-199.24087098976472,-200.4774706785292,,-199.2447075528177,,-199.1701518544569,,-199.28572302504497,,-198.6262746804276,-199.2321804211481,-198.627612231,-199.233540845,-198.64459174623173,-199.2407209717898,,,,,,,,,-199.221911931602,-199.216941675022,-199.171423632953,-199.172201254751,-199.21053614,-199.23505382,-199.19796185,-199.2070933308,,-199.1889202992,-199.6637578423,-199.207233972,-199.192689428,-199.3219734722,-199.2532587923,-199.2532847667,-198.800852148633,-199.210468691863,-199.23666482,-199.23666482,-199.23398439,-199.23398439,-199.234524068559,-199.230375877423,,-198.69671097258265,-199.239380631828,-198.64955849301927,-199.23475072713296,-198.68133351703665,-199.23835152116388,-198.63238012346272,-199.23129512300383,-198.64952640433637,-199.23471342581468,-198.68131200475665,-199.2383515211639,-198.63233514339265,-199.23123044052423,-198.64869018446524,-199.23471382523607,-198.62747509541575,-199.23095692940515,-198.66639727560792,-199.23489886526173,-198.66636071563047,-199.23486183951775,-198.62747509541575,-199.23095692940515,-198.38136146325377,-198.811050633514,-198.134312365237,,,,,,,,
-198.15125639073767,-198.8110490405328,-198.80186877795848,-198.801691728861,-198.801691947243,-198.152037348962,-198.801691922043,-198.801691858358,-198.58676957248008,-199.2107203598308,-198.6033994110819,-199.2314064149264,-198.61913529612835,-199.23997437993745,,,-198.583042575978,-199.21081764104795,-198.58421095761847,-199.21196657951364,,-199.233858355,,-199.24087100353432,-200.4742730440204,,-199.24470456370844,,-199.17015154546672,,-199.28572381566727,,-198.6259507289272,-199.23218043431416,-198.627288466,-199.233540859,-198.64426787830644,-199.240720985583,,,,,,,,,-199.221911976613,-199.21694193602,-199.171422684508,-199.1722012994,-199.21053619,-199.23505386,-199.198195789,-199.2070933757,-199.0539126236,-199.1889203456,-199.6659709789,-199.2072335916,-199.1929151102,-199.3219735171,-199.2533433624,-199.2533311726,-198.800852166543,-199.21046870509,-199.23666484,-199.23666484,-199.23398441,-199.23398441,-199.234524081582,-199.230375890546,,-198.69635485046183,-199.23938064575657,-198.64923406850616,-199.23475074112213,-198.6810144520276,-199.23835153508176,-198.6320559110065,-199.2312951370629,-198.64920205552053,-199.2347134397783,-198.68099521007653,-199.23835153508176,-198.6320109512492,-199.23123045454,-198.6483654338521,-199.2347138392,-198.6271508654066,-199.2309569434396,-198.66607072379955,-199.23489887924504,-198.66603415986955,-199.234861853468,-198.6271508654066,-199.2309569434396,-198.38142059273824,,-198.133592835684,,,,,,,,
-198.1509363474212,-198.81104905880744,-198.80186882587475,-198.801691905203,-198.801691770695,-198.151712216481,-198.801691971765,-198.801691912194,-198.58644950358777,-199.21072037355577,-198.60307932341289,-199.2314064286228,-198.6188151940952,-199.23997439353457,,,-198.58272246331853,-199.2108176553246,-198.58389084484392,-199.21196659360416,-198.627322797,-199.233858369,-198.64414376366915,-199.24087101689315,-200.48409876359267,,-199.24471354484132,,-199.1701485861859,,-199.28575220850712,,-198.6256305102728,-199.23218044827408,-198.626967965,-199.233540873,-198.6439470260426,-199.24072099897265,,,,,,,,,-199.22191202019,-199.216942135921,-199.171423405155,-199.172201342622,-199.21053623,-199.2350539,-199.1984273743,-199.2070934195,-199.0540069034,-199.188920388,-199.6681682162,-199.2072336351,-199.1931394219,-199.3219735598,-199.253721647,-199.2538192915,-198.800811643878,-199.210428785026,-199.23662498,-199.23662498,-199.23394454,-199.23394454,-199.234484213439,-199.23033601282,,-198.69591832044617,-199.2393806591051,-198.64891259415663,-199.23475075460297,-198.68068352623047,-199.23835154842268,-198.6317353395904,-199.23129515067257,-198.6488805032349,-199.2347134532852,-198.68067215398273,-199.23835154842268,-198.6316903673708,-199.23123046819344,-198.6480442532828,-199.2347138527068,-198.62683021402012,-199.23095695703876,-198.6657479029305,-199.23489889272992,-198.66571133635736,-199.23486186698503,-198.62683021402012,-199.23095695703876,-198.38125748756244,,-198.132524053339,,,,,,,,
-198.150619790586,-198.81104907680432,-198.80186887223888,-198.801692070883,-198.801692065656,-198.151390689589,-198.801692019916,-198.801691955306,-198.5861329217996,-199.2107203865164,-198.602762723268,-199.2314064414413,-198.61849857990185,-199.23997440623364,,,-198.58240583871728,-199.21081766868485,-198.58357422013145,-199.2119666070845,-198.627005751,-199.233858382,-198.643826348814,-199.24087102987227,-200.50674448654857,,-199.24473388925583,,-199.17014307464336,,-199.2858068100901,,-198.6253133971148,-199.2321804612836,-198.626651016,-199.233540886,-198.643629786114,-199.24072101193985,,,,,,,,,-199.221912062383,-199.21694117835,-199.171422772486,-199.172201384471,-199.21053627,-199.23505395,-199.1986567149,-199.2070934678,-199.0541003799,-199.1889204381,-199.6703498621,-199.2072336785,-199.193362502,-199.3219736003,-199.2540543825,-199.253861789,-198.800852202797,-199.210468733065,-199.23666487,-199.23666487,-199.23398444,-199.23398444,-199.234524108812,-199.230375917924,,-198.69555075122395,-199.23938067222028,-198.6485949473091,-199.23475076778047,-198.6803676626836,-199.23835156152583,-198.63141822154785,-199.2312951639216,-198.64856285710457,-199.23471346644556,-198.68034390648384,-199.23835156152583,-198.63137325371213,-199.23123048141304,-198.64772658416243,-199.2347138658671,-198.62651305251347,-199.2309569702572,-198.66542859402637,-199.23489890589863,-198.66539202534136,-199.23486188012976,-198.62651305251347,-199.2309569702572,-198.38088302259968,,-198.131123557228,,,,,,,,
-198.15030666359831,-198.8110490939077,-198.8018689171093,-198.80169209102,-198.801692079423,-198.151072722737,-198.80169206588,-198.801692016264,-198.5858197704605,-199.2107203994204,-198.6024495539796,-199.2314064543264,-198.6181853968722,-199.23997441902807,,,-198.58209264549288,-199.21081768210823,-198.58326102679945,-199.21196662033023,-198.626692385,-199.233858395,-198.6435128346572,-199.2408710424368,-200.50375719929687,,-199.2447311989916,,-199.17014276800575,,-199.2858080400258,,-198.6249999054588,-199.2321804744147,-198.626337382,-199.233540899,-198.64331576859232,-199.2407210245327,,,,,,,,,-199.221912103243,-199.216941256823,-199.171425306206,-199.172201424996,-199.21053631,-199.23505399,-199.1988837931,-199.2070935079,-199.0541930857,-199.1889204751,-199.6725157653,-199.2072337248,-199.193584171,-199.3219736401,-199.2541489559,-199.2542396891,-198.800852220145,-199.210468746485,-199.23666489,-199.23666489,-199.23398446,-199.23398446,-199.234524121884,-199.230375931067,,-198.69501570305087,-199.2393806847724,-198.64828080288729,-199.23475078045604,-198.68005209958596,-199.2383515740709,-198.63110481010315,-199.23129517671728,-198.6482487290692,-199.2347134791461,-198.68003350081332,-199.2383515740709,-198.63105957618,-199.2312304942508,-198.6474123691709,-199.2347138785676,-198.62619933258893,-199.23095698304397,-198.6651127163206,-199.23489891857847,-198.66507628528169,-199.2348618928407,-198.62619933258893,-199.23095698304397,-198.3809366765448,,-198.130419945066,,,,,,,,
-198.1499969110408,-198.81104911072924,-198.8018689605434,-198.801692035077,-198.80169207063,-198.150758336798,-198.801692110108,-198.801692038335,-198.5855099941363,-199.210720413187,-198.6021397601032,-199.23140646813047,-198.61787558955348,-199.23997443280635,,,-198.58178282818727,-199.21081769631047,-198.58295120938965,-199.2119666333024,-198.62638215,-199.233858407,-198.64320223202407,-199.2408710547932,-200.51358985364655,,-199.2447399240351,,-199.17013990798836,,-199.28583548940628,,-198.62468980130728,-199.2321804884417,-198.626027401,-199.233540911,-198.64300563282143,-199.24072103675428,,,,,,,,,-199.221912142823,-199.216941811484,-199.171424132892,-199.172201464248,-199.21053635,-199.23505403,-199.1991086737,-199.2070935431,-199.054284957,-199.1889205209,-199.6746664043,-199.2072337593,-199.1938046119,-199.321973682,,,-198.800811696454,-199.210428825822,-199.23662502,-199.23662502,-199.23394459,-199.23394459,-199.234484253167,-199.230336052764,,-198.69503465426547,-199.2393806971889,-198.64796997238653,-199.2347507929676,-198.67972556226337,-199.23835158647293,-198.63079448383823,-199.23129518933115,-198.64793788308063,-199.23471349167528,-198.6797380156116,-199.238351586473,-198.63074969583627,-199.2312305068949,-198.64710155223185,-199.23471389109656,-198.62588900328808,-199.2309569956392,-198.6648003967435,-199.23489893109107,-198.66476382718096,-199.23486190537832,-198.62588900328808,-199.2309569956392,-198.38077891115995,,-198.129384271298,,,,,,,,
-198.14969047868377,-198.81104912694977,-198.8018690025933,-198.80169218074,-198.801692140397,-198.150447254229,-198.80169215253,-198.801692088221,-198.58520353857887,-199.21072042359964,-198.60183328737887,-199.2314064782876,-198.6175691036776,-199.2399744427836,,,-198.5814763325272,-199.2108177070581,-198.58264471362872,-199.2119666453671,-198.626075501,-199.233858419,-198.64289543730968,-199.2408710664785,-200.52342475880377,,-199.24474851044073,,-199.17013707998427,,-199.28586263483385,,-198.62438303064567,-199.23218049875047,-198.625720439,-199.233540923,-198.64269826606568,-199.24072104857188,,,,,,,,,-199.221912181166,-199.21694198425,-199.171423134888,-199.172201502271,-199.21053639,-199.23505407,,-199.2070935852,,-199.1889205548,,-199.2072337971,,-199.3219737217,,,-198.800811712519,-199.21042883851,-199.23662503,-199.23662503,-199.2339446,-199.2339446,-199.234484265319,-199.230336064961,,-198.69478618995737,-199.23938070899783,-198.64766255917047,-199.2347508048224,-198.67941204439265,-199.2383515982764,-198.63048749097325,-199.23129520123592,-198.6476304882997,-199.23471350349968,-198.67941411524504,-199.2383515982764,-198.6304427030414,-199.23123051874708,-198.6467940784767,-199.234713902921,-198.62558200354283,-199.23095700751568,-198.66449144028417,-199.23489894293428,-198.66445488657993,-199.2348619171767,-198.62558200354283,-199.23095700751568,-198.38062286725452,-198.81105018428727,-198.128359291891,,,,,,,,
-198.1493873134557,-198.8110491426121,-198.8018690433103,-198.801691988647,-198.801692207815,-198.150139526217,-198.801692195604,-198.801692123624,-198.5849003506987,-199.2107204352288,-198.6015300827073,-199.23140648984264,-198.6172658861371,-199.2399744542476,,-199.2124132075126,-198.5811731054002,-199.21081771908416,-198.5823414864042,-199.2119666573652,-198.625771912,-199.233858431,-198.64259151215853,-199.2408710779601,-200.53326188535283,-199.2123132243748,-199.24475704224187,-199.24091684957952,-199.17013428345,-199.23327317572745,-199.28588948134103,-199.2407276003788,-198.6240795329771,-199.2321805104976,-198.625417147,-199.233540935,-198.6423949004601,-199.2407210600614,,,,,,,,,-199.221912218317,-199.216941897023,-199.17142335171,-199.172201539112,-199.21053643,-199.2350541,,-199.2070938933,,-199.188922263,,-199.2072338545,,-199.3219737587,,,-198.800811728241,-199.210428850418,-199.23662505,-199.23662505,-199.23394462,-199.23394462,-199.234484277135,-199.230336076863,,-198.6945098625985,-199.23938072053176,-198.6473583283457,-199.23475081643767,-198.6791243609416,-199.23835160980192,-198.63018377429023,-199.23129521293524,-198.64732623186757,-199.2347135151188,-198.67910307313335,-199.23835160980192,-198.63013898961657,-199.23123053045248,-198.64648989421408,-199.23471391454007,-198.62527828705495,-199.2309570191978,-198.6641856817419,-199.23489895454773,-198.66414911208503,-199.23486192879363,-198.62527828705495,-199.2309570191978,-198.38046851667147,-198.81105036761232,-198.1273448418,-199.2375934116352,,-199.23900389512943,,,,,
-198.1490873634073,-198.8110491577796,-198.8018690827436,-198.801692244125,-198.801692251037,-198.149835164702,-198.80169223535,-198.801692162529,-198.5846003785309,-199.2107204465129,-198.60123009411336,-199.2314065010549,-198.6169658849496,-199.23997446537243,,-199.21241326187572,-198.58087309481908,-199.21081773074985,-198.58204147572857,-199.2119666690036,,-199.233858442,,-199.2408710891015,-200.55559374377327,-199.2123133165012,-199.24477596821637,-199.24091694399448,-199.17012908816207,-199.2332732584936,-199.28594043284343,-199.24072768303773,-198.62377914801343,-199.2321805218949,-198.625116732,-199.233540946,-198.6420941330693,-199.24072107121043,,,,,,,,,-199.221912254319,-199.216941654731,-199.17142521659,-199.172201574811,-199.21053647,-199.23505414,,-199.2070936565,,-199.188920674,,-199.2072339879,,-199.3219737987,,,-198.800852284646,-199.210468796724,-199.23666494,-199.23666494,-199.23398452,-199.23398452,-199.234524170909,-199.230375980348,,-198.69422375736204,-199.23938073172417,-198.64705746544735,-199.23475082770835,-198.6788254280072,-199.2383516209862,-198.6298832854444,-199.23129522428655,-198.647025381258,-199.23471352639308,-198.67880340341063,-199.2383516209862,-198.62983850143667,-199.23123054180977,-198.6461889468962,-199.23471392581433,-198.62497779444652,-199.2309570305327,-198.66388326581875,-199.23489896581657,-198.6638466911105,-199.23486194006583,-198.62497779444652,-199.2309570305327,-198.38011931774724,-198.81105045490028,-198.126024873874,-199.23759350541903,,-199.2390038557096,,,,,
-198.14879057768707,-198.8110491724435,-198.8018691209404,-198.801692301292,-198.801692241293,-198.149534190541,-198.801692273914,-198.801692203907,-198.58430357120585,-199.210720458176,-198.60093327071675,-199.23140651274247,-198.61666904922737,-199.23997447701896,,-199.21241319147225,-198.58057624989144,-199.21081774283908,-198.58174463070927,-199.2119666804436,-198.625174291,-199.233858453,-198.64199321330807,-199.24087109997552,-200.56537217116687,-199.21231328678329,-199.24478415239705,-199.24091691650145,-199.17012638307708,-199.2332732214197,-199.2859662981432,-199.2407276457388,-198.6234820280014,-199.23218053380543,-198.624819763,-199.233540957,-198.64179704341257,-199.24072108204123,,,,,,,,,-199.221912289215,-199.21694184743,-199.171424172302,-199.17220160941,-199.2105365,-199.23505418,,-199.2070936917,,-199.1889206612,,-199.2072339084,,-199.3219738318,,,-198.800852298727,-199.210468807799,-199.23666495,-199.23666495,-199.23398452,-199.23398452,-199.234524181487,-199.230375990965,,-198.69394399195087,-199.23938074260633,-198.6467596583216,-199.2347508386906,-198.67851606596645,-199.2383516318594,-198.62958597033793,-199.23129523536892,-198.64672755768444,-199.23471353739916,-198.67849866186728,-199.23835163185944,-198.62954118888516,-199.23123055293183,-198.6458911850914,-199.23471393682007,-198.62468047994648,-199.2309570416025,-198.66358411719753,-199.2348989768008,-198.6635475275408,-199.2348619510797,-198.62468047994648,-199.2309570416025,-198.3799713927312,-198.8110504207512,-198.125036064425,-199.23759347808905,,-199.2390038443856,,,,,
-198.1484969065068,-198.8110491866753,-198.80186915794496,-198.801692053143,-198.801692335803,-198.149236179775,-198.801692311564,-198.801692241655,-198.58400987892207,-199.21072046878248,-198.60063956270727,-199.23140652329224,-198.6163753291532,-199.23997448748807,,,-198.5802825207953,-199.210817753812,-198.5814509015246,-199.2119666914006,-198.624880296,-199.233858464,-198.64169898040504,-199.24087111047524,-200.56278627651156,,-199.24478205343863,,-199.17012607760492,,-199.2859682763055,,-198.62318804856,-199.23218054452727,-198.624525772,-199.233540968,-198.64150281752123,-199.2407210925444,,,,,,,,,-199.221912323043,-199.216940902948,-199.17142507054,-199.17220164295,-199.21053654,-199.23505421,,-199.2070937267,,-199.1889207007,,-199.2072339407,,-199.3219738666,,,-198.80085231311,-199.210468818736,-199.23666497,-199.23666497,-199.23398454,-199.23398454,-199.234524192397,-199.230376001953,,-198.6936797786963,-199.2393807531584,-198.6464650565784,-199.2347508493133,-198.67823158439649,-199.23835164240376,-198.62929178080697,-199.231295246065,-198.64643295514,-199.23471354802425,-198.6782091908765,-199.2383516424038,-198.62924700092347,-199.23123056363167,-198.6455965584514,-199.23471394744516,-198.6243862900617,-199.2309570522833,-198.66328810769983,-199.23489898742187,-198.66325152656304,-199.2348619617028,-198.6243862900617,-199.2309570522833,-198.38001535237285,,-198.12436306723,,,,,,,,
-198.1482063011192,-198.8110492004924,-198.8018691938012,-198.801692218819,-198.801692365916,-198.148941517181,-198.80169234769,-198.801692278208,-198.5837192529171,-199.2107204784096,-198.60034892131287,-199.23140653274896,-198.616084675948,-199.2399744968241,,,-198.57999185874743,-199.21081776370536,-198.58116023939084,-199.21196670188377,-198.624589584,-199.233858474,-198.6414082268103,-199.2408711206004,-200.5726320031762,,-199.24479020839945,,-199.17012340193443,,-199.28599397554893,,-198.6228971558536,-199.23218055410496,-198.62423467,-199.233540978,-198.6412113351392,-199.2407211027306,,,,,,,,,-199.22191235584,-199.216829126557,-199.171425190393,-199.172201675466,-199.21053657,-199.23505424,,-199.2070937603,,-199.1889207343,,-199.2072339763,,-199.3219738995,,,-198.80085232644,-199.210468829024,-199.23666498,-199.23666498,-199.23398455,-199.23398455,-199.234524202447,-199.230376012059,,-198.69362167936188,-199.2393807633649,-198.64617358403643,-199.23475085956616,-198.67793437573613,-199.238351652604,-198.6290006679201,-199.23129525636887,-198.6461415010045,-199.23471355826103,-198.67791182512937,-199.238351652604,-198.62895588846976,-199.23123057390845,-198.6453050176864,-199.23471395768212,-198.62409517569668,-199.23095706256908,-198.66299515368817,-199.2348989976696,-198.662958450698,-199.23486197192815,-198.62409517569668,-199.23095706256908,-198.3798675055172,-198.8110497290348,-198.123389150373,,,,,,,,
-198.1479187137894,-198.8110492138298,-198.8018692285505,-198.801692211987,-198.801692246153,-198.14864976913,-198.801692382845,-198.80169231333,-198.583431645441,-199.2107204890756,-198.6000612987748,-199.23140654347708,-198.6157970418464,-199.23997450752097,,,-198.5797042159752,-199.2108177747972,-198.5808725965381,-199.2119667123555,-198.624301503,-199.233858484,-198.6411197482424,-199.2408711305661,-200.59472392566704,,-199.24480814022604,,-199.170118443334,,-199.28604225723225,,-198.6226092588728,-199.23218056503808,-198.623946962,-199.233540988,-198.6409235564801,-199.2407211126417,,,,,,,,,-199.221912387645,-199.216939945911,-199.171425373698,-199.172201706996,-199.2105366,-199.23505427,,-199.2070938596,,-199.1889208674,,-199.2072340077,,-199.3219739315,,,-198.80081180035,-199.210428907,-199.23662511,-199.23662511,-199.23394467,-199.23394467,-199.234484332184,-199.230336132181,,-198.69402825351196,-199.2393807733484,-198.64588506207696,-199.2347508696364,-198.67764230863796,-199.23835166257896,-198.62871258148087,-199.23129526652676,-198.64585295869324,-199.23471356835188,-198.67762804873007,-199.23835166257905,-198.6286678048289,-199.23123058410047,-198.64501651453384,-199.2347139677728,-198.62380706922784,-199.23095707271628,-198.662705321148,-199.2348990077421,-198.66266877359843,-199.2348619820268,-198.62380706922784,-199.23095707271628,-198.37953680210603,,-198.122128721558,,,,,,,,
-198.14763409776629,-198.8110492266537,-198.8018692622317,-198.801692458665,-198.801692243916,-198.148361112783,-198.801692416754,-198.801692352715,-198.58314700972923,-199.2107204982667,-198.5997766483196,-199.23140655256088,-198.61551238006857,-199.2399745165013,,,-198.5794195457001,-199.2108177842973,-198.5805879261823,-199.21196672230857,-198.62401662,-199.233858494,-198.6408346727507,-199.2408711400976,-200.6045132147744,,-199.24481593275976,,-199.1701158536908,,-199.28606704565328,,-198.6223243538578,-199.23218057426007,-198.623662049,-199.233540998,-198.6406384273248,-199.24072112225315,,,,,,,,,-199.22191241849,-199.216941698116,-199.171423121059,-199.172201737574,-199.21053663,-199.2350543,,-199.2070949998,,-199.1889219132,,-199.2072351758,,-199.3219739658,,,-198.800852353263,-199.210468850361,-199.236665,-199.236665,-199.23398457,-199.23398457,-199.234524223114,-199.230376032808,,-198.69383955831051,-199.23938078288887,-198.64559957815567,-199.23475087924845,-198.67735311211052,-199.23835167211593,-198.6284274767025,-199.23129527620907,-198.64556747333248,-199.23471357796737,-198.67733428688257,-199.23835167211593,-198.628382701728,-199.2312305937889,-198.6447310017338,-199.2347139773884,-198.62352196727713,-199.23095708239185,-198.66241849086967,-199.23489901735545,-198.66238191847745,-199.2348619916436,-198.62352196727713,-199.23095708239185,-198.37939492141663,-198.81105003497203,-198.121178815013,,,,,,,,
-198.14735240725983,-198.8110492393639,-198.8018692948832,-198.801692375456,-198.801692441682,-198.148075659496,-198.801692449817,-198.801692388246,-198.5828652999789,-199.21072050761023,-198.59949492413665,-199.23140656176133,-198.61523064479752,-199.23997452562128,,,-198.5791378020984,-199.21081779384355,-198.58030618250223,-199.2119667319476,-198.623734707,-199.233858503,-198.64055260581696,-199.24087114943032,-200.61430513114345,,-199.24482367701748,,-199.17011329176043,,-199.28609157537468,,-198.62204238040744,-199.23218058358,-198.623380054,-199.233541008,-198.64035621134448,-199.2407211315814,,,,,,,,,-199.22191244841,-199.21528126399,-199.17142317509,-199.172201767234,-199.21053666,-199.23505434,,-199.2070938556,,-199.1889208281,,-199.2072340707,,-199.3219739966,,,-198.800811826268,-199.210428926994,-199.23662514,-199.23662514,-199.2339447,-199.2339447,-199.234484351982,-199.230336152106,,-198.69368424615516,-199.23938079231888,-198.64531703247525,-199.23475088871444,-198.67707542443807,-199.2383516815374,-198.62814530684088,-199.2312952857181,-198.64528492610648,-199.23471358741887,-198.6770566588648,-199.23835168153735,-198.62810053356463,-199.23123060327313,-198.64444843300296,-199.23471398683984,-198.6232398009489,-199.23095709187743,-198.66213461801607,-199.23489902681368,-198.6620980778534,-199.23486200108124,-198.6232398009489,-199.23095709187743,-198.37925449404523,,-198.120238275827,,,,,,,,
-198.14707359741664,-198.81104925153767,-198.8018693265425,-198.801692322133,-198.801692320925,-198.147793120816,-198.801692481844,-198.801692414787,-198.5825864713235,-199.2107205167848,-198.5992160813504,-199.23140657087768,-198.61495179115173,-199.23997453467123,,,-198.5788589402844,-199.21081780330888,-198.5800273206124,-199.21196674139205,-198.623455546,-199.233858513,-198.6402731772282,-199.2408711584937,-200.61203547621844,,-199.24482199065665,,-199.17011298477567,,-199.2860940639156,,-198.6217631977818,-199.23218059284,-198.623100968,-199.233541017,-198.6400769209876,-199.2407211406507,,,,,,,,,-199.221912477438,-199.216941459307,-199.171423876161,-199.172201796007,-199.21053669,-199.23505436,,-199.2070955843,,-199.1889219775,,-199.2072351275,,-199.3219740225,,,-198.800811837691,-199.210428936069,-199.23662514,-199.23662514,-199.23394471,-199.23394471,-199.234484360631,-199.23033616078,,-198.69329820775965,-199.23938080142173,-198.64503739253504,-199.234750897877,-198.67679122139964,-199.23835169063383,-198.6278659100306,-199.23129529494253,-198.64500528625976,-199.23471359658427,-198.6767732896546,-199.23835169063383,-198.62782125522412,-199.23123061250203,-198.64416876300857,-199.2347139960052,-198.62296052512383,-199.23095710108933,-198.66185367316123,-199.23489903597505,-198.66181715587356,-199.2348620102452,-198.62296052512383,-199.23095710108933,-198.3792914876044,-198.8110502012884,-198.119589569419,,,,,,,,
-198.14679762429688,-198.81104926331813,-198.80186935724333,-198.801692560581,-198.801692548566,-198.147513373962,-198.801692512838,-198.80169244596,-198.58231047980848,-199.2107205262584,-198.59894007599905,-199.23140658046083,-198.6146757751636,-199.2399745442344,,-199.21241308046584,-198.5785829162868,-199.21081781321416,-198.5797512965412,-199.2119667507188,-198.623179353,-199.233858522,-198.6399968347717,-199.2408711673852,-200.63389671056115,-199.212313146282,-199.24483896046328,-199.24091677717337,-199.17010824927723,-199.23327342854623,-199.28613987476456,-199.24072754785524,-198.62148705513263,-199.23218060260783,-198.622824683,-199.233541026,-198.63980040761524,-199.24072114947225,,,,,,,,,-199.221912505604,-199.216941645431,-199.171423745415,-199.172201823925,-199.21053672,-199.23505439,,-199.2070939088,,-199.1889208874,,-199.2072341302,,-199.321974051,,,-198.800852389569,-199.210468878716,-199.23666503,-199.23666503,-199.2339846,-199.2339846,-199.234524250914,-199.230376060753,,-198.6928281196864,-199.23938081034584,-198.64476075359977,-199.23475090687137,-198.6765155186725,-199.23835169954967,-198.6275894708766,-199.23129530400928,-198.6447287094599,-199.2347136055948,-198.67648144441108,-199.23835169954972,-198.6275447548356,-199.2312306215956,-198.6438919473456,-199.2347140050156,-198.62268409549847,-199.23095711014747,-198.66157561758385,-199.23489904497197,-198.6615390710029,-199.23486201926332,-198.62268409549847,-199.23095711014747,-198.37897791102833,-198.81105030317988,-198.11838475127,-199.23759333889825,,-199.2390036811421,,,,,
