HF,UHF,CASSCF,VB,cov,ion,CF,BOVB,MP2,UMP2,MP3,UMP3,MP4,UMP4,OMP2,UOMP2,CID,UCID,CISD,UCISD,QCISD,UQCISD,QCISD(T),UQCISD(T),CC2,UCC2,CC3,UCC3,BCCD,UBCCD,BCCD(T),UBCCD(T),CCD,UCCD,CCSD,UCCSD,CCSD(T),UCCSD(T),CCSDT_ORCA,CCSDT,CCSDT(Q),CCSDT[Q],CCSDTQ,CCSDT_nofc,CCSDT(Q)_nofc,CCSDT[Q]_nofc,FIC-CASPT2,FIC-CASPT2-K,SC-NEVPT2,FIC-NEVPT2,FIC-MRCISD,FIC-MRCISD+Q,BW-s2,UBW-s2,BW2,UBW2,xBW2,UxBW2,dRPA,UdRPA,BGE2,IEPA,CASSCF_molpro,(ic-)MR-CISD,MR-CISD+Q Davidson,MR-CISD+Q Davidson relaxed,MR-CISD+Q Pople,MR-CISD+Q Pople relaxed,MR-ACPF,MR-AQCC,MR-CEPA(0),CEPA/0,UCEPA/0,CEPA/1,UCEPA/1,CEPA/2,UCEPA/2,CEPA/3,UCEPA/3,NCEPA/1,UNCEPA/1,NCEPA/2,UNCEPA/2,NCEPA/3,UNCEPA/3,NCPF/1,UNCPF/1,ENCPF/2,UNCPF/2,ACPF,UACPF,NACPF,UNACPF,AQCC,UAQCC,HF_psi4,UHF_psi4,LCCD,ULCCD,OLCCD,UOLCCD,UODC-13,UODC-13(λ3),UODC-12,UODC-12(λ3),UDC-12
-198.44617017491365,-198.811238610036,-198.8017049532457,-198.801473561031,-198.801453797294,-198.25665665307,-198.801511983475,-198.801473332958,-199.30758195026849,-199.21101630106213,-199.39118268354704,-199.2316909588356,-199.348385677794,-199.24027384997444,,,-199.0512848589112,-199.2110877764872,-199.06251323021235,-199.21224049453048,-199.171272545,-199.234149336,-199.26822217993856,-199.2411720132781,-199.3697265139793,,-199.2414355271381,,-199.1723199274261,,-199.27253671489945,,-199.15288800834307,-199.23246287702057,-199.171876049,-199.233829771,-199.27403368292224,-199.24102124398507,,-199.2384963244468,-199.2437490788658,-199.23993152515496,,-199.26223404993,-199.26760643980705,-199.2637089462837,-199.221873262139,-199.215343180085,-199.171269690076,-199.172147792153,-199.21053962,-199.23508039,-199.1398107613,-199.2073872583,-199.0395466643,,-199.2542061417,-199.2075277586,-199.1609166064,-199.3222340011,-199.1754582254,-199.1754582254,-198.801702084333,-199.210450450301,-199.23654917,-199.23654743,-199.23387696,-199.23387532,-199.234414847095,-199.230282766767,,-198.4240433123496,-199.2396808444421,-199.21293981521444,-199.2350441378045,-199.24700172063663,-199.23865121482513,-199.18160566594153,-199.2315837841064,-199.2087444355689,-199.23500587764244,-199.2421912557864,-199.2386512148284,-199.1779075727792,-199.23151810332763,-199.20681093669836,-199.23500681399724,-199.41684862837172,-199.23124682413953,-199.82521454786155,-199.23519306390733,-199.80834414406297,-199.2351552106356,-199.41684862837172,-199.23124682413953,-198.4461701759792,,-198.328725384667,,,,,,,,
-198.4436858207768,-198.81122295109543,-198.8017102836856,-198.801484555328,-198.801468427397,-198.254076511221,-198.801520560737,-198.801484349566,-199.31612228956573,-199.2109901851052,-199.40459399183536,-199.23166635206803,-199.34441725565,-199.24024704276204,,,-199.05063612306623,-199.21106457595204,-199.0618200788803,-199.212215712334,-199.171102448,-199.234122139,-199.2688284008596,-199.24114351824204,-199.37938797512905,,-199.24153588167476,,-199.17215671544545,,-199.2731380002189,,-199.15287472704867,-199.232438407241,-199.171712397,-199.233803225,-199.2746332944085,-199.24099258222768,-199.2385292896118,-199.2385241668772,-199.24372655726327,-199.2398868059405,,-199.2622611965548,-199.26758362656315,-199.2636636277489,-199.221865039305,-199.215315832807,-199.171278615722,-199.172143405951,-199.21053544,-199.23507477,-199.1406997923,-199.2073408844,-199.0392354765,-199.1891557792,-199.2598836163,-199.2074813532,-199.1607291536,-199.3221918078,-199.1769221327,-199.1769221327,-198.801707508905,-199.210446027515,-199.23654243,-199.23654103,-199.23387038,-199.23386906,-199.234408397189,-199.230276712796,,-198.42477751851288,-199.23965442069527,-199.21291037099664,-199.23501864934977,-199.24701154662756,-199.2386250669772,-199.18152107811673,-199.23155882486031,-199.20875080386276,-199.23498054562876,-199.24224453381035,-199.23862506697813,-199.1778460980347,-199.23149336040655,-199.2067777758096,-199.23498146641552,-199.4205107509495,-199.23122185575775,-199.8348414192048,-199.23516750667565,-199.81812405534788,-199.23512980304963,-199.4205107509495,-199.23122185575775,-198.44368582180465,,-198.334792333987,,,,,,,,
-198.44134110122147,-198.8112010624214,-198.8017158072155,-198.801495765979,-198.801482142889,-198.251580298885,-198.801528960021,-198.801495563614,-199.32474237967708,-199.2109573012812,-199.418114992107,-199.23163487817607,-199.33916839824647,-199.24021349788632,,-199.21266894158904,-199.05004245900568,-199.21103457678632,-199.06118298890823,-199.21218574110767,-199.170950736,-199.23408997,-199.26939802540025,-199.24111017515293,-199.38912102914207,-199.21256908541207,-199.24163291366008,-199.24116986609067,-199.1720098147704,-199.23351523372332,-199.27370106335923,-199.24097944604364,-199.15287378499343,-199.23240693119047,-199.171565815,-199.233771524,-199.2751937606725,-199.24095915763527,,-199.2385512171498,-199.24370611074863,-199.2398461171678,,-199.26228748445985,-199.26756278618373,-199.26362227425685,-199.221859002654,-199.215289315873,-199.171269793405,-199.172140591652,-199.21053251,-199.23507056,-199.1416098794,-199.2073217769,-199.0389880066,-199.1891380128,-199.2655737354,-199.2074622128,-199.1606092381,-199.3221754707,-199.1783858103,-199.1783858103,-198.801713115934,-199.210443062817,-199.23653747,-199.23653634,-199.23386557,-199.23386451,-199.234403677364,-199.2302723356,,-198.42492561210676,-199.23961908148792,-199.2128888252092,-199.23498417492573,-199.2470232880663,-199.23859047377073,-199.18144394495783,-199.2315242420796,-199.20876434658996,-199.2349462608544,-199.2423032554928,-199.23859047380407,-199.17780604203267,-199.23145903764413,-199.20675099482807,-199.23494717637763,-199.42393823836107,-199.23118793491645,-199.84376403549365,-199.23513296058303,-199.8272017474796,-199.23509546426573,-199.42393823836107,-199.23118793491645,-198.44134110222703,-198.81121507268983,-198.339521474641,-199.23783674459105,,-199.23925156155616,,,,,
-198.4391276277829,-198.8111904959538,-198.8017214224724,-198.801506227872,-198.801495403535,-198.249163112535,-198.801536892126,-198.801506388347,-199.33342436905392,-199.2109375113754,-199.43171805637795,-199.23161619526985,-199.3326027963428,-199.24019323788008,,-199.21264658175713,-199.0494978952032,-199.21101713288527,-199.0605965394908,-199.21216789976447,-199.170815597,-199.234070556,-199.2699338222212,-199.241089769408,-199.39891110269264,-199.21254656273015,-199.24172654509908,-199.2411476451736,-199.1718773791067,-199.2334945641208,-199.27422836045056,-199.24095740794945,-199.15288051169856,-199.23238845005864,-199.171434248,-199.233752292,-199.2757179465572,-199.24093883344665,-199.23864828175977,-199.23857726809487,-199.2436876205253,-199.2398091392125,,-199.2623131383831,-199.26754423804687,-199.2635849899845,-199.221854767391,-199.215263895899,-199.171253136038,-199.172139038654,-199.21053058,-199.23506751,-199.1425346142,-199.2073030403,-199.0387967813,-199.1891205293,-199.2712624262,-199.2074434723,-199.1605494565,-199.32215943,-199.1798475735,-199.1798475735,-198.801718805181,-199.210441286186,-199.23653399,-199.23653308,-199.23386221,-199.23386136,-199.234400384849,-199.230269338729,,-198.4245810271658,-199.23959869971665,-199.21286803430252,-199.2349644565722,-199.24704100904856,-199.2385699537352,-199.1813754545269,-199.23150518543113,-199.20877608209,-199.23492663776872,-199.2423540275913,-199.23856995376792,-199.17776795095176,-199.23144010745432,-199.20672940827396,-199.2349275393968,-199.42714432962168,-199.23116858666705,-199.8520299202879,-199.2351132090846,-199.83562137168556,-199.23507578900927,-199.42714432962168,-199.23116858666705,-198.439127628754,-198.81120296793387,-198.343126360755,-199.23781602808333,,-199.23923031227372,,,,,
-198.4370374211476,-198.81117989163184,-198.8017270622528,-198.801516539744,-198.801508320151,-198.246821029842,-198.80154429115,-198.801516858747,-199.34215237085607,-199.2109186594411,-199.4453780593653,-199.23159834782007,-199.32468982346808,-199.24017401817235,,-199.2126256266077,-199.04899715173303,-199.21100040323887,-199.0600558834752,-199.21215083439145,-199.170693989,-199.234052113,-199.2704363129691,-199.24107045740408,-199.40874528716867,-199.21252542554527,-199.2418167470327,-199.24112680978544,-199.17175780400345,-199.23347506470705,-199.27472226602947,-199.24093672536057,-199.1528930793081,-199.23237077955727,-199.171315908,-199.233733962,-199.27620855305184,-199.24091966791056,,-199.238602249669,-199.2436710243536,-199.23977565482303,,-199.26233769192072,-199.2675275084378,-199.2635511552704,-199.22185202208,-199.215239694556,-199.171266785723,-199.172138502439,-199.21052946,-199.23506539,-199.1434685694,-199.2072851721,-199.0386551635,-199.1891037292,-199.2769374933,-199.2074255545,-199.1605431787,-199.322143985,-199.1812950395,-199.1812950395,-198.801724510571,-199.210440485709,-199.23653173,-199.236531,-199.23386005,-199.23385937,-199.234398278638,-199.23026748683,,-198.42381983523828,-199.23957942130653,-199.21285110004877,-199.23494574645403,-199.2470629838951,-199.2385505819776,-199.18131642489388,-199.23148703954075,-199.2087982518194,-199.2349080067128,-199.24240960816508,-199.23855058200968,-199.17773905913245,-199.2314220660022,-199.20671201556107,-199.23490889607928,-199.43014199360485,-199.231150198914,-199.8596841866358,-199.2350944561279,-199.8434254120608,-199.23505711294973,-199.43014199360485,-199.231150198914,-198.43703742208223,-198.81119106506551,-198.34577885219,-199.2377964742262,,-199.23921030351624,,,,,
-198.43506290147727,-198.81116951350955,-198.8017326826204,-198.801526471451,-198.801519355567,-198.244551294681,-198.801551086387,-198.801526748808,-199.35091236577645,-199.21090093716856,-199.4590723041732,-199.23158152624728,-199.31540395430247,-199.2401560110114,,,-199.04853557288453,-199.21098458440528,-199.05955669055265,-199.2121347303798,-199.170584729,-199.2340348,-199.27090828551115,-199.2410523905457,-199.41861217558244,,-199.24190355303483,,-199.1716496914412,,-199.27518504600596,,-199.15290849614527,-199.23235411301528,-199.171209254,-199.233716736,-199.2766681244285,-199.2409017253112,-199.23867741619304,-199.23862595668177,-199.24365606642388,-199.2397452731684,,-199.2623611864776,-199.2675126270043,-199.2635206470913,-199.221850511189,-199.215216979463,-199.171292031346,-199.172138787988,-199.21052898,-199.23506404,-199.1444071909,-199.207268215,-199.0385547367,-199.1890877722,-199.2825884908,-199.2074085874,-199.1605844777,-199.3221291639,-199.1827275377,-199.1827275377,-198.801730188878,-199.210440492221,-199.23653049,-199.2365299,-199.2338589,-199.23385836,-199.234397163586,-199.230266589838,,-198.4227042794554,-199.23956144548356,-199.21283755447064,-199.23492822744103,-199.2470791665133,-199.2385325515424,-199.18125380183332,-199.23147000612647,-199.20881221319888,-199.23489053269665,-199.24245969816172,-199.23853255153657,-199.17771528503687,-199.23140503870667,-199.20669801783717,-199.2348914112692,-199.4329438179312,-199.23113293154793,-199.86676941864073,-199.23507689789577,-199.85065441326876,-199.23503959217263,-199.4329438179312,-199.23113293154793,-198.43506290238275,-198.8111647741951,-198.347618659157,,,,,,,,
-198.43319687712903,-198.81115955549149,-198.80173825466863,-198.801536045447,-198.801530393522,-198.242350026437,-198.801557696777,-198.801536271893,-199.3596920983758,-199.210884463722,-199.4727804330961,-199.23156585072675,-199.30472418792567,-199.2401393181396,,-199.2125881938372,-199.04810906290857,-199.21096980352308,-199.05909509242647,-199.21211970790384,-199.170486321,-199.234018722,-199.27135165430167,-199.24103565890115,-199.42850174563137,-199.21248770769557,-199.2419870536926,-199.24108964925557,-199.1715518193202,-199.23344004753935,-199.27561884187332,-199.2408998161952,-199.15292735218912,-199.2323385737077,-199.171112949,-199.233700745,-199.2770990235688,-199.2408851106561,,-199.2386485253256,-199.24364286780724,-199.23971797046835,,-199.26238349124097,-199.26749941120977,-199.26349315076897,-199.221850021471,-199.215195746785,-199.171272014803,-199.172139737095,-199.21052902,-199.2350633,-199.1453427725,-199.2072523289,-199.0384950054,-199.1890728531,-199.2882066089,-199.2073927479,-199.1606679823,-199.3221153512,-199.1841418581,-199.1841418581,-198.801735812445,-199.210441168902,-199.2365301,-199.23652963,-199.23385859,-199.23385816,-199.234396879612,-199.230266492246,,-198.4212856806778,-199.23954475482367,-199.21283115318724,-199.2349119535804,-199.24710195558168,-199.23851583571397,-199.18122053474733,-199.23145413784945,-199.20882583378176,-199.23487431417425,-199.24251176623665,-199.2385158357089,-199.177682212394,-199.23138924541527,-199.20668674590252,-199.2348751822421,-199.43556192241553,-199.2311169000515,-199.87332565690977,-199.2350605928605,-199.85734694455823,-199.23502333967804,-199.43556192241553,-199.2311169000515,-198.43319687798345,-198.81116869869123,-198.348760468764,-199.237761322347,,-199.23917420904385,,,,,
-198.43143253179767,-198.81115015250168,-198.8017437584701,-198.801545174859,-198.801540472059,-198.240214101814,-198.801563869822,-198.801545316499,-199.36848095380725,-199.21086929894912,-199.48648432408908,-199.23155138465376,-199.2926334961144,-199.24012398477103,,,-199.04771402207447,-199.2109561316992,-199.05866763187976,-199.21210583309795,-199.170397442,-199.234003927,-199.2717682093601,-199.24102029990087,-199.43840523700152,,-199.24206733488404,,-199.17146311541433,,-199.2760256636314,,-199.152946835427,-199.2323242276164,-199.171026415,-199.23368602,-199.27750425360088,-199.24086982972065,-199.23866944082167,-199.2386698463393,-199.2436312306838,-199.23969344338133,,-199.2624045868752,-199.2674877742736,-199.2634684652448,-199.221850372185,-199.215176627929,-199.171319667968,-199.17214121883,-199.21052947,-199.23506306,-199.146279226,-199.2072377415,-199.03846933,-199.1890589453,-199.2937843155,-199.2073780656,-199.1607891503,-199.322102407,-199.185530939,-199.185530939,-198.801741361933,-199.210442401435,-199.23653043,-199.23653006,-199.23385899,-199.23385864,-199.234397291562,-199.23026706301,,-198.4196066819497,-199.2395294416672,-199.21282417481524,-199.234896996316,-199.247116415655,-199.23850052308947,-199.1811706134102,-199.23143951042977,-199.20883716034135,-199.23485940275032,-199.24256407478143,-199.2385005230852,-199.177679604876,-199.23137469042024,-199.20667763992807,-199.23486026070947,-199.43800791329676,-199.2311021472775,-199.8793904547645,-199.2350456085987,-199.86353954377273,-199.23500839825553,-199.43800791329676,-199.2311021472775,-198.43143253264108,-198.81114623888112,-198.34929932443,,,,,,,,
-198.42976341091904,-198.8111413938784,-198.80174917908087,-198.801553646776,-198.801549899493,-198.238140542818,-198.801569778394,-198.801553835468,-199.37726980947497,-199.21085545962345,-199.50016797576745,-199.2315381507456,-199.27911831162697,-199.24011001621307,,,-199.0473472836504,-199.2109435998935,-199.05827121665467,-199.2120931313949,-199.170316922,-199.233990425,-199.27215961423244,-199.2410063136768,-199.44831503705544,,-199.24214446202615,,-199.1713826352945,,-199.2764073892216,,-199.15296627343827,-199.23231109979,-199.170947419,-199.233672584,-199.2778841044961,-199.2408559421592,,-199.2386896452352,-199.2436207625348,-199.23967120422824,,-199.26242442000623,-199.2674775660972,-199.26344633479653,-199.221851407712,-199.215158193114,-199.171320999549,-199.172143122798,-199.21053025,-199.23506321,-199.1472107568,-199.2072244646,-199.0384735527,-199.1890463657,-199.299315571,-199.2073647864,-199.1609436586,-199.3220907143,-199.1869011177,-199.1869011177,-198.801746823071,-199.210444092753,-199.23653135,-199.23653105,-199.23385997,-199.23385969,-199.234398283734,-199.230268190115,,-198.41770300350575,-199.23951547248112,-199.2128165800024,-199.23488336053637,-199.24715023756207,-199.2384866455786,-199.18113789911308,-199.23142615946944,-199.20886073923592,-199.2348458050078,-199.24260684813737,-199.23848664557488,-199.1776673776496,-199.23136147359523,-199.20667025887113,-199.2348466529739,-199.44029287947768,-199.231088689844,-199.8849990122788,-199.23503194919553,-199.86926677913192,-199.23499477370444,-199.44029287947768,-199.231088689844,-198.42976341174415,-198.81113780199783,-198.349314735204,,,,,,,,
-198.4281834070453,-198.8111333257862,-198.80175450387688,-198.801561776178,-198.801558832649,-198.236126753041,-198.801575401002,-198.801561936185,-199.38605090563613,-199.21084292166503,-199.5138174019736,-199.23152613211823,-199.26416803854224,-199.24009737898223,,-199.21254348498744,-199.04700605908485,-199.2109321996136,-199.05790307604923,-199.21208158988696,-199.170243574,-199.23397819,-199.272527202025,-199.2409936640388,-199.458224577028,-199.21244275458795,-199.24221853944297,-199.2410453593852,-199.17130954372905,-199.23339790164303,-199.27676576851215,-199.2408557501804,-199.15298427711247,-199.2322991752229,-199.170875552,-199.233660414,-199.2782410565433,-199.24084332780453,-199.2387084405079,,,,,-199.26244314157097,-199.26746884269056,-199.2634267167641,-199.221852992695,-199.215141865045,-199.171302723682,-199.172145354392,-199.21053128,-199.23506368,-199.1481353189,-199.207212362,-199.03850414,-199.1890348281,-199.3047954364,-199.2073526388,-199.1611277633,-199.3220799585,-199.1882473436,-199.1882473436,-198.801752183611,-199.210446158253,-199.23653276,-199.23653253,-199.23386143,-199.23386121,-199.2343997549,-199.230269775627,,-198.4156048469128,-199.23950287370883,-199.21281716154036,-199.2348710164461,-199.24717070393157,-199.2384740777329,-199.18110374565333,-199.23141404894733,-199.2088761564718,-199.234833492432,-199.24265353473007,-199.23847407772965,-199.1776522827532,-199.2313493487812,-199.20666425354605,-199.23483433032527,-199.4424273807539,-199.23107649730943,-199.89018430570567,-199.23501958409625,-199.87456129990247,-199.2349824368628,-199.4424273807539,-199.23107649730943,-198.42818340785183,-198.8111404034588,-198.348873843994,-199.2377189971137,,-199.2391312620288,,,,,
-198.42668674520408,-198.81112596210733,-198.80175972115435,-198.801569449862,-198.801567056308,-198.234169962309,-198.801580080553,-198.801569572042,-199.39481773505304,-199.210831632533,-199.52742053705853,-199.23151528465857,-199.24777457953687,-199.24008601356087,,,-199.04668789034088,-199.2109218952084,-199.0575607215036,-199.2120711682041,-199.170177106,-199.23396717,-199.272873318552,-199.24098228984303,-199.46812823970225,,-199.24228971457768,,-199.1712430990922,,-199.27710243021505,,-199.15300070563808,-199.2322884114476,-199.170810106,-199.233649404,-199.27857695946963,-199.24083199585763,,-199.23872628064777,-199.2436046410969,-199.2396344769293,,-199.26246061988388,-199.26746134579048,-199.26340927065525,-199.221855008725,-199.215126913921,-199.171308495085,-199.172147831709,-199.2105325,-199.23506439,-199.1490512806,-199.2072014029,-199.0385579722,-199.189024425,-199.3102200254,-199.2073417014,-199.1613381143,-199.3220703383,-199.1895687103,-199.1895687103,-198.801757432799,-199.210448551824,-199.23653467,-199.23653448,-199.23386337,-199.2338632,-199.234401616481,-199.23027173389,,-198.41333800753105,-199.2394915467771,-199.2128038542353,-199.2348600377921,-199.24719627896843,-199.2384627787893,-199.18106888559777,-199.2314031297514,-199.20890024914684,-199.234822560028,-199.2427017493352,-199.23846277878653,-199.17763131932267,-199.23133846137688,-199.20665931605177,-199.2348232295476,-199.44442145814023,-199.23106551445775,-199.89497724555795,-199.23500845554992,-199.8794539238891,-199.23497133116024,-199.44442145814023,-199.23106551445775,-198.42668674598977,,-198.348033888303,,,,,,,,
-198.425267968317,-198.8111192923971,-198.8017648194596,-198.801576673451,-198.801574759739,-198.23226769342,-198.801586149953,-198.801576770962,-199.4035649338172,-199.21082151870607,-199.54096714360625,-199.2315055433204,-199.22993188663648,-199.24007584062605,,,-199.0463906062516,-199.2109126298096,-199.05724191198595,-199.21206180613856,-199.170116826,-199.233957294,-199.2731995373157,-199.2409721118917,-199.4780212795662,,-199.24235803091247,,-199.171182640344,,-199.27741889040524,,-199.1530164182992,-199.2322787447368,-199.170750674,-199.233639563,-199.2788936941056,-199.2408218368396,-199.2387470282788,,,,,-199.26247689593328,-199.26745498460207,-199.26339383200136,-199.221857351976,-199.215113803465,-199.171306718005,-199.172150483518,-199.21053385,-199.23506528,-199.1499573434,-199.2071917227,-199.0386322846,-199.1890151046,-199.3155863143,-199.2073319876,-199.1615717007,-199.3220615374,-199.1908695881,-199.1908695881,-198.801762559536,-199.210451152186,-199.2365368,-199.23653665,-199.23386554,-199.2338654,-199.23440380169,-199.230273988264,,-198.41092475415832,-199.239481411034,-199.2128010508,-199.23485008892,-199.24720954224264,-199.23845266350713,-199.18103617601008,-199.23139348152333,-199.20891690280135,-199.23481263092597,-199.24273991078456,-199.2384526635047,-199.1776146520936,-199.2313286579498,-199.2066552097677,-199.23481329129652,-199.4462846382496,-199.23105567111648,-199.89940678543343,-199.2349984880425,-199.88397374588533,-199.23496138206107,-199.4462846382496,-199.23105567111648,-198.4252679690869,,-198.346844121587,,,,,,,,
-198.42392192311456,-198.8111132877445,-198.80176978749097,-198.801583411304,-198.80158191535,-198.230417777683,-198.801590694351,-198.801583520717,-199.41228817548176,-199.21081249308247,-199.55444872132293,-199.23149682958447,-199.21063553393523,-199.2400667687864,,,-199.0461122834476,-199.21090433271857,-199.05694462376945,-199.2120534296997,-199.170061494,-199.233948478,-199.27350631594047,-199.24096303907868,-199.48789973791705,,-199.24242368539169,,-199.17112757616823,,-199.2777165616404,,-199.1530290419884,-199.23227009768448,-199.170696377,-199.233630776,-199.27919231998007,-199.2408127816296,,-199.2387578807284,-199.24359288861743,-199.239605561968,,-199.26249209735167,-199.26744976644017,-199.26338033037229,-199.221859931983,-199.215101094638,-199.171308561488,-199.172153248051,-199.21053529,-199.23506628,-199.1508564868,-199.2071828676,-199.0387246514,-199.1890067282,-199.3208921213,-199.2073231511,-199.1618258428,-199.3220535727,-199.1921409746,-199.1921409746,-198.801767552725,-199.210453927614,-199.23653918,-199.23653906,-199.23386795,-199.23386784,-199.234406215283,-199.230276470526,,-198.40838452373228,-199.23947237400813,-199.21279956094352,-199.2348412106963,-199.2472384289225,-199.2384436358238,-199.18102170338688,-199.23138475564204,-199.20892430711083,-199.2348037685597,-199.2427816172794,-199.2384436358217,-199.17760629556528,-199.23131995760272,-199.20665174247824,-199.2348044207988,-199.44802596700248,-199.23104688344,-199.9035001104307,-199.2349895853014,-199.8881482130543,-199.23495249518567,-199.44802596700248,-199.23104688344,-198.4239219238676,-198.8111106142084,-198.345347319257,,,,,,,,
-198.42264374671043,-198.8111079065557,-198.8017746143041,-198.8015897563,-198.801588562781,-198.22861787773,-198.801595667729,-198.801589830382,-199.4209840727758,-199.21080446080887,-199.56785841786447,-199.23148905679128,-199.18988230629216,-199.2400586998675,,,-199.0458512123864,-199.2108969245396,-199.05666702421368,-199.2120459568121,-199.170010592,-199.233940631,-199.27379504050137,-199.24095497281192,-199.49776040811915,,-199.24248672109303,,-199.1710773759214,,-199.27799676195883,,-199.1530403776012,-199.23226238451804,-199.170647113,-199.233622952,-199.27947479083224,-199.24080473004648,-199.23877451731232,,,,,,,,-199.221862670524,-199.21509040022,-199.171342311647,-199.172156072205,-199.21053678,-199.23506736,-199.1517407405,-199.2071751323,-199.0388329252,-199.1889991857,-199.3261359392,-199.2073153909,-199.1620981365,-199.3220466938,-199.1933868359,-199.1933868359,-198.801772401851,-199.210456825911,-199.23654174,-199.23654165,-199.23387053,-199.23387045,-199.234408807434,-199.2302791205,,-198.40573445924144,-199.2394643375841,-199.2127971847088,-199.23483336735916,-199.24725366634328,-199.23843559809455,-199.18098836557772,-199.23137698168952,-199.20893165812936,-199.23479587976487,-199.2428163465112,-199.2384355980928,-199.17760021889595,-199.2313122043163,-199.2066487584012,-199.23479652206447,-199.44965400682,-199.2310390544004,-199.90728272951145,-199.23498167056792,-199.89200321202887,-199.2349445921973,-199.44965400682,-199.2310390544004,-198.42264374744448,,-198.343580961507,,,,,,,,
-198.4214288540209,-198.8111007494693,-198.8017792896832,-198.801595708069,-198.801594770735,-198.226866062619,-198.801600507233,-198.801595782659,-199.4296500857436,-199.21079460988312,-199.5811909371932,-199.23147944189145,-199.1676698076672,-199.24004881073185,,,-199.04560586778385,-199.2108876581652,-199.0564074486687,-199.2120369496085,-199.169964241,-199.233931355,-199.27406783832149,-199.24094550358816,,,,,,,,,-199.153049192876,-199.23225280103904,-199.170602094,-199.233613668,-199.2797418308492,-199.24079539906927,,-199.23878513175933,-199.24358515608216,-199.2395835562369,,-199.2625192058767,-199.26744212708087,-199.26335825825552,-199.221865501039,-199.215080208576,-199.171328595057,-199.172158911074,-199.21053827,-199.23506848,-199.1526129061,-199.2071682241,-199.0389551855,-199.1889927069,-199.331316883,-199.2073084846,-199.1623864074,-199.3220403164,-199.1946073408,-199.1946073408,-198.801777097004,-199.210459801016,-199.23654443,-199.23654436,-199.23387325,-199.23387318,-199.234411523468,-199.230281885218,,-198.40298986227103,-199.23945492499968,-199.21279368887855,-199.23482405999044,-199.2472827055857,-199.23842584698951,-199.1809730464152,-199.23136777105273,-199.20894642666804,-199.2347865838824,-199.24285244801453,-199.2384258469895,-199.17758631909217,-199.2313030152878,-199.2066461449084,-199.23478722506516,-199.45117688064587,-199.23102981809447,-199.9107786099889,-199.23497235502265,-199.8955631794311,-199.2349352891258,-199.45117688064587,-199.23102981809447,-198.42142885474252,-198.8110827218628,,,,,,,,,
-198.42027292610183,-198.8110966048941,-198.8017838045082,-198.801601312411,-198.801600586699,-198.225160278812,-198.801605149904,-198.80160136719,-199.43828443826035,-199.210788418036,-199.59444244646488,-199.23147342439407,-199.14399608502487,-199.24004259405004,,,-199.04537488416256,-199.21088192031783,-199.05616438166663,-199.21203116618457,-199.169921658,-199.233925295,-199.2743253297116,-199.24093928234927,-199.51741883563608,,-199.2426054505605,,-199.1709897039329,,-199.2785095987704,,-199.15305610889263,-199.23224683265937,-199.170560553,-199.233607633,-199.2799940331116,-199.2407891872556,-199.23878269756327,-199.23879713777987,-199.24358245060435,-199.23957465570183,,-199.26253116551368,-199.267439471055,-199.2633493426901,-199.221868334576,-199.215071353612,-199.171329324006,-199.172161740352,-199.21053985,-199.23506971,-199.1534726094,-199.2071620413,-199.0390897335,-199.1889867625,-199.3364345711,-199.2073023514,-199.1626887086,-199.3220349517,-199.1957978411,-199.1957978411,-198.80178162964,-199.210462813163,-199.2365472,-199.23654715,-199.23387604,-199.23387598,-199.234414316223,-199.230284718977,,-198.40016448569247,-199.23944873114948,-199.21278910531984,-199.23481795971367,-199.24729639484545,-199.23841963834755,-199.1809574472366,-199.23136176748164,-199.20894897201777,-199.23478053015415,-199.24287888040405,-199.23841963834752,-199.1775752418833,-199.23129702422685,-199.20664378831395,-199.2347811310872,-199.45260226947812,-199.23102377646487,-199.91401027223233,-199.23496624615217,-199.89885114628512,-199.2349291898,-199.45260226947812,-199.23102377646487,-198.4202729268096,-198.81107952423676,-198.339368404859,,,,,,,,
