HF,UHF,CASSCF,VB,cov,ion,CF,BOVB,MP2,UMP2,MP3,UMP3,MP4,UMP4,CID,UCID,CISD,UCISD,CCD,UCCD,CCSD,UCCSD,CCSD(T),UCCSD(T),QCISD,UQCISD,QCISD(T),UQCISD(T),CCSDT,CCSDT_ORCA,CCSDT(Q),CCSDT[Q],CCSDTQ,CCSDT_nofc,CCSDT(Q)_nofc,CCSDT[Q]_nofc,CASPT2,SC-NEVPT2,FIC-NEVPT2,FIC-MRCISD,FIC-MRCISD+Q
-198.40669538442248,-198.8110683479821,-198.8018549861453,-198.801651128675,-198.801651116869,-198.205238733628,-198.80165127398,-198.801651163446,-199.5787734136804,-199.21074657428588,-199.8046760272489,-199.23143235419184,-198.52705970235607,-199.2400006009813,-199.04302749840343,-199.2108426666966,-199.0536888940557,-199.2119916858484,-199.15320614970395,-199.2322061414635,,-199.233566635,,-199.24074718828487,,-199.233884182,,-199.24089723785536,,,,,,,,,-199.221905251645,-199.171417790164,-199.172194094884,-199.21052881,-199.23504736
-198.4061392803208,-198.81106738041592,-198.80185573544736,-198.801653208073,-198.801653200238,-198.204048100446,-198.801653395725,-198.801653298571,-199.5866520533696,-199.2107451603161,-199.8162594020316,-199.2314309554512,-198.47832274074165,-199.23999918304983,-199.04292302693617,-199.2108413264456,-199.05359308375645,-199.21199034115847,-199.1531862077488,-199.23220475720336,-199.170194735,-199.233565246,-199.28285135390487,-199.2407457709936,-199.169540875,-199.233882791,-199.2772028637121,-199.2408958194357,,,,,,,,,-199.221905570596,-199.171418143304,-199.172194431364,-199.21052922,-199.23504774
-198.40559459368487,-198.81106647780345,-198.80185644873083,-198.801654955322,-198.801654949526,-198.202883004481,-198.801655397107,-198.801655316066,-199.5945427154132,-199.2107438445769,-199.82785731788545,-199.23142965373552,-198.42794862416824,-199.23999786390365,-199.0428210169414,-199.21084007882337,-199.0534995566096,-199.21198908984977,-199.15316657408368,-199.2322034689487,-199.170182538,-199.233563955,-199.28296121221263,-199.2407444531349,-199.169526403,-199.233881496,-199.27730825608063,-199.2408945004541,,,,,,-199.2626369298464,-199.2674433671972,-199.2632981297548,-199.22190588929,-199.17141849191,-199.172194765275,-199.21052963,-199.23504812
-198.40506093578256,-198.81106563388727,-198.80185712631072,-198.801657246159,-198.801657242159,-198.201742485192,-198.801657279371,-198.801657201056,-199.60244520787367,-199.2107426202625,-199.8394697716692,-199.23142844218387,-198.37591576816,-199.23999663652407,-199.04272137015045,-199.2108389171932,-199.0534082170212,-199.21198792338703,-199.153147473216,-199.2322022699996,-199.170170319,-199.233562751,-199.28306821523063,-199.24074322531,-199.169512601,-199.23388029,-199.27741187385365,-199.2408932714772,,,,,,,,,-199.221906204647,-199.171418833632,-199.172195093936,-199.21053004,-199.2350485
-198.40453794036776,-198.81106484344528,-198.8018577689752,-198.801658707127,-198.801658704225,-198.200626137233,-198.801659055289,-198.801658980496,-199.61035930860925,-199.2107414792981,-199.85109671173376,-199.2314273128564,-198.3222026271366,-199.23999549275163,-199.04262399234392,-199.21083783394224,-199.05331897773087,-199.2119868341608,-199.1531287391744,-199.23220115238783,-199.170158052,-199.233561627,-199.28317245036664,-199.2407420793764,-199.169498449,-199.233879164,-199.27751226913048,-199.24089212435445,-199.23890482838465,,-199.2435919773777,-199.23952858392744,,-199.2626385718316,-199.2674494601453,-199.26330319907487,-199.22190651451,-199.171419166877,-199.172195415505,-199.21053043,-199.23504887
-198.40402526170584,-198.8110641018032,-198.8018583780469,-198.801660307161,-198.801660305261,-198.199532651502,-198.801660729564,-198.801660660911,-199.6182848794872,-199.21074040827125,-199.8627380819979,-199.2314262528137,-198.26678753580367,-199.239994419284,-199.0425288061366,-199.21083681700063,-199.0532317528395,-199.21198581449408,-199.15311040305048,-199.2322001031806,-199.1701463,-199.233560576,-199.2832748369877,-199.24074100812263,-199.169484747,-199.233878111,-199.27761073564736,-199.24089105197024,-199.23890564463807,,-199.24359469373528,-199.23953071719572,,,,,-199.221906711521,-199.171419436209,-199.172195681834,-199.21053065,-199.23504905
-198.4035225727656,-198.8110634049013,-198.80185895446343,-198.801662232802,-198.801662231583,-198.19846189276,-198.801662310695,-198.801662246439,-199.62622164052647,-199.21073940574328,-199.87439374609644,-199.2314252608147,-198.20964905047788,-199.23999341497344,-199.04243572336875,-199.2108358651122,-199.0531464695124,-199.21198485962185,-199.15309257802727,-199.23219912144907,-199.170135175,-199.233559592,-199.28337568028817,-199.24074000533315,-199.169472059,-199.233877125,-199.27770824954527,-199.24089004818288,-199.23890667976417,,-199.243597472562,-199.2395328734684,,-199.26264038433447,-199.2674548996316,-199.2633074321864,-199.221907002117,-199.171419747396,-199.172195983652,-199.21053102,-199.2350494
-198.40302956363416,-198.81106274924903,-198.80185949988496,-198.801663414821,-198.801663413933,-198.197412714805,-198.801663795669,-198.801663739476,-199.6341693791861,-199.2107384687796,-199.8860635651181,-199.23142433311853,-198.1507656486864,-199.23999247588696,-199.04234466945056,-199.21083497436825,-199.0530630559909,-199.21198396404105,-199.1530751392135,-199.23219820309868,-199.170123782,-199.23355867,-199.2834736772629,-199.2407390653977,-199.169458851,-199.233876201,-199.27780256728977,-199.2408891074083,,,,,,,,,-199.221907284253,-199.171420048176,-199.172196275969,-199.21053138,-199.23504975
-198.40254594009235,-198.81104776466177,-198.80186001585707,-198.801664846381,-198.801664845783,-198.196384476034,-198.801665203658,-198.801665143504,-199.642127910756,-199.2107375853427,-199.8977473854788,-199.23142345922463,-198.0901157890422,-199.23999159134047,-199.0422555776476,-199.21083413517064,-199.0529814432871,-199.21198312294385,-199.15305804268348,-199.23219733787457,-199.170112901,-199.233557804,-199.2835701076714,-199.2407381832828,-199.169446359,-199.233875333,-199.2778956236256,-199.2408882245728,,,,,,,,,-199.221907550279,-199.171420338559,-199.172196550758,-199.21053172,-199.23505007
-198.40207142227445,-198.8110478532424,-198.8018605039265,-198.801666160898,-198.801666160498,-198.195376828339,-198.801666536565,-198.801666472383,-199.65009705704847,-199.21073675707336,-199.9094450358896,-199.231422638704,-198.02767795265024,-199.23999076097985,-199.04216838549945,-199.21083334698264,-199.0529015669068,-199.21198233270647,-199.15304130759253,-199.2321965254353,-199.170102275,-199.23355699,-199.2836646574796,-199.2407373545048,-199.169434039,-199.233874518,-199.2779866977352,-199.24088739535807,-199.23890944016367,,-199.24360457951903,-199.2395379736988,,,,,-199.221907815717,-199.171420618721,-199.172196824715,-199.21053207,-199.23505041
-198.40160574362,-198.8110479375628,-198.80186096563392,-198.801667460331,-198.801667460058,-198.194389157927,-198.801667793126,-198.801667725319,-199.6580764721508,-199.21072339526947,-199.9211562710248,-199.23140944216536,-197.9634308996773,-199.2399775459904,-199.0420830172152,-199.2108201716252,-199.05282337252623,-199.211968807626,-199.15302499009152,-199.2321833291637,-199.170091745,-199.233543851,-199.28375716186528,-199.2407223990298,-199.16942195,-199.233860719,-199.278075946488,-199.24087351518943,-199.23891023397425,,-199.24360660704565,-199.23953929975983,,-199.2626439736132,-199.26746405716068,-199.26331387646349,-199.221908072431,-199.171420888914,-199.17219708922,-199.2105324,-199.23505073
-198.40225597537568,-198.8110604817992,-198.801846247346,-198.80166868434,-198.801668684162,-198.193420384363,-198.801668980328,-198.801668916073,-199.6464168280632,-199.2107352447176,-199.90509955373207,-199.23142114242643,-198.05500306857067,-199.23998924705748,-199.0420407914408,-199.2108319091645,-199.05285355609087,-199.21198088916407,-199.15286986547508,-199.23219504432475,-199.170080901,-199.233555504,-199.28370562590544,-199.24073584132432,-199.169403968,-199.233873031,-199.2780092961572,-199.2408858819493,,,,,,,,,-199.221892611693,-199.171343501725,-199.17218176496,-199.21051705,-199.2350353
-198.4017722046084,-198.81105999166928,-198.80184734672963,-198.801669754597,-198.801669754469,-198.192470577655,-198.801670101491,-198.801670040686,-199.65462097298305,-199.21073455436624,-199.91714160097607,-199.2314204591339,-197.9897523682421,-199.23998855580447,-199.0419566474301,-199.2108312521848,-199.05277422096825,-199.21198022971305,-199.15285869324995,-199.2321943677335,-199.170070858,-199.233554822,-199.28380032669136,-199.2407351465311,-199.169392741,-199.233872352,-199.27810154899643,-199.24088519066564,-199.23891200829425,,-199.2436106192956,-199.23954189087905,,-199.26264565651783,-199.26746796548483,-199.2633163598705,-199.221893515074,-199.171344427304,-199.172182669202,-199.21051803,-199.23503628
-198.40129853156307,-198.8110595282916,-198.80184838710045,-198.8016708346,-198.801670834516,-198.191538474646,-198.801671162065,-198.801671099104,-199.66282700529743,-199.21073390387767,-199.9291816151892,-199.231419815418,-197.9226437443902,-199.23998790467013,-199.04187442420087,-199.21083063307992,-199.0526967884609,-199.2119796081036,-199.1528475548949,-199.2321937303049,-199.170061028,-199.233554183,-199.28389286468325,-199.24073449617308,-199.169381579,-199.233871711,-199.27819140623967,-199.2408845390092,,,,,,-199.26264661741249,-199.26746995513835,-199.2633176304451,-199.221894372225,-199.171369929533,-199.172183526927,-199.21051896,-199.23503721
-198.40083453533632,-198.81105908978805,-198.8018493720893,-198.801671855651,-198.801671855597,-198.19062428142,-198.801672166841,-198.8016721037,-199.67103545795567,-199.21073328842093,-199.94122102411603,-199.23141920645529,-197.853654101727,-199.2399872886942,-199.0417940313648,-199.21083004728445,-199.05262115935128,-199.2119790214045,-199.1528365244644,-199.23219312713687,-199.170051436,-199.23355358,-199.28398339984503,-199.2407338824512,-199.169370676,-199.233871104,-199.27827927672928,-199.24088392207017,,,,,,,,,-199.221895184347,-199.171363063737,-199.172184339478,-199.21051984,-199.23503809
-198.4003798294083,-198.8110586747584,-198.80185030508505,-198.801672790012,-198.801672789977,-198.189727369618,-198.801673119464,-198.801673057088,-199.6792467813054,-199.2107327104576,-199.95326105782465,-199.231418634484,-197.7827604347208,-199.2399867102812,-199.0417153866184,-199.21082949685228,-199.0525472441142,-199.21197846794936,-199.15282562753848,-199.23219256078943,-199.170041895,-199.233553011,-199.28407176371545,-199.2407333029697,-199.169359942,-199.233870535,-199.27836515609943,-199.2408833429212,,,,,,,,,-199.221895957029,-199.171370037635,-199.172185112275,-199.21052069,-199.23503894
-198.3999340578384,-198.81105828159656,-198.8018511892424,-198.801673757453,-198.801673757428,-198.188846833966,-198.801674021685,-198.801673957686,-199.68746135101364,-199.21073216280405,-199.96530276687983,-199.23141809267105,-197.7099398510593,-199.23998616237068,-199.04163841483177,-199.21082897536527,-199.05247496177367,-199.21197794496248,-199.15281484192897,-199.23219202416976,-199.170032635,-199.233552473,-199.2841584057364,-199.2407327554789,-199.169348869,-199.233869996,-199.2784483806492,-199.2408827956936,,,,,,,,,-199.221896691013,-199.171362733354,-199.172185846195,-199.21052149,-199.23503975
-198.39949689187327,-198.81105790900028,-198.8018520275081,-198.801674584818,-198.801674584789,-198.187982486917,-198.801674876959,-198.801674814453,-199.69567947578616,-199.21073164593392,-199.97734704013064,-199.2314175812324,-197.63516958818985,-199.23998564523112,-199.0415630472204,-199.2108284829341,-199.0524042388704,-199.2119774507716,-199.1528041807926,-199.23219151761447,-199.170023889,-199.233551964,-199.28424377038831,-199.24073223798192,-199.169338556,-199.233869487,-199.27853069583205,-199.24088227830185,,,,,,,,,-199.221897388437,-199.171382408669,-199.172186525955,-199.21052226,-199.23504052
-198.39906802691,-198.81104951548625,-198.80185282262804,-198.801675484732,-198.801675484712,-198.187133821037,-198.801675688918,-198.801675622569,-199.70390140475808,-199.21072365657585,-199.989394621838,-199.23140962183072,-197.5584270240584,-199.23997769668188,-199.0414892206147,-199.2108205192908,-199.05233500855832,-199.2119691464084,-199.1527936416423,-199.23218357043604,-199.170014691,-199.23354406,-199.2843264857736,-199.24072267603043,-199.169328455,-199.233861066,-199.278611366392,-199.2408738111192,,,,,,,,,-199.221898051529,-199.171368798192,-199.172187189398,-199.21052299,-199.23504126
-198.398647179806,-198.8110491972716,-198.8018535771644,-198.801676140015,-198.80167613999,-198.186300422282,-198.801676459502,-198.801676393281,-199.71212733452,-199.21072321032543,-200.00144612805795,-199.23140918216112,-197.4796896824988,-199.2399772518792,-199.04141687680487,-199.2108200963672,-199.05226720978044,-199.21196872102527,-199.1527832197349,-199.23218313455595,-199.170006176,-199.233543577,-199.2844083433872,-199.2407223502912,-199.16931865,-199.233860577,-199.27869059496896,-199.24087330223907,,,,,,,,,-199.221898682155,-199.171341573498,-199.17218782024,-199.21052369,-199.23504196
-198.39823408650736,-198.8110494668584,-198.80185429350857,-198.801676864537,-198.801676864522,-198.185481921796,-198.801677183781,-198.801677126909,-199.7203573855648,-199.21072335194285,-200.01350205105143,-199.23140932777088,-197.3989353020877,-199.2399773932528,-199.04134595919203,-199.2108202569939,-199.0522007878548,-199.2119688811757,-199.15277291229327,-199.23218328411323,-199.169998304,-199.233543653,-199.28448935419888,-199.2407225373393,-199.169308991,-199.233860734,-199.2787682305848,-199.24087345943053,,,,,,,,,-199.221899269582,-199.171388780868,-199.172188402519,-199.21052434,-199.23504262
-198.39782849995413,-198.81104929308668,-198.8018549738933,-198.801677682152,-198.801677682144,-198.18467787004,-198.801677875723,-198.801677817123,-199.72859173101224,-199.210723063778,-200.02556281786488,-199.2314090451044,-197.31614156029696,-199.23997710619483,-199.04127642367663,-199.2108199889964,-199.05213568863977,-199.21196861122127,-199.15276252493783,-199.2321830144604,-199.169989573,-199.233543445,-199.28456731128333,-199.2407224176756,-199.169299433,-199.233860457,-199.278844271893,-199.2408731809252,,,,,,,,,-199.221899841646,-199.171358026369,-199.172188974836,-199.21052498,-199.23504327
-198.39743018823089,-198.8110494375804,-198.8018556204036,-198.801678227241,-198.801678227235,-198.18388768672,-198.801678535146,-198.801678475127,-199.7368303824809,-199.21072309596016,-200.0376287217748,-199.2314090811694,-197.2312865630924,-199.23997713840143,-199.0412082171545,-199.21082003849608,-199.05207186719264,-199.2119686604076,-199.1527524951408,-199.2321830538996,-199.169981216,-199.233543447,-199.2846441424746,-199.2407225590684,-199.16929013,-199.233860503,-199.278919010816,-199.24087322565484,,,,,,,,,-199.221900376355,-199.171374659912,-199.172189509625,-199.21052557,-199.23504386
-198.3970389329841,-198.8110493671793,-198.8018562349889,-198.801678893916,-198.801678893913,-198.183111596894,-198.801679162265,-198.801679099821,-199.7450734753305,-199.2107229232464,-200.049700044608,-199.2314089130626,-197.144348188942,-199.23997696651827,-199.0411413059175,-199.21081988328447,-199.05200927591736,-199.21196850367204,-199.1527426120315,-199.23218288882947,-199.169973179,-199.233543268,-199.28471981810927,-199.2407224878492,-199.169280898,-199.233860341,-199.2789922299348,-199.2408730623169,,,,,,,,,-199.221900895855,-199.171377160381,-199.172190029097,-199.21052616,-199.23504446
-198.3966545279668,-198.8110493978144,-198.8018568194713,-198.801679549098,-198.801679549096,-198.182348675308,-198.801679759627,-198.801679697942,-199.75332101760347,-199.2107228558156,-200.0617769597399,-199.23140884953287,-197.05530469881467,-199.23997689950224,-199.04107564742608,-199.2108198317964,-199.05194787413112,-199.2119684514576,-199.15273289832487,-199.23218282824664,-199.169965262,-199.233543187,-199.28479409329185,-199.2407224512984,-199.169271817,-199.233860284,-199.27906410036016,-199.24087300493392,,,,,,,,,-199.221901388569,-199.171375188706,-199.17219052024,-199.21052672,-199.23504503
-198.3962767778833,-198.81104942492928,-198.80185737555524,-198.80168007103,-198.801680071029,-198.181598567094,-198.801680325243,-198.801680265602,-199.76157290141083,-199.2107227904784,-200.07385953694643,-199.23140878788337,-196.96413476122447,-199.2399768345676,-199.0410111879445,-199.2108197815044,-199.0518876291176,-199.21196840055697,-199.1527232270624,-199.2321827693848,-199.169957535,-199.233543102,-199.28486711553623,-199.24072243244007,-199.169262986,-199.23386023,-199.27913480938608,-199.24087294907616,,,,,,,,,-199.22190185937,-199.171391833877,-199.172190990777,-199.21052725,-199.23504557
-198.39590549730684,-198.81104944900832,-198.80185790483608,-198.801680580594,-198.801680580593,-198.180861481026,-198.801680863599,-198.801680802831,-199.769829169964,-199.21072272734287,-200.08594792852992,-199.2314087282344,-196.87081641760776,-199.23997677182112,-199.0409479088356,-199.21081973257347,-199.05182849902104,-199.21196835113008,-199.15271365829744,-199.23218271237303,-199.169949807,-199.23354301,-199.28493864759457,-199.24072240874625,-199.169254241,-199.233860177,-199.27920417211448,-199.24087289488185,,,,,,,,,-199.221902309311,-199.171406180683,-199.172191440568,-199.21052777,-199.2350461
-198.39554050964665,-198.81104947046555,-198.80185840880748,-198.801681165127,-198.801681165126,-198.180136597361,-198.801681374671,-198.801681315468,-199.77808980094173,-199.2107226664697,-200.0980421345409,-199.2314086706573,-196.7753284630344,-199.2399767113218,-199.04088576545752,-199.21081968511675,-199.05177045294744,-199.21196830328657,-199.15270433894696,-199.2321826572916,-199.169942483,-199.233542754,-199.28500934472368,-199.2407223025976,-199.16924574,-199.233860125,-199.2792724583996,-199.2408728424425,,,,,,,,,-199.221902738444,-199.171412194176,-199.172191869516,-199.21052826,-199.23504661
-198.3951816460942,-198.81104660954944,-198.80185888887064,-198.801681636252,-198.801681636251,-198.179423720418,-198.801681865324,-198.801681798567,-199.78635478986487,-199.2107197551218,-200.11014214529584,-199.23140577441376,-196.67764969584624,-199.2399738083701,-199.040824719278,-199.2108168024644,-199.0517134612136,-199.2119654191032,-199.152695086389,-199.23217975983783,-199.169935112,-199.233540019,-199.285078562208,-199.240719442774,-199.169237434,-199.233857225,-199.27933965106084,-199.2408699335924,,,,,,,,,-199.221903147863,-199.171396422383,-199.172192278733,-199.21052874,-199.23504709
-198.3948287468312,-198.81104673144367,-198.8018593463356,-198.801682111024,-198.801682111023,-198.178722532067,-198.801682328402,-198.801682269033,-199.79462395760228,-199.21071980259487,-200.122248065726,-199.23140582447243,-196.57775802804784,-199.23997385596127,-199.04076476945608,-199.21081686139792,-199.0516574828416,-199.2119654778085,-199.1526858170064,-199.232179812237,-199.169927533,-199.233540056,-199.28514609885423,-199.24071964309604,-199.169229243,-199.233857281,-199.27940565972045,-199.2408699887536,,,,,,,,,-199.221903538683,-199.171405611407,-199.17219266927,-199.21052919,-199.23504756
-198.3944816562312,-198.81104684765185,-198.8018597824338,-198.801682560163,-198.801682560163,-198.178032688288,-198.801682777615,-198.80168271327,-199.80289739931297,-199.21071984840944,-200.1343596903135,-199.2314058727236,-196.4756333978972,-199.23997390188333,-199.04070584354548,-199.21081691804008,-199.0516025039149,-199.2119655343178,-199.1526765281141,-199.2321798627077,-199.169920274,-199.233540066,-199.28521278500145,-199.24071953333376,-199.169220934,-199.233857335,-199.27947015834675,-199.240870041582,,,,,,,,,-199.221903911783,-199.171407281109,-199.172193042111,-199.21052963,-199.23504801
-198.3941402273692,-198.8110469584988,-198.8018601983192,-198.801682978919,-198.801682978919,-198.177354386506,-198.801683202913,-198.80168314163,-199.81117492560028,-199.21071989262367,-200.14647716332297,-199.23140591923385,-196.3712533188965,-199.2399739461932,-199.0406479614369,-199.2108169724888,-199.05154848054568,-199.21196558873288,-199.1526678552912,-199.2321799113228,-199.169913315,-199.233540108,-199.28527864313347,-199.2407196275448,-199.169213022,-199.233857386,-199.2795339996996,-199.2408700920733,,,,,,,,,-199.221904263245,-199.171384541075,-199.172193392629,-199.21053005,-199.23504845
-198.39380431737484,-198.81104706424864,-198.80186059507648,-198.801683337862,-198.801683337862,-198.176686748381,-198.801683605035,-198.801683540563,-199.81945655344504,-199.2107199352573,-200.15860020929009,-199.23140596403152,-196.26459812921584,-199.2399739889106,-199.04059104535472,-199.21081702480143,-199.0514954035052,-199.2119656411108,,-199.2321799581165,-199.169906415,-199.233540134,-199.28534332249825,-199.240719700938,-199.169205243,-199.233857435,-199.2795967605996,-199.2408701402154,,,,,,,,,-199.221904604075,-199.171401257183,-199.17219373312,-199.21053046,-199.23504886
-198.3934737898548,-198.8110471651996,-198.80186097372297,-198.801683775725,-198.801683775725,-198.176029767614,-198.801683986857,-198.801683929429,-199.82774217900007,-199.21071997637875,-200.1707289091891,-199.2314060071921,-196.15564571221407,-199.2399740301028,-199.04053510659048,-199.21081707508057,-199.0514432354433,-199.2119656915564,-199.1526507001972,-199.23218000317,,-199.233540157,,-199.24071976807204,,-199.233857482,,-199.24087018610783,,,,,,,,,-199.22190492983,-199.171407617108,-199.172194058509,-199.21053085,-199.23504927
-198.39314851315007,-198.8110472615828,-198.80186133521545,-198.801684091813,-198.801684091812,-198.175383134483,-198.80168435855,-198.801684304931,-199.83603170852888,-199.2107200160035,-200.1828631749296,-199.23140604873856,-196.0443750569761,-199.23997406978503,-199.0404801193937,-199.21081712337457,-199.05139195250072,-199.21196574012149,-199.1526416904748,-199.2321800465112,-199.169892968,-199.233540277,-199.2854695574516,-199.24071993557112,-199.169189405,-199.233857527,-199.2797182376113,-199.24087022988388,,,,,,,,,-199.221905241285,-199.171389703542,-199.172194369571,-199.21053122,-199.23504966
-198.39282835908944,-198.81104735363945,-198.80186168045384,-198.801684474453,-198.801684474454,-198.174746407286,-198.801684710618,-198.80168464359,-199.8443251411364,-199.21072005417872,-200.19500281576245,-199.2314060887262,-195.930765947925,-199.2399741080058,-199.04042603505604,-199.21081716976184,-199.05134154022417,-199.21196578688304,-199.1526333544314,-199.2321800882005,-199.169886058,-199.233540285,-199.2855306222464,-199.24071997937853,-199.169182057,-199.233857571,-199.27977805781947,-199.2408702717848,,,,,,,,,-199.221905539118,-199.171391666553,-199.172194667034,-199.21053158,-199.23505003
-198.3925132069504,-198.81104744159947,-198.8018620102829,-198.801684775473,-198.801684775473,-198.17411986394,-198.801685046621,-198.801684980176,-199.8526222959206,-199.2107200909277,-200.2071478039786,-199.23140612717955,-195.8147969233416,-199.2399741447824,-199.04037284781776,-199.21081721429024,-199.0512919699051,-199.21196583191275,-199.1526250764271,-199.2321801282672,-199.16987987,-199.233540197,-199.2855916055136,-199.2407200914908,-199.169174621,-199.233857612,-199.27983665900035,-199.2408703120752,,,,,,,,,-199.221905824055,-199.171406001752,-199.172194951587,-199.21053193,-199.2350504
-198.39220293838352,-198.81104483376464,-198.8018623254997,-198.801685124299,-198.801685124299,-198.173503067579,-198.801685367942,-198.801685309788,-199.86092303365623,-199.21071744976723,-200.2192980417593,-199.23140350071583,-195.69644707906303,-199.23997151246607,-199.04032053447244,-199.2108145981302,-199.05124322077367,-199.2119632211476,-199.15261707550755,-199.2321774987796,-199.169873859,-199.233537557,-199.28565181726125,-199.2407175112344,-199.169166891,-199.233854993,-199.2798937084341,-199.24086769262945,,,,,,,,,-199.221906097231,-199.17139043221,-199.172195220838,-199.21052945,-199.23504698
-198.3918974373549,-198.81104501311364,-198.8018626268524,-198.801685460143,-198.801685460143,-198.172895551008,-198.801685674013,-198.801685611612,-199.8692274944665,-199.2107175813809,-200.2314534054805,-199.23140363335213,-195.57569573486467,-199.2399716437008,-199.04026906778853,-199.21081473614663,-199.0511952746164,-199.21196336038284,-199.15260874551427,-199.2321776330092,-199.169867787,-199.233537686,-199.28571085940865,-199.2407176489297,-199.169160161,-199.23385513,-199.2799511732441,-199.24086782771744,,,,,,,,,-199.221906357884,-199.171366882263,-199.1721954811,-199.21052971,-199.23504725
-198.3915965936337,-198.8110451846225,-198.801862915048,-198.801685706328,-198.801685706328,-198.172297268799,-198.801685962375,-198.801685901974,-199.8775354957845,-199.21071770732027,-200.24361381167407,-199.231403760242,-195.45252189696427,-199.23997176925312,-199.04021843085127,-199.2108148681604,-199.05114810989457,-199.2119634937844,-199.15260092826145,-199.23217776140683,-199.169861183,-199.233537808,-199.28576799902527,-199.2407177826674,-199.169152552,-199.23385526,-199.2800062728212,-199.24086795718884,,,,,,,,,-199.221906607842,-199.171401161711,-199.172195730664,-199.21052997,-199.2350475
-198.39130030025447,-198.81104534868905,-198.80186319075105,-198.801686012648,-198.801686195123,-198.171707882735,-198.80168624791,-198.801686193567,-199.8858469616536,-199.2107178278278,-200.25577915827543,-199.23140388162923,-195.32690472624813,-199.23997188936167,-199.04016860311523,-199.2108149944342,-199.0511017077937,-199.21196362162573,-199.15259312580577,-199.2321778842204,-199.169854794,-199.233537927,-199.28582441131783,-199.2407179136776,-199.169145905,-199.233855386,-199.28006178221224,-199.2408680812429,,,,,,,,,-199.221906847259,-199.171377363537,-199.172195969692,-199.21053021,-199.23504774
-198.3910084534621,-198.81104550568668,-198.80186345458813,-198.801686291803,-198.801686291803,-198.171127492159,-198.801686518193,-198.801686465855,-199.89416181909016,-199.21071794313195,-200.2679493460724,-199.2314039977492,-195.1988233841212,-199.23997200425683,-199.04011956531687,-199.2108151152165,-199.05105604979667,-199.21196374417457,-199.15258524700835,-199.2321780016884,-199.169848969,-199.233538084,-199.28588068156128,-199.24071810857487,-199.169139223,-199.233855506,-199.28011624438,-199.2408682000742,,,,,,,,,-199.22190707666,-199.171367881721,-199.172196198707,-199.21053045,-199.23504798
-198.39072095273733,-198.81104565596857,-198.80186370715128,-198.801686546257,-198.801686546257,-198.1705556449,-198.801686773565,-198.801686711444,-199.90247999483475,-199.21071805344044,-200.28012427632203,-199.23140410880845,-195.06825705022803,-199.23997211414,-199.0400712986271,-199.21081523073184,-199.05101111803216,-199.21196386166216,-199.1525775912756,-199.23217811402063,-199.169842831,-199.233538199,-199.28593548056952,-199.2407182276784,-199.16913225,-199.233855621,-199.2801692701973,-199.240868313844,,,,,,,,,-199.221907296524,-199.171409044051,-199.172196418192,-199.21053067,-199.2350482
-198.39043770065817,-198.81104579986675,-198.8018639489975,-198.801686847987,-198.801686847986,-198.169991948645,-198.801687021868,-198.801686954563,-199.9108014203372,-199.2107181589543,-200.2923038528152,-199.23140421501105,-194.9351848995668,-199.23997221921044,-199.04002378524413,-199.21081534119804,-199.05096689525467,-199.2119639743252,-199.15257013766592,-199.23217822142425,-199.169836958,-199.233538307,-199.28598975774096,-199.2407183416103,-199.169125552,-199.233855731,-199.28022179833656,-199.24086842272044,,,,,,,,,-199.221907507309,-199.1713929347,-199.172196628602,-199.21053089,-199.23504841
-198.39015860276447,-198.81104593769464,-198.8018641806536,-198.801687090475,-198.801687090475,-198.169436955076,-198.801687256115,-198.801687189943,-199.91912602047805,-199.21071825986124,-200.3044879765353,-199.2314043165472,-194.7995861693321,-199.239972319654,-199.0399770068637,-199.2108154468189,-199.0509233645197,-199.21196408238336,-199.15256274751687,-199.232178324092,-199.169830982,-199.233538411,-199.28604290855031,-199.24071845048,-199.169119446,-199.233855836,-199.2802742321856,-199.2408685268485,,,,,,,,,-199.221907709452,-199.171397545194,-199.172196830378,-199.2105311,-199.23504862
-198.38988356743727,-198.8110460697494,-198.80186440261727,-198.801687311541,-198.801687311541,-198.168889780124,-198.801687482718,-198.801687411073,-199.9274537200472,-199.210718356334,-200.3166765445782,-199.23140441359024,-194.66144018529928,-199.23997241563933,-199.0399309449677,-199.2108155477812,-199.05088050810767,-199.2119641860424,-199.1525553381804,-199.2321784221999,-199.169825267,-199.233538509,-199.28609551791047,-199.2407185544716,-199.169113019,-199.233855937,-199.28032529253267,-199.24086862634508,,,,,,,,,-199.221907903368,-199.171394391315,-199.172197023934,-199.2105313,-199.23504882
-198.38961250579544,-198.8110461963112,-198.80186461535743,-198.801687557197,-198.801687557197,-198.168350429867,-198.801687699364,-198.801687624596,-199.9357845006836,-199.2107184485544,-200.32886951502144,-199.23140450632405,-194.52072551433875,-199.2399725073456,-199.039885591972,-199.21081564427857,-199.05083831771367,-199.21196428549973,-199.15254790973407,-199.2321785159328,-199.16981969,-199.233538602,-199.2861474489632,-199.24071865381137,-199.169106694,-199.233856033,-199.28037560788783,-199.24086872130053,,,,,,,,,-199.221908089296,-199.171402802961,-199.172197209511,-199.21053149,-199.235049
