HF,UHF,CASSCF,VB,cov,ion,CF,BOVB,MP2,UMP2,MP3,UMP3,MP4,UMP4,CID,UCID,CISD,UCISD,CCD,UCCD,CCSD,UCCSD,CCSD(T),UCCSD(T),QCISD,UQCISD,QCISD(T),UQCISD(T),CCSDT,CCSDT_ORCA,CCSDT(Q),CCSDT[Q],CCSDTQ,CCSDT_nofc,CCSDT(Q)_nofc,CCSDT[Q]_nofc,CASPT2,SC-NEVPT2,FIC-NEVPT2,FIC-MRCISD,FIC-MRCISD+Q
-198.14250150465395,-198.81104941824964,-198.8018697606164,-198.801692861337,-198.801692949843,-198.14316391898,-198.8016929212,-198.801692864542,-198.5780141014359,-199.21072064436805,-198.59464350088425,-199.23140669776967,-198.6103790483859,-199.2399746607216,-198.57428607435023,-199.2108179347792,-198.57545445363053,-199.2119668725121,-198.61718692055703,-199.2321807216533,-198.618524412,-199.233541145,-198.6354970838648,-199.2407212668193,-198.618879097,-199.233858641,-198.63569352741555,-199.2408712845869,,,,,,,,,-199.221912877339,-199.171423888157,-199.172202192247,-199.2105371,-199.23505477
-198.14226999311228,-198.81104942535367,-198.801869778728,-198.80169284159,-198.801692823688,-198.14292982755,-198.801692939497,-198.801692874001,-198.5777825773449,-199.2107206497256,-198.59441196715127,-199.23140670298548,-198.6101475071984,-199.23997466589287,-198.5740545274558,-199.21081794015228,-198.5752229066926,-199.21196687796456,-198.6169552232396,-199.232180726918,-198.618292689,-199.233541151,-198.63526520543223,-199.2407212721571,-198.61864738,-199.233858646,-198.63546165690744,-199.24087128992005,,,,,,,,,-199.221912894112,-199.171426013107,-199.172202208859,-199.21053711,-199.23505478
-198.14204062973263,-198.81104943197744,-198.8018697963392,-198.801692441363,-198.801692809765,-198.142697934913,-198.801692957181,-198.801692888164,-198.5775532016644,-199.210720655026,-198.59418258201129,-199.23140670836312,-198.609918114743,-199.23997467125025,-198.57382512939577,-199.21081794572623,-198.57499350859024,-199.21196688344105,-198.6167256776518,-199.23218073239528,-198.618063089,-199.233541156,-198.63503543731449,-199.24072127737256,-198.618417851,-199.233858651,-198.63523201139964,-199.2408712951353,,,,,,,,,-199.22191291043,-199.171423611169,-199.17220222502,-199.21053713,-199.2350548
-198.14181338476573,-198.81104943868567,-198.8018698134672,-198.801693036131,-198.801692840078,-198.142468066471,-198.801692974633,-198.801692900731,-198.57732594463985,-199.21072066036257,-198.593955315706,-199.2314067138331,-198.6096908412584,-199.23997467671973,-198.5735978504064,-199.21081795136377,-198.57476622955969,-199.2119668887555,-198.616498253818,-199.2321807379548,-198.617835764,-199.233541161,-198.63480805193805,-199.24072128244595,-198.618190403,-199.233858657,-198.6350044171481,-199.24087130031447,,,,,,,,,-199.221912926308,-199.171425931717,-199.172202240743,-199.21053714,-199.23505481
-198.1415882290107,-198.81104944495928,-198.8018698301256,-198.801692909715,-198.801692936867,-198.142240452445,-198.801692991569,-198.801692924782,-198.5771007770668,-199.21072066513307,-198.59373013902643,-199.2314067184092,-198.60946565753207,-199.2399746812359,-198.5733726612733,-199.21081795610328,-198.5745410403865,-199.2119668938012,-198.6162729224816,-199.2321807425807,-198.617610289,-199.233541166,-198.6345823509576,-199.24072128738143,-198.617965008,-199.233858662,-198.6347788430308,-199.2408713051396,,,,,,,,,-199.221912941757,-199.171425284969,-199.172202256043,-199.21053716,-199.23505483
-198.14136513380515,-198.81104945132887,-198.80186984633025,-198.801693065354,-198.801693071731,-198.142014902658,-198.801693007845,-198.801692954157,-198.57687767027224,-199.21072066995424,-198.5935070232956,-199.23140672308827,-198.60924253488432,-199.2399746858748,-198.5731495333144,-199.21081796091704,-198.57431791238847,-199.2119668986936,-198.61604965497443,-199.2321807473004,-198.617387063,-199.233541171,-198.63435902832003,-199.2407212921828,-198.617741717,-199.233858666,-198.6345554166336,-199.24087130993416,,,,,,,,,-199.221912956793,-199.171423666461,-199.172202270932,-199.21053718,-199.23505485
-198.14114407100405,-198.81104945724329,-198.801869862096,-198.801693092051,-198.801692996639,-198.141791582659,-198.80169302383,-198.801692966239,-198.57665659610672,-199.21072067472204,-198.59328594035995,-199.23140672794008,-198.60902144515848,-199.23997469071048,-198.57292843837087,-199.21081796594416,-198.5740968174072,-199.21196690362632,-198.6158284229928,-199.23218075224247,-198.617165803,-199.233541176,-198.63413762564508,-199.2407212968781,-198.61752046,-199.233858671,-198.63433401736364,-199.240871314632,,,,,,,,,-199.221912971428,-199.171424500143,-199.172202285424,-199.21053719,-199.23505486
-198.14092501297367,-198.81104946313727,-198.80186987743608,-198.801693073533,-198.80169309393,-198.141569941009,-198.80169303921,-198.801692972531,-198.57643752693104,-199.21072067932457,-198.5930668625768,-199.23140673251424,-198.6088023607091,-199.2399746952578,-198.5727093487956,-199.21081797066685,-198.5738777277948,-199.2119669083484,-198.6156091988928,-199.2321807568792,-198.616946581,-199.23354118,-198.63391828429823,-199.24072130144435,-198.617301257,-199.233858676,-198.6341147111569,-199.24087131919632,,,,,,,,,-199.221912985674,-199.171426031683,-199.17220229953,-199.2105372,-199.23505487
-198.14070793257576,-198.81104946887305,-198.80186989236347,-198.801693125649,-198.801693113665,-198.141350614413,-198.801693054223,-198.801692990292,-198.57622043560423,-199.2107206838187,-198.5928497628011,-199.23140673698148,-198.6085852543881,-199.23997469969925,-198.57249223743807,-199.2108179752767,-198.5736606164014,-199.21196691294924,-198.6153920284806,-199.2321807614068,-198.616729316,-199.233541185,-198.63370088687887,-199.24072130589383,-198.617084033,-199.23385868,-198.6338973717776,-199.2408713236439,,,,,,,,,-199.221912999543,-199.171425693037,-199.172202313264,-199.21053722,-199.23505489
-198.1404928031652,-198.81104947459625,-198.801869906892,-198.801693135889,-198.801693038396,-198.141133395146,-198.801693068938,-198.801693001029,-198.57600529547184,-199.2107206881718,-198.59263461437487,-199.23140674119213,-198.60837009953488,-199.2399747038733,-198.57227707763616,-199.21081797960167,-198.57344545656443,-199.21196691734667,-198.61517666588696,-199.23218076565087,-198.616514062,-199.233541189,-198.63348554134703,-199.24072131022007,-198.616868741,-199.233858685,-198.63368197144268,-199.2408713279611,,,,,,,,,-199.221913013048,-199.171426018953,-199.172202326634,-199.21053723,-199.2350549
-198.14027959857,-198.8110494800283,-198.80186992103364,-198.801693148444,-198.801693137767,-198.140917976523,-198.80169308305,-198.801693015204,-198.57579208035904,-199.2107206924388,-198.59242139111967,-199.2314067454325,-198.60815686996835,-199.2399747080896,-198.57206384320668,-199.21081798397591,-198.57323222210084,-199.21196692171367,-198.61496330403776,-199.2321807699484,-198.616300746,-199.233541194,-198.633272143772,-199.2407213144454,-198.616655386,-199.233858689,-198.63346850892955,-199.240871332184,,,,,,,,,-199.221913026199,-199.171423771394,-199.172202339654,-199.21053724,-199.23505491
-198.140068293084,-198.8110494851764,-198.80186993479992,-198.801693138312,-198.801693127481,-198.14070446904,-198.801693096901,-198.801693043307,-198.57558076455487,-199.2107206966244,-198.59221006732136,-199.23140674971032,-198.60794553997167,-199.2399747123557,-198.5718525084311,-199.21081798840683,-198.57302088729205,-199.21196692605395,-198.61475184411472,-199.23218077430604,-198.616089253,-199.233541198,-198.6330605166852,-199.2407213185731,-198.616443934,-199.233858693,-198.63325694834944,-199.24087133631767,,,,,,,,,-199.221913039006,-199.171424084085,-199.172202352334,-199.21053726,-199.23505493
-198.1398588614568,-198.81104949046588,-198.8018699482029,-198.801692935854,-198.8016931816,-198.140492848574,-198.801693110476,-198.801693049024,-198.5753713228036,-199.21072070065284,-198.59200061772032,-199.23140675359508,-198.6077360842829,-199.2399747162061,-198.5716430480456,-199.2108179923937,-198.57281142687407,-199.21196693011785,-198.61454226079329,-199.2321807782199,-198.615879675,-199.233541202,-198.63285083153173,-199.24072132257945,-198.616234346,-199.233858697,-198.6330472485141,-199.2408713403132,,,,,,,,,-199.221913051481,-199.171425390038,-199.172202364684,-199.21053727,-199.23505494
-198.1396512788845,-198.8110494953386,-198.801869961254,-198.801693198555,-198.80169314039,-198.140283197588,-198.80169312401,-198.801693051616,-198.5751637302968,-199.21072070463185,-198.5917930175054,-199.23140675767,-198.6075284780884,-199.2399747202709,-198.57143543723447,-199.21081799661337,-198.5726038160316,-199.2119669342448,-198.61433452921315,-199.2321807823708,-198.615671951,-199.233541206,-198.6326430058216,-199.2407213265024,-198.616026633,-199.233858701,-198.63283943894527,-199.24087134424383,,,,,,,,,-199.221913063633,-199.171423989575,-199.172202376714,-199.21053728,-199.23505495
-198.13944552099807,-198.81104950036024,-198.8018699739632,-198.801693007707,-198.801693212557,-198.14007535919,-198.80169313658,-198.801693078665,-198.57495796266025,-199.2107207084589,-198.59158724229883,-199.231406761352,-198.60732269700773,-199.23997472392,-198.5712296516164,-199.21081800039,-198.5723980303827,-199.21196693810123,-198.6141286249384,-199.23218078607928,-198.615466089,-199.23354121,-198.6324370665384,-199.24072133030964,-198.615820737,-199.233858705,-198.6326334435697,-199.24087134803875,,,,,,,,,-199.221913075472,-199.171426194479,-199.172202388433,-199.21053729,-199.23505496
-198.1392415638548,-198.8110495049756,-198.8018699863412,-198.801693208294,-198.801693113304,-198.139869375729,-198.801693149239,-198.801693105474,-198.5747539959484,-199.21072071224404,-198.59138326815224,-199.2314067652362,-198.6071187170904,-199.23997472779573,-198.57102566723847,-199.21081800441152,-198.57219404597487,-199.2119669420275,-198.61392452396004,-199.232180790036,-198.615261964,-199.233541213,-198.63223282168207,-199.24072133404007,-198.615616621,-199.233858709,-198.632429212292,-199.2408713517783,,,,,,,,,-199.221913087007,-199.171425782266,-199.172202399852,-199.21053731,-199.23505498
-198.1390393839296,-198.811049509746,-198.80186999839816,-198.801693181266,-198.801693121956,-198.139665214314,-198.801693161476,-198.801693096999,-198.57455180662976,-199.210720715882,-198.59118107153148,-199.23140676872785,-198.60691651480008,-199.23997473125576,-198.5708234605632,-199.21081800799087,-198.5719918392704,-199.21196694568988,-198.61372220274112,-199.23218079355192,-198.615059642,-199.233541217,-198.6320303971141,-199.24072133766072,-198.615414323,-199.233858713,-198.63222682854607,-199.24087135538528,,,,,,,,,-199.221913098248,-199.171425797507,-199.172202410979,-199.21053732,-199.23505499
-198.13883895810304,-198.81104951411848,-198.8018700101436,-198.801693246363,-198.801693135183,-198.139462810254,-198.801693173469,-198.801693109116,-198.57435137158336,-199.2107207194712,-198.590980629312,-199.23140677241943,-198.6067160670098,-199.2399747349401,-198.5706230084618,-199.210818011814,-198.57179138714065,-199.2119669494264,-198.6135216379872,-199.23218079731265,-198.614859083,-199.233541221,-198.6318297407879,-199.24072134120948,-198.61521373,-199.233858716,-198.63202611523863,-199.24087135894496,,,,,,,,,-199.221913109203,-199.171426310205,-199.172202421822,-199.21053733,-199.235055
-198.13864026365928,-198.8110495185136,-198.80187002158715,-198.801693266174,-198.801693017764,-198.139262090419,-198.801693185227,-198.801693116996,-198.57415266808616,-199.21072072295493,-198.59078191876768,-199.2314067758824,-198.6065173509916,-199.2399747383845,-198.57042428820483,-199.21081801538108,-198.571592666856,-199.21196695298832,-198.61332280714583,-199.2321808008201,-198.614660258,-199.233541224,-198.6316308209209,-199.24072134466184,-198.615014938,-199.23385872,-198.63182725082524,-199.24087136239604,,,,,,,,,-199.221913119881,-199.171423935107,-199.17220243239,-199.21053734,-199.23505501
-198.1384432782669,-198.81104952279657,-198.8018700327372,-198.801693144922,-198.801693151975,-198.13906334514,-198.801693196671,-198.801693119965,-198.57395567380584,-199.2107207263537,-198.5905849175644,-199.23140677926057,-198.60632034440889,-199.2399747417448,-198.5702272774543,-199.21081801886027,-198.5713956560784,-199.21196695646267,-198.6131257448808,-199.2321808042416,-198.614463134,-199.233541228,-198.63143359729423,-199.24072134802995,-198.614817776,-199.233858723,-198.6316299614147,-199.24087136576287,,,,,,,,,-199.221913130289,-199.171426094753,-199.172202442692,-199.21053735,-199.23505502
-198.1382479799824,-198.81104952697004,-198.80187004360312,-198.801693171743,-198.801693255833,-198.138866115663,-198.801693207622,-198.801693146978,-198.57376036679304,-199.21072072966933,-198.5903896037496,-199.2314067825565,-198.60612502530728,-199.2399747450233,-198.5700319542543,-199.21081802225413,-198.571200332852,-199.21196695985185,-198.61293025752127,-199.23218080757945,-198.614267719,-199.233541231,-198.6312380970874,-199.24072135131607,-198.614622401,-199.233858726,-198.6314345288342,-199.24087136904785,,,,,,,,,-199.221913140436,-199.171423968436,-199.172202452734,-199.21053736,-199.23505503
-198.1380543472332,-198.8110495311742,-198.80187005419344,-198.801693194823,-198.801693048546,-198.138670660154,-198.801693218479,-198.801693150567,-198.5735667254718,-199.21072073290003,-198.5901959557445,-199.2314067856364,-198.605931372106,-199.23997474807464,-198.5698382970226,-199.21081802540408,-198.57100667559465,-199.21196696307496,-198.6127365395517,-199.23218081067844,-198.614073896,-199.233541234,-198.6310441350932,-199.2407213545136,-198.614428494,-199.23385873,-198.63124041982272,-199.2408713722272,,,,,,,,,-199.221913150329,-199.171425950143,-199.172202462525,-199.21053737,-199.23505504
-198.1378623588116,-198.8110495351389,-198.80187006451584,-198.801693113466,-198.801693297687,-198.138476896892,-198.801693229059,-198.801693159137,-198.57337472863304,-199.21072073605964,-198.59000395233767,-199.2314067887754,-198.60573936359188,-199.23997475119745,-198.5696462845445,-199.2108180286352,-198.57081466309165,-199.2119669663007,-198.61254437937032,-199.23218081385733,-198.613881851,-199.233541237,-198.63085205016168,-199.2407213576424,-198.614236534,-199.233858733,-198.6310484834516,-199.24087137535395,,,,,,,,,-199.221913159976,-199.17142387129,-199.172202472073,-199.21053738,-199.23505505
-198.1376719938721,-198.8110495388657,-198.8018700745781,-198.801693242744,-198.801693235522,-198.138284836514,-198.801693239035,-198.801693175993,-198.57318435542544,-199.2107207391416,-198.58981357267487,-199.23140679197192,-198.60554897890827,-199.2399747543901,-198.56945589596245,-199.21081803194616,-198.57062427448497,-199.21196696953064,-198.61235388914537,-199.2321808171137,-198.613691369,-199.23354124,-198.6306614820681,-199.24072136070453,-198.614046037,-199.233858736,-198.63085789019493,-199.24087137843287,,,,,,,,,-199.221913169384,-199.171426139743,-199.172202481382,-199.21053739,-199.23505506
-198.13748323191672,-198.81104954276992,-198.80187008438804,-198.80169316518,-198.801693214313,-198.138094313339,-198.801693249273,-198.80169317573,-198.57299558534868,-199.21072074215223,-198.5896247962542,-199.23140679482813,-198.60536019755187,-199.2399747572192,-198.56926711077168,-199.21081803486325,-198.57043548927007,-199.2119669725189,-198.6121650040683,-199.23218081998647,-198.613502493,-199.233541244,-198.6304725225874,-199.2407213636756,-198.613857173,-199.233858739,-198.63066895072257,-199.24087138138293,,,,,,,,,-199.221913178559,-199.171424255543,-199.172202490461,-199.2105374,-199.23505507
-198.1372960527933,-198.8110495464432,-198.80187009395289,-198.801693321831,-198.801693335232,-198.137905447949,-198.801693258834,-198.801693201538,-198.57280839824725,-199.2107207450928,-198.5894376029172,-199.23140679774943,-198.60517299936228,-199.2399747601258,-198.56907990880984,-199.2108180378684,-198.57024828728527,-199.2119669755164,-198.6119777038313,-199.23218082294449,-198.613315194,-199.233541246,-198.63028513709017,-199.2407213665848,-198.613669868,-199.233858742,-198.63048155541088,-199.24087138429005,,,,,,,,,-199.221913187508,-199.171425089401,-199.172202499318,-199.21053741,-199.23505508
-198.1371104366845,-198.81104954988888,-198.80187010328007,-198.801693292313,-198.801693311172,-198.137718138411,-198.801693268179,-198.801693195994,-198.5726227743,-199.21072074794628,-198.5892519728408,-199.23140680072387,-198.60498736451467,-199.2399747630978,-198.5688942702517,-199.21081804095087,-198.57006264870435,-199.21196697852352,-198.61179196862128,-199.23218082597447,-198.613129462,-199.233541249,-198.63009932098808,-199.24072136943263,-198.613484135,-199.233858745,-198.63029573758817,-199.240871387158,,,,,,,,,-199.221913196238,-199.171423913614,-199.172202507955,-199.21053742,-199.23505509
-198.13692636410389,-198.81104955338216,-198.8018701123761,-198.80169335827,-198.801693260871,-198.13753241455,-198.801693277576,-198.801693201667,-198.5724386940164,-199.21072075074264,-198.58906788653167,-199.23140680350352,-198.60480327351416,-199.2399747658636,-198.56871017560064,-199.21081804380967,-198.56987855403125,-199.2119669813788,-198.6116077789001,-199.2321808287884,-198.612945275,-199.233541252,-198.6299150516089,-199.2407213722049,-198.613299948,-199.233858748,-198.6301114670329,-199.2408713899293,,,,,,,,,-199.221913204756,-199.171425589388,-199.172202516383,-199.21053742,-199.23505509
-198.13674381588453,-198.8110495567888,-198.80187012124787,-198.801693208335,-198.8016933694,-198.137348181569,-198.801693286767,-198.801693230349,-198.5722561382278,-199.2107207534725,-198.58888532482,-199.23140680621697,-198.60462070718904,-199.23997476856368,-198.56852760568367,-199.21081804660017,-198.56969598409287,-199.21196698416577,-198.61142511547504,-199.2321808315351,-198.612762616,-199.233541255,-198.62973231128225,-199.2407213749113,-198.61311729,-199.23385875,-198.62992872853687,-199.2408713926349,,,,,,,,,-199.221913213066,-199.171425651001,-199.172202524605,-199.21053743,-199.2350551
-198.13656277317767,-198.8110495602463,-198.801870129902,-198.801693200658,-198.801693369572,-198.137165639472,-198.80169329547,-198.801693224627,-198.5720750880845,-199.21072075616348,-198.58870426885184,-199.231406808746,-198.6044396466839,-199.2399747710677,-198.56834654164504,-199.2108180491764,-198.56951492003287,-199.21196698680487,-198.6112439969831,-199.23218083407755,-198.612581424,-199.233541258,-198.6295510127916,-199.24072137754564,-198.612936058,-199.233858753,-198.62974735935887,-199.24087139524272,,,,,,,,,-199.221913221175,-199.171426074398,-199.172202532628,-199.21053744,-199.23505511
-198.1363832174448,-198.8110495633541,-198.80187013834407,-198.801693309304,-198.801693236898,-198.136984402585,-198.801693303943,-198.801693231899,-198.571895525041,-199.2107207587412,-198.58852470008247,-199.2314068114541,-198.6042600734524,-199.2399747737753,-198.56816696493576,-199.2108180519848,-198.5693353433037,-199.21196698954367,-198.61106429223608,-199.232180836836,-198.612401716,-199.23354126,-198.62937121981,-199.2407213801352,-198.612756478,-199.233858756,-198.62956776060827,-199.24087139785715,,,,,,,,,-199.221913229089,-199.171426177691,-199.172202540458,-199.21053745,-199.23505512
-198.1362051304488,-198.81104956651623,-198.8018701465804,-198.801693330324,-198.801693204571,-198.136804893399,-198.801693312561,-198.801693250871,-198.57171743085985,-199.21072076128308,-198.58834660026943,-199.23140681398112,-198.60408196925056,-199.23997477629,-198.56798885731288,-199.2108180545821,-198.56915723566007,-199.211966992138,-198.61088609555736,-199.23218083939344,-198.612223524,-199.233541263,-198.62919295205128,-199.24072138265592,-198.612578284,-199.233858758,-198.62938948875964,-199.24087140037707,,,,,,,,,-199.221913236812,-199.171426281059,-199.172202548111,-199.21053746,-199.23505513
-198.1360284942477,-198.81104956960152,-198.8018701546171,-198.801693390511,-198.801693399456,-198.136626712394,-198.801693320739,-198.801693252924,-198.5715407875969,-199.21072076376583,-198.58816995146952,-199.23140681644887,-198.60390531613368,-199.23997477874605,-198.56781220082823,-199.21081805711847,-198.5689805791563,-199.2119669946713,-198.6107093858024,-199.23218084189097,-198.61204684,-199.233541265,-198.62901620804448,-199.2407213851178,-198.612401485,-199.233858761,-198.6292125739245,-199.24087140283817,,,,,,,,,-199.221913244351,-199.171424640808,-199.172202555557,-199.21053746,-199.23505513
-198.135853291196,-198.81104957261343,-198.80187016245927,-198.801693153793,-198.801693211444,-198.136449984876,-198.801693328587,-198.801693259338,-198.57136557760185,-199.2107207661907,-198.58799473602795,-199.23140681885943,-198.60373009644547,-199.239974781145,-198.56763697782665,-199.21081805959548,-198.568805356135,-199.21196699714537,-198.6105340764846,-199.23218084433032,-198.61187153,-199.233541268,-198.62884082037863,-199.24072138752248,-198.612226161,-199.233858763,-198.6290371616812,-199.2408714052422,,,,,,,,,-199.221913251711,-199.171425291792,-199.172202562838,-199.21053747,-199.23505514
-198.13567950392627,-198.81104957568488,-198.8018701701129,-198.801693281772,-198.80169333244,-198.136274767116,-198.801693336232,-198.801693280427,-198.5711917835077,-199.2107207686057,-198.5878209365775,-199.23140682110304,-198.60355629281727,-199.2399747833656,-198.5674631709369,-199.2108180618744,-198.56863154922647,-199.21196699948013,-198.61036015045667,-199.23218084658524,-198.611697594,-199.23354127,-198.62866680004075,-199.2407213898628,-198.612052276,-199.233858765,-198.62886322998105,-199.2408714075501,,,,,,,,,-199.221913258895,-199.171424591469,-199.172202569945,-199.21053748,-199.23505515
-198.13550711535663,-198.8110495785536,-198.8018701775832,-198.801693302899,-198.801693379778,-198.136100897229,-198.801693343786,-198.801693273097,-198.571019388228,-199.21072077092447,-198.58764853602875,-199.23140682340576,-198.6033838881584,-199.23997478565755,-198.5672907630676,-199.2108180642396,-198.56845914133893,-199.2119670018409,-198.61018769250745,-199.23218084891568,-198.611525156,-199.233541272,-198.62849430102617,-199.2407213921581,-198.611879789,-199.233858768,-198.62869064707303,-199.2408714098435,,,,,,,,,-199.221913265911,-199.171423962007,-199.172202576884,-199.21053749,-199.23505515
-198.13533610867668,-198.81104958121952,-198.80187018487507,-198.801693181575,-198.801693306621,-198.135928308531,-198.801693351316,-198.80169328726,-198.57084837494764,-199.2107207731348,-198.58747751756584,-199.2314068257621,-198.6032128656514,-199.23997478801533,-198.56711973740065,-199.2108180666866,-198.56828811565407,-199.21196700422848,-198.6100165829363,-199.2321808513149,-198.611354055,-199.233541275,-198.62832313240548,-199.2407213944094,-198.611708708,-199.23385877,-198.62851951283795,-199.24087141212715,,,,,,,,,-199.221913272761,-199.171425064303,-199.17220258366,-199.21053749,-199.23505516
-198.13516646734104,-198.8110495839524,-198.80187019199323,-198.801693181742,-198.801693336367,-198.135757394614,-198.801693358803,-198.801693298991,-198.5706787271237,-199.21072077534413,-198.5873078646435,-199.23140682795872,-198.60304320874988,-199.23997479020173,-198.5669500773884,-199.21081806894244,-198.5681184556244,-199.21196700648187,-198.6098468486016,-199.23218085353727,-198.611184333,-199.233541277,-198.6281533504045,-199.2407213966011,-198.611539007,-199.233858772,-198.62834976556124,-199.24087141431824,,,,,,,,,-199.22191327945,-199.171425696279,-199.17220259028,-199.2105375,-199.23505517
-198.13499817507093,-198.8110495866208,-198.80187019894265,-198.801693332842,-198.801693219855,-198.135587775148,-198.801693365602,-198.801693288892,-198.5705104284729,-199.21072077750327,-198.58713956097696,-199.2314068301048,-198.60287490116767,-199.239974792338,-198.56678176674387,-199.2108180711461,-198.5679501449628,-199.21196700868325,-198.6096784513532,-199.2321808557085,-198.611015935,-199.233541279,-198.6279848769377,-199.2407213987425,-198.611370602,-199.233858774,-198.62818127896884,-199.2408714164592,,,,,,,,,-199.221913285983,-199.17142646181,-199.172202596738,-199.21053751,-199.23505518
-198.1348312158451,-198.8110495893506,-198.80187020572853,-198.801693174385,-198.801693250644,-198.135419409883,-198.801693372545,-198.801693314505,-198.57034346297127,-199.2107207795667,-198.58697259054068,-199.2314068322552,-198.60270792687808,-199.2399747944901,-198.56661478943923,-199.21081807336475,-198.56778316764152,-199.2119670108288,-198.60951136399632,-199.23218085788807,-198.610848827,-199.233541281,-198.627817684664,-199.24072140083376,-198.61120351,-199.233858777,-198.6280141147736,-199.24087141862108,,,,,,,,,-199.221913292364,-199.171424036533,-199.17220260305,-199.21053751,-199.23505518
-198.13466557389464,-198.81104959190105,-198.80187021235483,-198.801693455405,-198.801693300698,-198.135252392624,-198.801693379257,-198.801693315999,-198.5701778148472,-199.2107207817498,-198.58680693756085,-199.2314068341552,-198.602542270106,-199.23997479635767,-198.56644912969867,-199.2108180752752,-198.56761750788468,-199.2119670128552,-198.60934565784405,-199.2321808597929,-198.610683144,-199.233541283,-198.6276519465573,-199.24072140287208,-198.611037795,-199.233858779,-198.62784832330888,-199.24087142054825,,,,,,,,,-199.221913298597,-199.171424050105,-199.172202609214,-199.21053752,-199.23505519
-198.13450123369665,-198.8110495942538,-198.80187021882537,-198.801693466492,-198.801693471309,-198.135086867239,-198.801693385844,-198.801693309859,-198.57001346857643,-199.21072078368792,-198.58664258651265,-199.2314068362528,-198.6023779153253,-199.2399747984581,-198.5662847719952,-199.21081807745784,-198.56745315016528,-199.2119670149906,-198.6091811931421,-199.23218086192773,-198.610518663,-199.233541285,-198.62748738787417,-199.24072140488045,-198.610873346,-199.233858781,-198.62768381755296,-199.24087142259552,,,,,,,,,-199.221913304686,-199.171425167282,-199.172202615237,-199.21053752,-199.23505519
-198.13433817997128,-198.81104959668056,-198.8018702251458,-198.801693470703,-198.801693451313,-198.13492246423,-198.801693392272,-198.801693321457,-198.5698504088793,-199.21072078565933,-198.58647952211388,-199.23140683821245,-198.60221484725272,-199.239974800409,-198.56612170104464,-199.21081807946896,-198.56729007919915,-199.21196701699944,-198.6090180472225,-199.23218086390995,-198.61035552,-199.233541287,-198.6273241801321,-199.24072140683592,-198.610710203,-199.233858783,-198.62752060953187,-199.24087142455053,,,,,,,,,-199.221913310636,-199.171424166764,-199.17220262112,-199.21053753,-199.2350552
-198.1341763976808,-198.81104959905,-198.8018702313192,-198.801693313123,-198.801693328288,-198.134759400272,-198.801693398694,-198.801693332132,-198.5696886207108,-199.21072078758527,-198.5863177293184,-199.23140684012728,-198.60205305084096,-199.23997480231537,-198.5659599017988,-199.21081808143387,-198.5671282799381,-199.21196701896213,-198.60885617414647,-199.2321808658467,-198.61019365,-199.233541289,-198.6271622461936,-199.2407214087467,-198.610548334,-199.233858785,-198.62735867631764,-199.24087142646087,,,,,,,,,-199.221913316449,-199.171425830232,-199.172202626869,-199.21053754,-199.23505521
-198.1340158720151,-198.81104960136483,-198.8018702373496,-198.801693430599,-198.801693481096,-198.134597645115,-198.801693404758,-198.801693331486,-198.56952808926363,-199.21072078946904,-198.58615719331743,-199.231406842,-198.60189251128008,-199.23997480417984,-198.56579935944697,-199.2108180833553,-198.56696773757136,-199.21196702088147,-198.60869555816217,-199.2321808677408,-198.610033091,-199.233541291,-198.62700163670365,-199.24072141061555,-198.610387737,-199.233858786,-198.62719800321048,-199.2408714283293,,,,,,,,,-199.221913322129,-199.171424576575,-199.172202632486,-199.21053754,-199.23505521
-198.13385658839763,-198.81104960362617,-198.8018702432408,-198.801693431851,-198.80169343007,-198.134436964074,-198.801693410692,-198.801693369905,-198.5693687999563,-199.2107207913104,-198.58599789952808,-199.23140684383048,-198.6017332139861,-199.23997480600235,-198.56564005940427,-199.21081808523303,-198.56680843751417,-199.21196702275725,-198.60853618736456,-199.232180869592,-198.609873669,-199.233541293,-198.6268421395669,-199.24072141244235,-198.610228353,-199.233858788,-198.6270385695379,-199.2408714301557,,,,,,,,,-199.22191332768,-199.171426215036,-199.172202637976,-199.21053755,-199.23505522
-198.13369853247167,-198.81104960583588,-198.80187024899723,-198.801693490699,-198.801693340435,-198.134277911515,-198.801693416619,-198.801693356489,-198.56921073843367,-199.2107207931112,-198.5858398335936,-199.2314068456208,-198.60157514460127,-199.23997480778488,-198.5654819873122,-199.2108180870694,-198.56665036540784,-199.21196702459167,-198.6083780712441,-199.23218087140245,-198.609715578,-199.233541295,-198.62668400117133,-199.24072141422903,-198.610070248,-199.23385879,-198.6268804073217,-199.24087143194208,,,,,,,,,-199.221913333105,-199.171426203947,-199.172202643341,-199.21053755,-199.23505522
-198.13354169010776,-198.81104960799468,-198.80187025462163,-198.801693412528,-198.801693407453,-198.134119834574,-198.801693422367,-198.801693349922,-198.5690538905604,-199.2107207948721,-198.58568298137777,-199.2314068473713,-198.60141828898827,-199.23997480952792,-198.56532512903263,-199.2108180888648,-198.56649350711444,-199.2119670263852,-198.6082211431944,-199.23218087317267,-198.609558654,-199.233541296,-198.6265270165165,-199.24072141597625,-198.609913321,-199.233858792,-198.626723417605,-199.24087143368897,,,,,,,,,-199.221913338408,-199.171425823415,-199.172202648584,-199.21053756,-199.23505523
