PBE0,wB97MV,wB97MD4rev,wB97XV,wB97XD4rev,M062X,B3LYP,BHandHLYP,TPSS0,TPSSh,wr2scan,r2scan0,r2scanh,r2scan,B97MV,PBE,TPSS,BLYP,VWN3,UPBE0,UPBE,B2PLYP,UB2PLYP
-199.1763046692578030,-199.2582410031403697,-199.3374900043012588,-199.2353042099563822,-199.3145538275443016,-199.2426074655791410,-199.3175506679601767,-199.2333363392172032,-199.3255917720391608,-199.3954683178624236,-199.2146918942627565,-199.2388557558290358,-199.2914173466648720,-199.3268796757773771,-199.3326201753268947,-199.2468880376605398,-199.4426406025700089,-199.4326172038853144,-198.5010524158843168,-199.338051591942,,-199.713305151678,
-199.1762267226274332,-199.2579184110647077,-199.3371676534682422,-199.2349808835460863,-199.3142307421501869,-199.2424352576504987,-199.3174896360621347,-199.2331764502357316,-199.3255137448328753,-199.3954394286629679,-199.2143689037576735,-199.2387769422738586,-199.2913874632788236,-199.3268823663055400,-199.3326233232722302,-199.2468919715287257,-199.4426444270504817,-199.4326218813086200,-198.5010561491212684,-199.338054563645,,-199.717855022448,
-199.1761498780076636,-199.2576008009033046,-199.3368502725256519,-199.2346625891497922,-199.3139126760816282,-199.2422656378497834,-199.3174294151053800,-199.2330189856151605,-199.3254368242050987,-199.3954108545107999,-199.2140509300803046,-199.2386992790296176,-199.2913579497250112,-199.3268849079780125,-199.3326262969538902,-199.2468956901377339,-199.4426480419826646,-199.4326263030539508,-198.5010596791703392,-199.338058162848,,-199.722406982371,
-199.1760738043298602,-199.2572880613726340,-199.3365377508620497,-199.2343492105457017,-199.3135995144302797,-199.2420985502688495,-199.3173699602025124,-199.2328638889637773,-199.3253610061752852,-199.3953826051942997,-199.2137378576961169,-199.2386227475971054,-199.2913287905769266,-199.3268873091089688,-199.3326291064723819,-199.2468992146530127,-199.4426515187654445,-199.4326304836247061,-198.5010632215004591,-199.338060686524,,-199.726982738280,-199.424244390364
-199.1759994138955108,-199.2569801021491287,-199.3362299961970052,-199.2340406322715580,-199.3132911422979134,-199.2419339399414469,-199.3173113569966404,-199.2327111089550158,-199.3252862206132932,-199.3953546461966653,-199.2134295742140466,-199.2385473110116720,-199.2913000156020189,-199.3268895786197561,-199.3326317615589005,-199.2469025214866463,-199.4426546838771230,-199.4326344377596456,-198.5010661655378215,-199.338063378115,,-199.731530381026,
-199.1759257550835969,-199.2566767918044377,-199.3359268843684902,-199.2337367472242136,-199.3129874535927399,-199.2417717563485269,-199.3172534957239748,-199.2325605931640951,-199.3252124978236850,-199.3953270095957748,-199.2131259712913334,-199.2384729616242964,-199.2912715867740303,-199.3268917234215678,-199.3326342711923473,-199.2469056560128422,-199.4426577322633989,-199.4326381778689949,-198.5010691420905857,-199.338064665253,,-199.736075920093,
-199.1758531195772548,-199.2563780384880090,-199.3356283175191948,-199.2334374417325478,-199.3126883418433124,-199.2416119460728794,-199.3171963443551817,-199.2324122939470499,-199.3251398018533109,-199.3952996772198674,-199.2128269432596710,-199.2383996731848299,-199.2912434820878786,-199.3268936891428496,-199.3326366442141193,-199.2469086345280687,-199.4426606786931302,-199.4326417166310250,-198.5010721674096033,-199.338067811789,,-199.740648221794,
-199.1757814887254767,-199.2560837390662698,-199.3353341952484357,-199.2331426360560442,-199.3123937049391543,-199.2414544600287059,-199.3171400493918100,-199.2322661707482609,-199.3250681138408424,-199.3952726655574565,-199.2125323884135071,-199.2383274248900591,-199.2912157847647165,-199.3268956684418640,-199.3326388879284821,-199.2469114247410289,-199.4426633423608735,-199.4326450657620455,-198.5010746218395639,-199.338068695316,,-199.745209179280,
-199.1757108442795925,-199.2557937993691439,-199.3350444199592175,-199.2328522070132237,-199.3121034433020782,-199.2412992485237169,-199.3170844409339395,-199.2321221698045122,-199.3249974152861057,-199.3952459547538751,-199.2122422069248273,-199.2382561962524790,-199.2911884031550187,-199.3268974820192341,-199.3326410106622575,-199.2469140786167543,-199.4426659231279473,-199.4326482362530442,-198.5010771435834727,-199.338070627075,,-199.749773857554,
-199.1756411682294470,-199.2555085156022585,-199.3347588888284463,-199.2325660492095381,-199.3118174604103956,-199.2411462680260001,-199.3170295601927364,-199.2319802456822515,-199.3249276879986951,-199.3952195406623389,-199.2119563021918509,-199.2381859671530151,-199.2911613331415310,-199.3268991313944980,-199.3326430194451007,-199.2469165994795333,-199.4426684253916449,-199.4326512384350281,-198.5010797350695100,-199.338073681219,,-199.754340586969,-199.424251696471
-199.1755724430322232,-199.2552265898776795,-199.3344775260486870,-199.2322841157009350,-199.3115356631045927,-199.2409954689486824,-199.3169753431598963,-199.2318403587461546,-199.3248589141512923,-199.3951934433162876,-199.2116745818501329,-199.2381167186911455,-199.2911346215904302,-199.3269008218166221,-199.3326449202698427,-199.2469189613411515,-199.4426706727334988,-199.4326540820959792,-198.5010817836340209,,,-199.758909196123,-199.424254956431
-199.1755046196507237,-199.2549495025006934,-199.3342002368004273,-199.2320062574721931,-199.3112579598416971,-199.2408467747165162,-199.3169218761369450,-199.2317024668476790,-199.3247910703882440,-199.3951676299145959,-199.2113969533428133,-199.2380484257978708,-199.2911082460333319,-199.3269023034366398,-199.3326467201403318,-199.2469212025004879,-199.4426728546235381,-199.4326567763032756,-198.5010841290695396,-199.338076434846,,-199.763479409888,-199.424256260132
-199.1754377560558567,-199.2546757146705829,-199.3339269327071577,-199.2317324272669623,-199.3109842626761292,-199.2407001960750961,-199.3168691705007234,-199.2315665263450910,-199.3247241423514708,-199.3951421457807669,-199.2111233296680268,-199.2379810739705874,-199.2910822393154717,-199.3269038149938694,-199.3326484246583448,-199.2469233517288671,-199.4426749936499164,-199.4326593297124646,-198.5010861530834632,-199.338078011886,,-199.768051670963,-199.424257380017
-199.1753717848007170,-199.2544061742315762,-199.3336575229045025,-199.2314625142787747,-199.3107144854988633,-199.2405557251514949,-199.3168170874113230,-199.2314324984799043,-199.3246581587803803,-199.3951169339792671,-199.2108536240808689,-199.2379146763652500,-199.2910565172616373,-199.3269051940663985,-199.3326500393659444,-199.2469253686560933,-199.4426769558066326,-199.4326617503398893,-198.5010880706837497,-199.338078931236,,-199.772625845321,
-199.1753066950542177,-199.2541408664210962,-199.3333919208164673,-199.2311964345965976,-199.3104485448423588,-199.2404132209210559,-199.3167656759820545,-199.2313003433811787,-199.3245930283148368,-199.3950920145286148,-199.2105877528860560,-199.2378491654473862,-199.2910311140745705,-199.3269065008330756,-199.3326515696143701,-199.2469272798230122,-199.4426788152034931,-199.4326640457617827,-198.5010898879820331,-199.338081042839,,-199.777201181783,-199.424259442032
-199.1752424719957162,-199.2538788774243699,-199.3331300561050341,-199.2309341093972250,-199.3101863595751411,-199.2402726861928954,-199.3167149254084904,-199.2311700232532417,-199.3245287673977657,-199.3950673841785317,-199.2103256349755043,-199.2377843923187015,-199.2910060251747950,-199.3269077394628539,-199.3326530200652371,-199.2469290708307028,-199.4426805777389120,-199.4326662230996305,-198.5010916107858066,-199.338082192035,,-199.781769900333,-199.424260371740
-199.1751791001717606,-199.2536205722173008,-199.3328718597342970,-199.2306754915630336,-199.3099278512600563,-199.2401340821556630,-199.3166648249075479,-199.2310415011236557,-199.3244653604924110,-199.3950430400929861,-199.2100671944802741,-199.2377207916729276,-199.2909812463122989,-199.3269089138914296,-199.3326543953637326,-199.2469307864218138,-199.4426822489890014,-199.4326682890250027,-198.5010932445043466,,,,
-199.1751165657221065,-199.2533654510733356,-199.3326172617851739,-199.2304204267474006,-199.3096729419934832,-199.2399973683602354,-199.3166153636776983,-199.2309147194477532,-199.3244027920850669,-199.3950189792073786,-199.2098123464849664,-199.2376578972948096,-199.2909567731101390,-199.3269100278466510,-199.3326556997075443,-199.2469324254954302,-199.4426838342242263,-199.4326702497686483,-198.5010947941789823,,,,
-199.1750548525304794,-199.2531142447209618,-199.3323661573267600,-199.2301689049523929,-199.3094215578097419,-199.2398625124256739,-199.3165665319074549,-199.2307896713815580,-199.3243410466618570,-199.3949951797616222,-199.2095610369103156,-199.2375958426712259,-199.2909326010760651,-199.3269110847124352,-199.3326569372874815,-199.2469339733719380,-199.4426853382441323,-199.4326721113597216,-198.5010962646630048,,,,
-199.1749939470730340,-199.2528664750981306,-199.3321184863122824,-199.2299208414789575,-199.3091736242933507,-199.2397294752729522,-199.3165183186737863,-199.2306662790639393,-199.3242800731616171,-199.3949716837655046,-199.2093131705487679,-199.2375345946376513,-199.2909086915509249,-199.3269120347098919,-199.3326581117970022,-199.2469354418959995,-199.4426867656820832,-199.4326738791835965,-198.5010976603623192,,,,
-199.1749338434613321,-199.2526220892296465,-199.3318741919460138,-199.2296762376969355,-199.3089290792670454,-199.2395982186220351,-199.3164707140248026,-199.2305446835124769,-199.3242199659268863,-199.3949484500377594,-199.2090686839023022,-199.2374741900386823,-199.2908851432012511,-199.3269130400600204,-199.3326592268336128,-199.2469368336936384,-199.4426881208716793,-199.4326755585348110,-198.5010989855396133,,,,
-199.1748745063460433,-199.2523810038064482,-199.3316331931677325,-199.2294350465990078,-199.3086878464333438,-199.2394687119581249,-199.3164237075843630,-199.2304246275469950,-199.3241605848122617,-199.3949254917693281,-199.2088275098818997,-199.2374145506741172,-199.2908618484313763,-199.3269139424921832,-199.3326602854459111,-199.2469381536594142,-199.4426893459584846,-199.4326771512649827,-198.5011000365664984,,,,
-199.1748159332923080,-199.2521431252858406,-199.3313954021679706,-199.2291969749759346,-199.3084498587879239,-199.2393409190615614,-199.3163772344733502,-199.2303061653619238,-199.3241020024306920,-199.3949028038799156,-199.2085895812448371,-199.2373556981780780,-199.2908388218480127,-199.3269147776718455,-199.3326612912230473,-199.2469394120631705,-199.4426905935410161,-199.4326786706886310,-198.5011012974346727,,,,
-199.1747581104240510,-199.2519084753974994,-199.3311608324935662,-199.2289620866193900,-199.3082150510333292,-199.2392148051150969,-199.3163314514117985,-199.2301892682874325,-199.3240441383607049,-199.3948803697564358,-199.2083548322453908,-199.2372976145610721,-199.2908161066951322,-199.3269156197724215,-199.3326622469410268,-199.2469406032409438,-199.4426917301138076,-199.4326801126692601,-198.5011023683584597,,,,
-199.1747010245482556,-199.2516768798172961,-199.3309293141827823,-199.2287303221950765,-199.3079833630395683,-199.2390903445514425,-199.3162861235513788,-199.2300739030806369,-199.3239870455893197,-199.3948582058210945,-199.2081232007732012,-199.2372402784002645,-199.2907936348073008,-199.3269163697856072,-199.3326631552404251,-199.2469417400968155,-199.4426928586568408,-199.4326814839724307,-198.5011035120242582,,,,
-199.1746446623407110,-199.2514483679706245,-199.3307008757404049,-199.2285016164198623,-199.3077547304716290,-199.2389674993734161,-199.3162414177396613,-199.2299600425002666,-199.3239306610550159,-199.3948362940482468,-199.2078946240082473,-199.2371836768111848,-199.2907714504578394,-199.3269171078644888,-199.3326640188068666,-199.2469428184427613,-199.4426939089419477,-199.4326827884517286,-198.5011045402185061,,,,
-199.1745890033314481,-199.2512228326371826,-199.3304754099630429,-199.2282758752841403,-199.3075290597759874,-199.2388462224434136,-199.3161973077770313,-199.2298476407783312,-199.3238749641565164,-199.3948146277546698,-199.2076690129990766,-199.2371277964018930,-199.2907495509442697,-199.3269178415063720,-199.3326648409938855,-199.2469438405465780,-199.4426948817070979,-199.4326840303345989,-198.5011054509426174,,,,
-199.1745340579288950,-199.2510006042182624,-199.3302529145542508,-199.2280531356754523,-199.3073063944718513,-199.2387265397037481,-199.3161536425679401,-199.2297367095733307,-199.3238199983034633,-199.3947932106382552,-199.2074463965289226,-199.2370726329909019,-199.2907278617596205,-199.3269184319515830,-199.3326656213615422,-199.2469448288436809,-199.4426958938775840,-199.4326852110954462,-198.5011065888399173,,,,
-199.1744023078461225,-199.2504744296399792,-199.3297270600072295,-199.2275310457955015,-199.3067842769485765,-199.2384384195230496,-199.3160467816462074,-199.2294699034165717,-199.3236882414451543,-199.3947384425322582,-199.2069288288152222,-199.2369420904728088,-199.2906747930405515,-199.3269157439665094,-199.3326621626186181,-199.2469397414670595,-199.4426911189019904,-199.4326791725598866,-198.5011017613506112,,,,
-199.1744261851853253,-199.2505635984935282,-199.3298163681141091,-199.2276161528372427,-199.3068695293174244,-199.2384916619685953,-199.3160679878249368,-199.2295190471002115,-199.3237120878442568,-199.3947511368869243,-199.2070096426860175,-199.2369643658772986,-199.2906853607585447,-199.3269197530414374,-199.3326670726377188,-199.2469466204359207,-199.4426975896397209,-199.4326871874783649,-198.5011083161962802,,,,
-199.1742986597380991,-199.2500548815872889,-199.3293076441628955,-199.2271110084888619,-199.3063643709838004,-199.2382128626076110,-199.3159645819840478,-199.2292608721702720,-199.3235845509041155,-199.3946981055122478,-199.2065088393493966,-199.2368380044190701,-199.2906338854957937,-199.3269169554112921,-199.3326636707874400,-199.2469417343531006,-199.4426930378126599,-199.4326816163957403,-198.5011034362023565,,,,
-199.1743209766833331,-199.2501380534739326,-199.3293909371814436,-199.2271903270212761,-199.3064438171795985,-199.2382627088071274,-199.3159844572053032,-199.2293068788468418,-199.3236068451877259,-199.3947100224278586,-199.2065840279610427,-199.2368587946663752,-199.2906438276842778,-199.3269208760213758,-199.3326683885196076,-199.2469482722418093,-199.4426991959414863,-199.4326894002051347,-198.5011096731285534,,,,
-199.1741981005422417,-199.2496459173748065,-199.3288987979428839,-199.2267016000506885,-199.3059550833577873,-199.2379933105729890,-199.3158849432221587,-199.2290573305599821,-199.3234839400994076,-199.3946593795809861,-199.2060996140899647,-199.2367370763226120,-199.2905947695077771,-199.3269190482973272,-199.3326658143780037,-199.2469443629640296,-199.4426955831870032,-199.4326846614330293,-198.5011059711917198,,,,
-199.1742183166834650,-199.2497231263957929,-199.3289761151267214,-199.2267751441906114,-199.3060287390660221,-199.2380394078801089,-199.3159028600329066,-199.2290999603413297,-199.3235041537313634,-199.3946698342237198,-199.2061690478910521,-199.2367558084321217,-199.2906032686324806,-199.3269219006184585,-199.3326695817555390,-199.2469497552710038,-199.4427006415397443,-199.4326912099534752,-198.5011113022370637,,,,
-199.1740989688881314,-199.2492464365356852,-199.3284994302038626,-199.2263016957362538,-199.3055552943001771,-199.2377783475639603,-199.3158060981830033,-199.2288580570217107,-199.3233847762168409,-199.3946203978267988,-199.2056996129478534,-199.2366373875986483,-199.2905551339655972,-199.3269194965090207,-199.3326666567859604,-199.2469455997161560,-199.4426968138914447,-199.4326862708570616,-198.5011073099664713,,,,
-199.1740505264277772,-199.2490504140931193,-199.3283034593090122,-199.2261054842996941,-199.3053591336998238,-199.2376728527627279,-199.3157676479686131,-199.2287603841538157,-199.3233363183152846,-199.3946015248002936,-199.2055034421919402,-199.2365887739586299,-199.2905360769654521,-199.3269201324097253,-199.3326673656046637,-199.2469464924452325,-199.4426976798320936,-199.4326873448700610,-198.5011081678000266,,,,
-199.1740027868742686,-199.2488568090518015,-199.3281099036575768,-199.2259116992102861,-199.3051653990474108,-199.2375688826029432,-199.3157297755251420,-199.2286639543947615,-199.3232885560555872,-199.3945830386140585,-199.2053097050657868,-199.2365408445221817,-199.2905173644605838,-199.3269209179159702,-199.3326683939213524,-199.2469475270513897,-199.4426986790197418,-199.4326885447808877,-198.5011091616222814,,,,
-199.1740203399660629,-199.2489237453688418,-199.3281769187846919,-199.2259751954761668,-199.3052291097892521,-199.2376090599169913,-199.3157454025193545,-199.2287012173150913,-199.3233061187721944,-199.3945921822014782,-199.2053695849972144,-199.2365572575670285,-199.2905249425403440,-199.3269236619811977,-199.3326716506942944,-199.2469523423932856,-199.4427032264569561,-199.4326943523423950,-198.5011137665839556,,,,
-199.1739723029735671,-199.2487299359002009,-199.3279831491486220,-199.2257814249141461,-199.3050352441483142,-199.2375046908742036,-199.3157071785151118,-199.2286045184248167,-199.3232580733784403,-199.3945732941276674,-199.2051757680295623,-199.2365090969993275,-199.2905059256592608,-199.3269240594958376,-199.3326721102711474,-199.2469529221770017,-199.4427037237991556,-199.4326950507580705,-198.5011141065292293,,,,
-199.1739248268707172,-199.2485384348183004,-199.3277916887647621,-199.2255898346482752,-199.3048436939502324,-199.2374015583992559,-199.3156693940987338,-199.2285089662810549,-199.3232105855358043,-199.3945546276762855,-199.2049842659505430,-199.2364615050599070,-199.2904871287016135,-199.3269244439925956,-199.3326725493699598,-199.2469534704726470,-199.4427042578546434,-199.4326957179937665,-198.5011146296765219,,,,
-199.1738165815739876,-199.2481043214234262,-199.3273579610898025,-199.2251590558153964,-199.3044128221463893,-199.2371642044041380,-199.3155818701994804,-199.2282890103504371,-199.3231023082651348,-199.3945101700512339,-199.2045570704400461,-199.2363540816781722,-199.2904438224231853,-199.3269228514198232,-199.3326704474802966,-199.2469504086010943,-199.4427014697728566,-199.4326920465127841,-198.5011119181214951,,,,
-199.1737717058568933,-199.2479222886670414,-199.3271756008408602,-199.2249763876516511,-199.3042303042766434,-199.2370662216117694,-199.3155462315526165,-199.2281981868265746,-199.3230573977566280,-199.3944928701221784,-199.2043745408940651,-199.2363089852337623,-199.2904263022424516,-199.3269237476683600,-199.3326714035157750,-199.2469515429305602,-199.4427025637868383,-199.4326933033138403,-198.5011130163842097,,,,
-199.1737265982445422,-199.2477416738453542,-199.3269950243228550,-199.2247956263546484,-199.3040495776865271,-199.2369688208968341,-199.3155102634995046,-199.2281079583515577,-199.3230122837565261,-199.3944748838162013,-199.2041937562429723,-199.2362637496606794,-199.2904081838879051,-199.3269237182360314,-199.3326714056777860,-199.2469516581113282,-199.4427025925153600,-199.4326935526327134,-198.5011130981990277,,,,
-199.1737404392524127,-199.2477951740199273,-199.3270485718166185,-199.2248462665061197,-199.3041002687236016,-199.2370011884234486,-199.3155225862047644,-199.2281380483248086,-199.3230261560762528,-199.3944820276240648,-199.2042409907260776,-199.2362766848425508,-199.2904140316970825,-199.3269257762871121,-199.3326741109186742,-199.2469554232523308,-199.4427061598352680,-199.4326980960849482,-198.5011164930137966,,,,
-199.1736387678262474,-199.2473870290090758,-199.3266404517394790,-199.2244407206072481,-199.3036947449749334,-199.2367779784946435,-199.3154404820660943,-199.2279311255229288,-199.3229244281593253,-199.3944404977461318,-199.2038388814863197,-199.2361756874685170,-199.2903734892859973,-199.3269245985493683,-199.3326724476150673,-199.2469529489306126,-199.4427038642609489,-199.4326951041358313,-198.5011143543989078,,,,
-199.1736513999625799,-199.2474365252745372,-199.3266899872354827,-199.2244874766796556,-199.3037415422631113,-199.2368079421354139,-199.3154516615209104,-199.2279590260225177,-199.3229371148725591,-199.3944469204046186,-199.2038823345832554,-199.2361873169179489,-199.2903786865865925,-199.3269263300150271,-199.3326747907989898,-199.2469562769936999,-199.4427070100976778,-199.4326991351270522,-198.5011173596789433,,,,
-199.1735527941480370,-199.2470403739133360,-199.3262938634682939,-199.2240938229489586,-199.3033479156982537,-199.2365913512429643,-199.3153720773798909,-199.2277582155064977,-199.3228384327282185,-199.3944067249284160,-199.2034920584679298,-199.2360895227471644,-199.2903395123510677,-199.3269254189046080,-199.3326733026763122,-199.2469540604180622,-199.4427049107484322,-199.4326964219758054,-198.5011154002057765,,,,
-199.1735107386857635,-199.2468700319626294,-199.3261235533036881,-199.2239233768294469,-199.3031774990624001,-199.2364997582998001,-199.3153386656985901,-199.2276733478045969,-199.3227963628104362,-199.3943903727791280,-199.2033216900383081,-199.2360474397203518,-199.2903231036030149,-199.3269260582172535,-199.3326739911336745,-199.2469548616270458,-199.4427057163347001,-199.4326973388859869,-198.5011159837458194,,,,
-199.1734685850208280,-199.2467017123752271,-199.3259549382286764,-199.2237546106188972,-199.3030087709044835,-199.2364087330525706,-199.3153049734000319,-199.2275890590186123,-199.3227542055563788,-199.3943735201202685,-199.2031528020677342,-199.2360050878079676,-199.2903059984022036,-199.3269258563858557,-199.3326739537334333,-199.2469549213854805,-199.4427058170805083,-199.4326974894422904,-198.5011162161689242,,,,
-199.1734272319228580,-199.2465351408090442,-199.3257883019828967,-199.2235878390894186,-199.3028420377058296,-199.2363190148151944,-199.3152720493101810,-199.2275059287370311,-199.3227128417788094,-199.3943572789437439,-199.2029860918425470,-199.2359636607270943,-199.2902896679021296,-199.3269262591975917,-199.3326743424538847,-199.2469554129833114,-199.4427062927359202,-199.4326980773935531,-198.5011166880134112,,,,
-199.1733866022750021,-199.2463700871890921,-199.3256236969818076,-199.2234231178076698,-199.3026773298079206,-199.2362304992593920,-199.3152398280196849,-199.2274239016991828,-199.3226721994792285,-199.3943414794748321,-199.2028214759233720,-199.2359230149382086,-199.2902738434745800,-199.3269270301825031,-199.3326750372112031,-199.2469562220779551,-199.4427070141909724,-199.4326987606812907,-198.5011174832508800,,,,
-199.1733960607933227,-199.2464088212138051,-199.3256624501944430,-199.2234594385657545,-199.3027136784391189,-199.2362540551258974,-199.3152481645014404,-199.2274459322094344,-199.3226817122310308,-199.3943460484812533,-199.2028546892062764,-199.2359316607681876,-199.2902772933320819,-199.3269277823839900,-199.3326765001597209,-199.2469584284116024,-199.4427090612758775,-199.4327017508725532,-198.5011195596463267,,,,
-199.1733551507466586,-199.2462446035339951,-199.3254979233553570,-199.2232948450972287,-199.3025491106219818,-199.2361653513203521,-199.3152155469427669,-199.2273637738982188,-199.3226407954094270,-199.3943298639764237,-199.2026901486566999,-199.2358906816357091,-199.2902610293599253,-199.3269280552262046,-199.3326767417757139,-199.2469587325005591,-199.4427094344274281,-199.4327021227932164,-198.5011198501750016,,,,
-199.1733146862400474,-199.2460815402168350,-199.3253352185078597,-199.2231320762776932,-199.3023863587316669,-199.2360776210128108,-199.3151832813929047,-199.2272825141691897,-199.3226003244550100,-199.3943138578773357,-199.2025274266318604,-199.2358501529933790,-199.2902449749048515,-199.3269282560034981,-199.3326769741462385,-199.2469590123712635,-199.4427096568707327,-199.4327024804879045,-198.5011199207473283,,,,
-199.1732746539107666,-199.2459205630837289,-199.3251742647312881,-199.2229710646668366,-199.3022253703598210,-199.2359908304009082,-199.3151513572124145,-199.2272021290542057,-199.3225602858493062,-199.3942980125216877,-199.2023664749210354,-199.2358100640785210,-199.2902290666582985,-199.3269284576761038,-199.3326771969280458,-199.2469592942949816,-199.4427099313805343,-199.4327028234114323,-198.5011201904335110,,,,
-199.1731881654436336,-199.2455725639464958,-199.3248263038028085,-199.2226251464700510,-199.3018794871524051,-199.2358007411870631,-199.3150816698329209,-199.2270257743359991,-199.3224737288452957,-199.3942629594493496,-199.2020234921282622,-199.2357241305789728,-199.2901947763413943,-199.3269278707110175,-199.3326761485910481,-199.2469577393412408,-199.4427084866567554,-199.4327009161202113,-198.5011187089071711,,,,
-199.1731500157265202,-199.2454187177460199,-199.3246720894629789,-199.2224708221974367,-199.3017252198654603,-199.2357176172428126,-199.3150512648005872,-199.2269488980801100,-199.3224355716223215,-199.3942480725212931,-199.2018690866161990,-199.2356857567736199,-199.2901796609333473,-199.3269282251931713,-199.3326766873015004,-199.2469583728341433,-199.4427091581316347,-199.4327016094781584,-198.5011195328621909,,,,
-199.1731118297174703,-199.2452658442911115,-199.3245193004145221,-199.2223179400733954,-199.3015723349180064,-199.2356352220396900,-199.3150207811385997,-199.2268725092564523,-199.3223973810781615,-199.3942328182694723,-199.2017162295805122,-199.2356475410679764,-199.2901643710398787,-199.3269282228316683,-199.3326766747215402,-199.2469584265759579,-199.4427092026588468,-199.4327017317191064,-198.5011195664541219,,,,
-199.1730742680371975,-199.2451144831278498,-199.3243682922488915,-199.2221668432419222,-199.3014212534833405,-199.2355538095197574,-199.3149908430339678,-199.2267971364850894,-199.3223598150948703,-199.3942179575679745,-199.2015651292647078,-199.2356099139262540,-199.2901494458869820,-199.3269284347125847,-199.3326769200042463,-199.2469587209953374,-199.4427094390923401,-199.4327021114724232,-198.5011198671588772,,,,
-199.1730809132562001,-199.2451418816816613,-199.3243956940740702,-199.2221922032045711,-199.3014466208686031,-199.2355709577481093,-199.3149968130772436,-199.2268132187535343,-199.3223665173285326,-199.3942212497269963,-199.2015878574515568,-199.2356160495138511,-199.2901519908635350,-199.3269292428412314,-199.3326781692574627,-199.2469605179201153,-199.4427111256947285,-199.4327041199092037,-198.5011215772214541,,,,
-199.1730002949568075,-199.2448170420169618,-199.3240708949934685,-199.2218692595539267,-199.3011237180026853,-199.2353935466870212,-199.3149318722974215,-199.2266486458088366,-199.3222858301209044,-199.3941887083549318,-199.2012676330090244,-199.2355359109320148,-199.2901201100197284,-199.3269289203859671,-199.3326773921612585,-199.2469593483384074,-199.4427100946945188,-199.4327028450048545,-198.5011204507407001,,,,
-199.1730062556779046,-199.2448419512722637,-199.3240958047200593,-199.2218922177062836,-199.3011466749177032,-199.2354092066213411,-199.3149372419716769,-199.2266634075416789,-199.3222918500327125,-199.3941916437991893,-199.2012879729128656,-199.2355413056131113,-199.2901222876999157,-199.3269296023081836,-199.3326785029028088,-199.2469609526450824,-199.4427115476996164,-199.4327048531545188,-198.5011217761567366,,,,
-199.1729695142409469,-199.2446943628022495,-199.3239482361820194,-199.2217446118120279,-199.3009990886623370,-199.2353296121272024,-199.3149079217462827,-199.2265896895641788,-199.3222551039141024,-199.3941770666378375,-199.2011404158465098,-199.2355045233370561,-199.2901076659217949,-199.3269297459123379,-199.3326786592978124,-199.2469611506716092,-199.4427117412999166,-199.4327050984449272,-198.5011219654147965,,,,
-199.1729331578360984,-199.2445487698347506,-199.3238022395291011,-199.2215985543713828,-199.3008530696873208,-199.2352508601894385,-199.3148788526549708,-199.2265167487140900,-199.3222187429548171,-199.3941626500150051,-199.2009944219491047,-199.2354681255145010,-199.2900931523604129,-199.3269298783936279,-199.3326788081849656,-199.2469613567101874,-199.4427119920589746,-199.4327053328061368,-198.5011223597767014,,,,
-199.1728570001016010,-199.2442410206268733,-199.3234945479924534,-199.2212925933985161,-199.3005471410011182,-199.2350829765607898,-199.3148176341908311,-199.2263609512589539,-199.3221425101245359,-199.3941321228272443,-199.2006910778306121,-199.2353924452314118,-199.2900633279634803,-199.3269299451913241,-199.3326787057295348,-199.2469606099792259,-199.4427113157382792,-199.4327043236792463,-198.5011216670521037,,,,
-199.1728218306078873,-199.2441001041436266,-199.3233540570013815,-199.2211520370577489,-199.3004065907426536,-199.2350071004299252,-199.3147895847770315,-199.2262907073247504,-199.3221073418082767,-199.3941180144389591,-199.2005504000458416,-199.2353570774688762,-199.2900490598748888,-199.3269297122489263,-199.3326783124548740,-199.2469605503907246,-199.4427112045466970,-199.4327043311450609,-198.5011214003637861,,,,
-199.1728263413361333,-199.2441194556776054,-199.3233734053258672,-199.2211696028319068,-199.3004241572924400,-199.2350195150503396,-199.3147936467434818,-199.2263024816920733,-199.3221119142719999,-199.3941202291965169,-199.2005655699278748,-199.2353611870520069,-199.2900506397419633,-199.3269301756209586,-199.3326778009513589,-199.2469618686014314,-199.4427124416609445,-199.4327059821053751,-198.5011228670282435,,,,
-199.1727529493728355,-199.2438233676568871,-199.3230774275002375,-199.2208752426731166,-199.3001298983561469,-199.2348579705212614,-199.3147346304571101,-199.2261525781916021,-199.3220384435701078,-199.3940907175303039,-199.2002737190875337,-199.2352881794295740,-199.2900217023775440,-199.3269300377947104,-199.3326786384980380,-199.2469609975214837,-199.4427111010309375,-199.4327048569096803,-198.5011220227210345,,,,
-199.1727569225972445,-199.2438411340567370,-199.3230947626484522,-199.2208908847007365,-199.3001454812975624,-199.2348691897116737,-199.3147381754655214,-199.2261632581887341,-199.3220424877778783,-199.3940926474867581,-199.2002869490157480,-199.2352917057479544,-199.2900229639678003,-199.3269304652573055,-199.3326794658511005,-199.2469622074339952,-199.4427128213520461,-199.4327063746305555,-198.5011231741617053,,,,
-199.1727227489493828,-199.2437036198515159,-199.3229576221093282,-199.2207537113776539,-199.3000083178297075,-199.2347951955538861,-199.3147109445853005,-199.2260947301824956,-199.3220083107243852,-199.3940790750571068,-199.2001498022743817,-199.2352574962108918,-199.2900093753407873,-199.3269305091899639,-199.3326795807259941,-199.2469623383346402,-199.4427128998700596,-199.4327065585537468,-198.5011233177820600,,,,
